architecture,recorder_config,target,flow,design,top,memory_words,buffer_depth,clock_period_ns,area_um2,cell_area_um2,die_area_um2,wns_ns,tns_ns,power_mw,status,report_path,notes
baseline,baseline,nangate45,yosys+abc-nangate45-area-only,full_core_baseline_board,full_core_baseline_board_top,128,NA,20.000,51157.652,51157.652,NA,NA,NA,NA,PASS,results/raw/asic_openpdk/full_core_baseline_board_yosys_area.txt,"Yosys+ABC Nangate45 synthesis-only standard-cell area; no placement, routing, timing, or power"
v2,minimal,nangate45,yosys+abc-nangate45-area-only,full_core_v2_minimal_board,full_core_replaycapsule_v2_board_top,128,8,20.000,52058.062,52058.062,NA,NA,NA,NA,PASS,results/raw/asic_openpdk/full_core_v2_minimal_board_yosys_area.txt,"Yosys+ABC Nangate45 synthesis-only standard-cell area; no placement, routing, timing, or power"
v2,core,nangate45,yosys+abc-nangate45-area-only,full_core_v2_core_board,full_core_replaycapsule_v2_board_top,128,8,20.000,61298.104,61298.104,NA,NA,NA,NA,PASS,results/raw/asic_openpdk/full_core_v2_core_board_yosys_area.txt,"Yosys+ABC Nangate45 synthesis-only standard-cell area; no placement, routing, timing, or power"
v2,hashed,nangate45,yosys+abc-nangate45-area-only,full_core_v2_hashed_board,full_core_replaycapsule_v2_board_top,128,8,20.000,61749.506,61749.506,NA,NA,NA,NA,PASS,results/raw/asic_openpdk/full_core_v2_hashed_board_yosys_area.txt,"Yosys+ABC Nangate45 synthesis-only standard-cell area; no placement, routing, timing, or power"
v2,full,nangate45,yosys+abc-nangate45-area-only,full_core_v2_full_board,full_core_replaycapsule_v2_board_top,128,8,20.000,62082.538,62082.538,NA,NA,NA,NA,PASS,results/raw/asic_openpdk/full_core_v2_full_board_yosys_area.txt,"Yosys+ABC Nangate45 synthesis-only standard-cell area; no placement, routing, timing, or power"
