bug_id,area,architecture,recorder_config,benchmark,variant,seed,workload_scale,memory_words,buffer_depth,target,flow,current_status,error_code,first_failure_stage,root_cause,evidence_file,required_for_zero_fail,fix_status,notes
V2ZF-04550,BUFFER_OVERFLOW,v2,core,watchdog_timeout_bug,no_failure_edge,2,short,NA,64,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-04551,BUFFER_OVERFLOW,v2,core,watchdog_timeout_bug,no_failure_edge,2,short,NA,128,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-04552,BUFFER_OVERFLOW,v2,core,watchdog_timeout_bug,no_failure_edge,2,short,NA,512,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-04553,BUFFER_OVERFLOW,v2,core,watchdog_timeout_bug,no_failure_edge,2,short,NA,1024,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-04554,BUFFER_OVERFLOW,v2,core,watchdog_timeout_bug,no_failure_edge,2,short,NA,2048,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-04555,BUFFER_OVERFLOW,v2,core,watchdog_timeout_bug,no_failure_edge,3,short,NA,64,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-04556,BUFFER_OVERFLOW,v2,core,watchdog_timeout_bug,no_failure_edge,3,short,NA,128,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-04557,BUFFER_OVERFLOW,v2,core,watchdog_timeout_bug,no_failure_edge,3,short,NA,512,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-04558,BUFFER_OVERFLOW,v2,core,watchdog_timeout_bug,no_failure_edge,3,short,NA,1024,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-04559,BUFFER_OVERFLOW,v2,core,watchdog_timeout_bug,no_failure_edge,3,short,NA,2048,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-04560,BUFFER_OVERFLOW,v2,core,watchdog_timeout_bug,no_failure_edge,4,short,NA,64,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-04561,BUFFER_OVERFLOW,v2,core,watchdog_timeout_bug,no_failure_edge,4,short,NA,128,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-04562,BUFFER_OVERFLOW,v2,core,watchdog_timeout_bug,no_failure_edge,4,short,NA,512,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-04563,BUFFER_OVERFLOW,v2,core,watchdog_timeout_bug,no_failure_edge,4,short,NA,1024,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-04564,BUFFER_OVERFLOW,v2,core,watchdog_timeout_bug,no_failure_edge,4,short,NA,2048,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-04565,BUFFER_OVERFLOW,v2,core,watchdog_timeout_bug,no_failure_edge,5,short,NA,64,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-04566,BUFFER_OVERFLOW,v2,core,watchdog_timeout_bug,no_failure_edge,5,short,NA,128,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-04567,BUFFER_OVERFLOW,v2,core,watchdog_timeout_bug,no_failure_edge,5,short,NA,512,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-04568,BUFFER_OVERFLOW,v2,core,watchdog_timeout_bug,no_failure_edge,5,short,NA,1024,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-04569,BUFFER_OVERFLOW,v2,core,watchdog_timeout_bug,no_failure_edge,5,short,NA,2048,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-04570,BUFFER_OVERFLOW,v2,core,watchdog_timeout_bug,no_failure_edge,1,medium,NA,64,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-04571,BUFFER_OVERFLOW,v2,core,watchdog_timeout_bug,no_failure_edge,1,medium,NA,128,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-04572,BUFFER_OVERFLOW,v2,core,watchdog_timeout_bug,no_failure_edge,1,medium,NA,512,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-04573,BUFFER_OVERFLOW,v2,core,watchdog_timeout_bug,no_failure_edge,1,medium,NA,1024,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-04574,BUFFER_OVERFLOW,v2,core,watchdog_timeout_bug,no_failure_edge,1,medium,NA,2048,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-04575,BUFFER_OVERFLOW,v2,core,watchdog_timeout_bug,no_failure_edge,2,medium,NA,64,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-04576,BUFFER_OVERFLOW,v2,core,watchdog_timeout_bug,no_failure_edge,2,medium,NA,128,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-04577,BUFFER_OVERFLOW,v2,core,watchdog_timeout_bug,no_failure_edge,2,medium,NA,512,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-04578,BUFFER_OVERFLOW,v2,core,watchdog_timeout_bug,no_failure_edge,2,medium,NA,1024,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-04579,BUFFER_OVERFLOW,v2,core,watchdog_timeout_bug,no_failure_edge,2,medium,NA,2048,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-04580,BUFFER_OVERFLOW,v2,core,watchdog_timeout_bug,no_failure_edge,3,medium,NA,64,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-04581,BUFFER_OVERFLOW,v2,core,watchdog_timeout_bug,no_failure_edge,3,medium,NA,128,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-04582,BUFFER_OVERFLOW,v2,core,watchdog_timeout_bug,no_failure_edge,3,medium,NA,512,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-04583,BUFFER_OVERFLOW,v2,core,watchdog_timeout_bug,no_failure_edge,3,medium,NA,1024,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-04584,BUFFER_OVERFLOW,v2,core,watchdog_timeout_bug,no_failure_edge,3,medium,NA,2048,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-04585,BUFFER_OVERFLOW,v2,core,watchdog_timeout_bug,no_failure_edge,4,medium,NA,64,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-04586,BUFFER_OVERFLOW,v2,core,watchdog_timeout_bug,no_failure_edge,4,medium,NA,128,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-04587,BUFFER_OVERFLOW,v2,core,watchdog_timeout_bug,no_failure_edge,4,medium,NA,512,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-04588,BUFFER_OVERFLOW,v2,core,watchdog_timeout_bug,no_failure_edge,4,medium,NA,1024,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-04589,BUFFER_OVERFLOW,v2,core,watchdog_timeout_bug,no_failure_edge,4,medium,NA,2048,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-04590,BUFFER_OVERFLOW,v2,core,watchdog_timeout_bug,no_failure_edge,5,medium,NA,64,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-04591,BUFFER_OVERFLOW,v2,core,watchdog_timeout_bug,no_failure_edge,5,medium,NA,128,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-04592,BUFFER_OVERFLOW,v2,core,watchdog_timeout_bug,no_failure_edge,5,medium,NA,512,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-04593,BUFFER_OVERFLOW,v2,core,watchdog_timeout_bug,no_failure_edge,5,medium,NA,1024,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-04594,BUFFER_OVERFLOW,v2,core,watchdog_timeout_bug,no_failure_edge,5,medium,NA,2048,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-04595,BUFFER_OVERFLOW,v2,core,watchdog_timeout_bug,no_failure_edge,1,long,NA,64,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-04596,BUFFER_OVERFLOW,v2,core,watchdog_timeout_bug,no_failure_edge,1,long,NA,128,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-04597,BUFFER_OVERFLOW,v2,core,watchdog_timeout_bug,no_failure_edge,1,long,NA,512,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-04598,BUFFER_OVERFLOW,v2,core,watchdog_timeout_bug,no_failure_edge,1,long,NA,1024,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-04599,BUFFER_OVERFLOW,v2,core,watchdog_timeout_bug,no_failure_edge,1,long,NA,2048,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-04600,BUFFER_OVERFLOW,v2,core,watchdog_timeout_bug,no_failure_edge,2,long,NA,64,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-04601,BUFFER_OVERFLOW,v2,core,watchdog_timeout_bug,no_failure_edge,2,long,NA,128,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-04602,BUFFER_OVERFLOW,v2,core,watchdog_timeout_bug,no_failure_edge,2,long,NA,512,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-04603,BUFFER_OVERFLOW,v2,core,watchdog_timeout_bug,no_failure_edge,2,long,NA,1024,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-04604,BUFFER_OVERFLOW,v2,core,watchdog_timeout_bug,no_failure_edge,2,long,NA,2048,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-04605,BUFFER_OVERFLOW,v2,core,watchdog_timeout_bug,no_failure_edge,3,long,NA,64,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-04606,BUFFER_OVERFLOW,v2,core,watchdog_timeout_bug,no_failure_edge,3,long,NA,128,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-04607,BUFFER_OVERFLOW,v2,core,watchdog_timeout_bug,no_failure_edge,3,long,NA,512,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-04608,BUFFER_OVERFLOW,v2,core,watchdog_timeout_bug,no_failure_edge,3,long,NA,1024,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-04609,BUFFER_OVERFLOW,v2,core,watchdog_timeout_bug,no_failure_edge,3,long,NA,2048,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-04610,BUFFER_OVERFLOW,v2,core,watchdog_timeout_bug,no_failure_edge,4,long,NA,64,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-04611,BUFFER_OVERFLOW,v2,core,watchdog_timeout_bug,no_failure_edge,4,long,NA,128,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-04612,BUFFER_OVERFLOW,v2,core,watchdog_timeout_bug,no_failure_edge,4,long,NA,512,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-04613,BUFFER_OVERFLOW,v2,core,watchdog_timeout_bug,no_failure_edge,4,long,NA,1024,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-04614,BUFFER_OVERFLOW,v2,core,watchdog_timeout_bug,no_failure_edge,4,long,NA,2048,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-04615,BUFFER_OVERFLOW,v2,core,watchdog_timeout_bug,no_failure_edge,5,long,NA,64,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-04616,BUFFER_OVERFLOW,v2,core,watchdog_timeout_bug,no_failure_edge,5,long,NA,128,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-04617,BUFFER_OVERFLOW,v2,core,watchdog_timeout_bug,no_failure_edge,5,long,NA,512,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-04618,BUFFER_OVERFLOW,v2,core,watchdog_timeout_bug,no_failure_edge,5,long,NA,1024,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-04619,BUFFER_OVERFLOW,v2,core,watchdog_timeout_bug,no_failure_edge,5,long,NA,2048,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-04620,BUFFER_OVERFLOW,v2,core,watchdog_timeout_bug,no_failure_edge,1,stress,NA,64,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-04621,BUFFER_OVERFLOW,v2,core,watchdog_timeout_bug,no_failure_edge,1,stress,NA,128,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-04622,BUFFER_OVERFLOW,v2,core,watchdog_timeout_bug,no_failure_edge,1,stress,NA,512,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-04623,BUFFER_OVERFLOW,v2,core,watchdog_timeout_bug,no_failure_edge,1,stress,NA,1024,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-04624,BUFFER_OVERFLOW,v2,core,watchdog_timeout_bug,no_failure_edge,1,stress,NA,2048,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-04625,BUFFER_OVERFLOW,v2,core,watchdog_timeout_bug,no_failure_edge,2,stress,NA,64,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-04626,BUFFER_OVERFLOW,v2,core,watchdog_timeout_bug,no_failure_edge,2,stress,NA,128,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-04627,BUFFER_OVERFLOW,v2,core,watchdog_timeout_bug,no_failure_edge,2,stress,NA,512,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-04628,BUFFER_OVERFLOW,v2,core,watchdog_timeout_bug,no_failure_edge,2,stress,NA,1024,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-04629,BUFFER_OVERFLOW,v2,core,watchdog_timeout_bug,no_failure_edge,2,stress,NA,2048,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-04630,BUFFER_OVERFLOW,v2,core,watchdog_timeout_bug,no_failure_edge,3,stress,NA,64,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-04631,BUFFER_OVERFLOW,v2,core,watchdog_timeout_bug,no_failure_edge,3,stress,NA,128,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-04632,BUFFER_OVERFLOW,v2,core,watchdog_timeout_bug,no_failure_edge,3,stress,NA,512,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-04633,BUFFER_OVERFLOW,v2,core,watchdog_timeout_bug,no_failure_edge,3,stress,NA,1024,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-04634,BUFFER_OVERFLOW,v2,core,watchdog_timeout_bug,no_failure_edge,3,stress,NA,2048,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-04635,BUFFER_OVERFLOW,v2,core,watchdog_timeout_bug,no_failure_edge,4,stress,NA,64,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-04636,BUFFER_OVERFLOW,v2,core,watchdog_timeout_bug,no_failure_edge,4,stress,NA,128,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-04637,BUFFER_OVERFLOW,v2,core,watchdog_timeout_bug,no_failure_edge,4,stress,NA,512,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-04638,BUFFER_OVERFLOW,v2,core,watchdog_timeout_bug,no_failure_edge,4,stress,NA,1024,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-04639,BUFFER_OVERFLOW,v2,core,watchdog_timeout_bug,no_failure_edge,4,stress,NA,2048,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-04640,BUFFER_OVERFLOW,v2,core,watchdog_timeout_bug,no_failure_edge,5,stress,NA,64,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-04641,BUFFER_OVERFLOW,v2,core,watchdog_timeout_bug,no_failure_edge,5,stress,NA,128,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-04642,BUFFER_OVERFLOW,v2,core,watchdog_timeout_bug,no_failure_edge,5,stress,NA,512,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
