bug_id,area,architecture,recorder_config,benchmark,variant,seed,workload_scale,memory_words,buffer_depth,target,flow,current_status,error_code,first_failure_stage,root_cause,evidence_file,required_for_zero_fail,fix_status,notes
V2ZF-02281,BUFFER_OVERFLOW,v1,full,uart_command_bug,no_failure_edge,1,stress,NA,128,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-02282,BUFFER_OVERFLOW,v1,full,uart_command_bug,no_failure_edge,1,stress,NA,256,NA,NA,FAIL,NA,replay_status,capsule buffer overflow,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,measured with current full-core simulator buffer depth 256
V2ZF-02283,BUFFER_OVERFLOW,v1,full,uart_command_bug,no_failure_edge,1,stress,NA,512,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-02284,BUFFER_OVERFLOW,v1,full,uart_command_bug,no_failure_edge,1,stress,NA,1024,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-02285,BUFFER_OVERFLOW,v1,full,uart_command_bug,no_failure_edge,1,stress,NA,2048,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-02286,BUFFER_OVERFLOW,v1,full,uart_command_bug,no_failure_edge,2,stress,NA,64,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-02287,BUFFER_OVERFLOW,v1,full,uart_command_bug,no_failure_edge,2,stress,NA,128,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-02288,BUFFER_OVERFLOW,v1,full,uart_command_bug,no_failure_edge,2,stress,NA,256,NA,NA,FAIL,NA,replay_status,capsule buffer overflow,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,measured with current full-core simulator buffer depth 256
V2ZF-02289,BUFFER_OVERFLOW,v1,full,uart_command_bug,no_failure_edge,2,stress,NA,512,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-02290,BUFFER_OVERFLOW,v1,full,uart_command_bug,no_failure_edge,2,stress,NA,1024,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-02291,BUFFER_OVERFLOW,v1,full,uart_command_bug,no_failure_edge,2,stress,NA,2048,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-02292,BUFFER_OVERFLOW,v1,full,uart_command_bug,no_failure_edge,3,stress,NA,64,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-02293,BUFFER_OVERFLOW,v1,full,uart_command_bug,no_failure_edge,3,stress,NA,128,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-02294,BUFFER_OVERFLOW,v1,full,uart_command_bug,no_failure_edge,3,stress,NA,256,NA,NA,FAIL,NA,replay_status,capsule buffer overflow,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,measured with current full-core simulator buffer depth 256
V2ZF-02295,BUFFER_OVERFLOW,v1,full,uart_command_bug,no_failure_edge,3,stress,NA,512,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-02296,BUFFER_OVERFLOW,v1,full,uart_command_bug,no_failure_edge,3,stress,NA,1024,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-02297,BUFFER_OVERFLOW,v1,full,uart_command_bug,no_failure_edge,3,stress,NA,2048,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-02298,BUFFER_OVERFLOW,v1,full,uart_command_bug,no_failure_edge,4,stress,NA,64,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-02299,BUFFER_OVERFLOW,v1,full,uart_command_bug,no_failure_edge,4,stress,NA,128,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-02300,BUFFER_OVERFLOW,v1,full,uart_command_bug,no_failure_edge,4,stress,NA,256,NA,NA,FAIL,NA,replay_status,capsule buffer overflow,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,measured with current full-core simulator buffer depth 256
V2ZF-02301,BUFFER_OVERFLOW,v1,full,uart_command_bug,no_failure_edge,4,stress,NA,512,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-02302,BUFFER_OVERFLOW,v1,full,uart_command_bug,no_failure_edge,4,stress,NA,1024,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-02303,BUFFER_OVERFLOW,v1,full,uart_command_bug,no_failure_edge,4,stress,NA,2048,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-02304,BUFFER_OVERFLOW,v1,full,uart_command_bug,no_failure_edge,5,stress,NA,64,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-02305,BUFFER_OVERFLOW,v1,full,uart_command_bug,no_failure_edge,5,stress,NA,128,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-02306,BUFFER_OVERFLOW,v1,full,uart_command_bug,no_failure_edge,5,stress,NA,256,NA,NA,FAIL,NA,replay_status,capsule buffer overflow,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,measured with current full-core simulator buffer depth 256
V2ZF-02307,BUFFER_OVERFLOW,v1,full,uart_command_bug,no_failure_edge,5,stress,NA,512,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-02308,BUFFER_OVERFLOW,v1,full,uart_command_bug,no_failure_edge,5,stress,NA,1024,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-02309,BUFFER_OVERFLOW,v1,full,uart_command_bug,no_failure_edge,5,stress,NA,2048,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-02310,BUFFER_OVERFLOW,v1,full,watchdog_timeout_bug,failing,1,smoke,NA,64,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-02311,BUFFER_OVERFLOW,v1,full,watchdog_timeout_bug,failing,1,smoke,NA,128,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-02312,BUFFER_OVERFLOW,v1,full,watchdog_timeout_bug,failing,1,smoke,NA,512,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-02313,BUFFER_OVERFLOW,v1,full,watchdog_timeout_bug,failing,1,smoke,NA,1024,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-02314,BUFFER_OVERFLOW,v1,full,watchdog_timeout_bug,failing,1,smoke,NA,2048,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-02315,BUFFER_OVERFLOW,v1,full,watchdog_timeout_bug,failing,2,smoke,NA,64,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-02316,BUFFER_OVERFLOW,v1,full,watchdog_timeout_bug,failing,2,smoke,NA,128,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-02317,BUFFER_OVERFLOW,v1,full,watchdog_timeout_bug,failing,2,smoke,NA,512,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-02318,BUFFER_OVERFLOW,v1,full,watchdog_timeout_bug,failing,2,smoke,NA,1024,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-02319,BUFFER_OVERFLOW,v1,full,watchdog_timeout_bug,failing,2,smoke,NA,2048,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-02320,BUFFER_OVERFLOW,v1,full,watchdog_timeout_bug,failing,3,smoke,NA,64,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-02321,BUFFER_OVERFLOW,v1,full,watchdog_timeout_bug,failing,3,smoke,NA,128,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-02322,BUFFER_OVERFLOW,v1,full,watchdog_timeout_bug,failing,3,smoke,NA,512,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-02323,BUFFER_OVERFLOW,v1,full,watchdog_timeout_bug,failing,3,smoke,NA,1024,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-02324,BUFFER_OVERFLOW,v1,full,watchdog_timeout_bug,failing,3,smoke,NA,2048,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-02325,BUFFER_OVERFLOW,v1,full,watchdog_timeout_bug,failing,4,smoke,NA,64,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-02326,BUFFER_OVERFLOW,v1,full,watchdog_timeout_bug,failing,4,smoke,NA,128,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-02327,BUFFER_OVERFLOW,v1,full,watchdog_timeout_bug,failing,4,smoke,NA,512,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-02328,BUFFER_OVERFLOW,v1,full,watchdog_timeout_bug,failing,4,smoke,NA,1024,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-02329,BUFFER_OVERFLOW,v1,full,watchdog_timeout_bug,failing,4,smoke,NA,2048,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-02330,BUFFER_OVERFLOW,v1,full,watchdog_timeout_bug,failing,5,smoke,NA,64,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-02331,BUFFER_OVERFLOW,v1,full,watchdog_timeout_bug,failing,5,smoke,NA,128,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-02332,BUFFER_OVERFLOW,v1,full,watchdog_timeout_bug,failing,5,smoke,NA,512,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-02333,BUFFER_OVERFLOW,v1,full,watchdog_timeout_bug,failing,5,smoke,NA,1024,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-02334,BUFFER_OVERFLOW,v1,full,watchdog_timeout_bug,failing,5,smoke,NA,2048,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-02335,BUFFER_OVERFLOW,v1,full,watchdog_timeout_bug,failing,1,short,NA,64,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-02336,BUFFER_OVERFLOW,v1,full,watchdog_timeout_bug,failing,1,short,NA,128,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-02337,BUFFER_OVERFLOW,v1,full,watchdog_timeout_bug,failing,1,short,NA,512,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-02338,BUFFER_OVERFLOW,v1,full,watchdog_timeout_bug,failing,1,short,NA,1024,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-02339,BUFFER_OVERFLOW,v1,full,watchdog_timeout_bug,failing,1,short,NA,2048,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-02340,BUFFER_OVERFLOW,v1,full,watchdog_timeout_bug,failing,2,short,NA,64,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-02341,BUFFER_OVERFLOW,v1,full,watchdog_timeout_bug,failing,2,short,NA,128,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-02342,BUFFER_OVERFLOW,v1,full,watchdog_timeout_bug,failing,2,short,NA,512,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-02343,BUFFER_OVERFLOW,v1,full,watchdog_timeout_bug,failing,2,short,NA,1024,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-02344,BUFFER_OVERFLOW,v1,full,watchdog_timeout_bug,failing,2,short,NA,2048,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-02345,BUFFER_OVERFLOW,v1,full,watchdog_timeout_bug,failing,3,short,NA,64,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-02346,BUFFER_OVERFLOW,v1,full,watchdog_timeout_bug,failing,3,short,NA,128,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-02347,BUFFER_OVERFLOW,v1,full,watchdog_timeout_bug,failing,3,short,NA,512,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-02348,BUFFER_OVERFLOW,v1,full,watchdog_timeout_bug,failing,3,short,NA,1024,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-02349,BUFFER_OVERFLOW,v1,full,watchdog_timeout_bug,failing,3,short,NA,2048,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-02350,BUFFER_OVERFLOW,v1,full,watchdog_timeout_bug,failing,4,short,NA,64,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-02351,BUFFER_OVERFLOW,v1,full,watchdog_timeout_bug,failing,4,short,NA,128,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-02352,BUFFER_OVERFLOW,v1,full,watchdog_timeout_bug,failing,4,short,NA,512,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-02353,BUFFER_OVERFLOW,v1,full,watchdog_timeout_bug,failing,4,short,NA,1024,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-02354,BUFFER_OVERFLOW,v1,full,watchdog_timeout_bug,failing,4,short,NA,2048,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-02355,BUFFER_OVERFLOW,v1,full,watchdog_timeout_bug,failing,5,short,NA,64,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-02356,BUFFER_OVERFLOW,v1,full,watchdog_timeout_bug,failing,5,short,NA,128,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-02357,BUFFER_OVERFLOW,v1,full,watchdog_timeout_bug,failing,5,short,NA,512,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-02358,BUFFER_OVERFLOW,v1,full,watchdog_timeout_bug,failing,5,short,NA,1024,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-02359,BUFFER_OVERFLOW,v1,full,watchdog_timeout_bug,failing,5,short,NA,2048,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-02360,BUFFER_OVERFLOW,v1,full,watchdog_timeout_bug,failing,1,medium,NA,64,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-02361,BUFFER_OVERFLOW,v1,full,watchdog_timeout_bug,failing,1,medium,NA,128,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-02362,BUFFER_OVERFLOW,v1,full,watchdog_timeout_bug,failing,1,medium,NA,256,NA,NA,FAIL,NA,replay_status,capsule buffer overflow,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,measured with current full-core simulator buffer depth 256
V2ZF-02363,BUFFER_OVERFLOW,v1,full,watchdog_timeout_bug,failing,1,medium,NA,512,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-02364,BUFFER_OVERFLOW,v1,full,watchdog_timeout_bug,failing,1,medium,NA,1024,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-02365,BUFFER_OVERFLOW,v1,full,watchdog_timeout_bug,failing,1,medium,NA,2048,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-02366,BUFFER_OVERFLOW,v1,full,watchdog_timeout_bug,failing,2,medium,NA,64,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-02367,BUFFER_OVERFLOW,v1,full,watchdog_timeout_bug,failing,2,medium,NA,128,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-02368,BUFFER_OVERFLOW,v1,full,watchdog_timeout_bug,failing,2,medium,NA,256,NA,NA,FAIL,NA,replay_status,capsule buffer overflow,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,measured with current full-core simulator buffer depth 256
V2ZF-02369,BUFFER_OVERFLOW,v1,full,watchdog_timeout_bug,failing,2,medium,NA,512,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-02370,BUFFER_OVERFLOW,v1,full,watchdog_timeout_bug,failing,2,medium,NA,1024,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-02371,BUFFER_OVERFLOW,v1,full,watchdog_timeout_bug,failing,2,medium,NA,2048,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-02372,BUFFER_OVERFLOW,v1,full,watchdog_timeout_bug,failing,3,medium,NA,64,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-02373,BUFFER_OVERFLOW,v1,full,watchdog_timeout_bug,failing,3,medium,NA,128,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-02374,BUFFER_OVERFLOW,v1,full,watchdog_timeout_bug,failing,3,medium,NA,256,NA,NA,FAIL,NA,replay_status,capsule buffer overflow,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,measured with current full-core simulator buffer depth 256
V2ZF-02375,BUFFER_OVERFLOW,v1,full,watchdog_timeout_bug,failing,3,medium,NA,512,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
V2ZF-02376,BUFFER_OVERFLOW,v1,full,watchdog_timeout_bug,failing,3,medium,NA,1024,NA,NA,BLOCKED,NA,buffer_depth_measurement,depth not measured,results/processed/buffer_sensitivity_v2_measured.csv,true,OPEN,not measured at this buffer depth; current simulator evidence uses depth 256 only
