architecture,recorder_config,benchmark,variant,seed,workload_scale,measured_or_estimated,firmware_source,compiler_backed,cycles,commits,events,capsule_bytes,event_rate_per_kinst,cycles_to_failure,commits_to_failure,property_id,replay_status,final_signature_match,event_match,overflow,notes
v2,core,mmio_ordering_bug,fixed,3,smoke,MEASURED,compiler_c_scaled,true,5000,1661,2,16,1.204094,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,core,mmio_ordering_bug,fixed,4,smoke,MEASURED,compiler_c_scaled,true,5000,1661,2,16,1.204094,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,core,mmio_ordering_bug,fixed,5,smoke,MEASURED,compiler_c_scaled,true,5000,1661,2,16,1.204094,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,core,mmio_ordering_bug,fixed,1,short,MEASURED,compiler_c_scaled,true,10000,3158,2,16,0.633312,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,core,mmio_ordering_bug,fixed,2,short,MEASURED,compiler_c_scaled,true,10000,3158,2,16,0.633312,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,core,mmio_ordering_bug,fixed,3,short,MEASURED,compiler_c_scaled,true,10000,3158,2,16,0.633312,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,core,mmio_ordering_bug,fixed,4,short,MEASURED,compiler_c_scaled,true,10000,3158,2,16,0.633312,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,core,mmio_ordering_bug,fixed,5,short,MEASURED,compiler_c_scaled,true,10000,3158,2,16,0.633312,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,core,mmio_ordering_bug,fixed,1,medium,MEASURED,compiler_c_scaled,true,50000,15979,2,16,0.125164,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,core,mmio_ordering_bug,fixed,2,medium,MEASURED,compiler_c_scaled,true,50000,15979,2,16,0.125164,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,core,mmio_ordering_bug,fixed,3,medium,MEASURED,compiler_c_scaled,true,50000,15979,2,16,0.125164,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,core,mmio_ordering_bug,fixed,4,medium,MEASURED,compiler_c_scaled,true,50000,15979,2,16,0.125164,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,core,mmio_ordering_bug,fixed,5,medium,MEASURED,compiler_c_scaled,true,50000,15979,2,16,0.125164,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,core,mmio_ordering_bug,fixed,1,long,MEASURED,compiler_c_scaled,true,100000,30598,2,16,0.065364,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,core,mmio_ordering_bug,fixed,2,long,MEASURED,compiler_c_scaled,true,100000,30598,2,16,0.065364,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,core,mmio_ordering_bug,fixed,3,long,MEASURED,compiler_c_scaled,true,100000,30598,2,16,0.065364,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,core,mmio_ordering_bug,fixed,4,long,MEASURED,compiler_c_scaled,true,100000,30598,2,16,0.065364,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,core,mmio_ordering_bug,fixed,5,long,MEASURED,compiler_c_scaled,true,100000,30598,2,16,0.065364,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,core,mmio_ordering_bug,fixed,1,stress,MEASURED,compiler_c_scaled,true,200000,55739,2,16,0.035882,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,core,mmio_ordering_bug,fixed,2,stress,MEASURED,compiler_c_scaled,true,200000,55739,2,16,0.035882,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,core,mmio_ordering_bug,fixed,3,stress,MEASURED,compiler_c_scaled,true,200000,55739,2,16,0.035882,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,core,mmio_ordering_bug,fixed,4,stress,MEASURED,compiler_c_scaled,true,200000,55739,2,16,0.035882,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,core,mmio_ordering_bug,fixed,5,stress,MEASURED,compiler_c_scaled,true,200000,55739,2,16,0.035882,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,core,stack_corruption_bug,failing,1,smoke,MEASURED,compiler_c_scaled,true,62,16,0,0,0.000000,62,16,4,PASS,PASS,PASS,false,record/replay complete
v2,core,stack_corruption_bug,failing,2,smoke,MEASURED,compiler_c_scaled,true,62,16,0,0,0.000000,62,16,4,PASS,PASS,PASS,false,record/replay complete
v2,core,stack_corruption_bug,failing,3,smoke,MEASURED,compiler_c_scaled,true,62,16,0,0,0.000000,62,16,4,PASS,PASS,PASS,false,record/replay complete
v2,core,stack_corruption_bug,failing,4,smoke,MEASURED,compiler_c_scaled,true,62,16,0,0,0.000000,62,16,4,PASS,PASS,PASS,false,record/replay complete
v2,core,stack_corruption_bug,failing,5,smoke,MEASURED,compiler_c_scaled,true,62,16,0,0,0.000000,62,16,4,PASS,PASS,PASS,false,record/replay complete
v2,core,stack_corruption_bug,failing,1,short,MEASURED,compiler_c_scaled,true,1535,337,0,0,0.000000,1535,337,4,PASS,PASS,PASS,false,record/replay complete
v2,core,stack_corruption_bug,failing,2,short,MEASURED,compiler_c_scaled,true,1535,337,0,0,0.000000,1535,337,4,PASS,PASS,PASS,false,record/replay complete
v2,core,stack_corruption_bug,failing,3,short,MEASURED,compiler_c_scaled,true,1535,337,0,0,0.000000,1535,337,4,PASS,PASS,PASS,false,record/replay complete
v2,core,stack_corruption_bug,failing,4,short,MEASURED,compiler_c_scaled,true,1535,337,0,0,0.000000,1535,337,4,PASS,PASS,PASS,false,record/replay complete
v2,core,stack_corruption_bug,failing,5,short,MEASURED,compiler_c_scaled,true,1535,337,0,0,0.000000,1535,337,4,PASS,PASS,PASS,false,record/replay complete
v2,core,stack_corruption_bug,failing,1,medium,MEASURED,compiler_c_scaled,true,5951,1297,0,0,0.000000,5951,1297,4,PASS,PASS,PASS,false,record/replay complete
v2,core,stack_corruption_bug,failing,2,medium,MEASURED,compiler_c_scaled,true,5951,1297,0,0,0.000000,5951,1297,4,PASS,PASS,PASS,false,record/replay complete
v2,core,stack_corruption_bug,failing,3,medium,MEASURED,compiler_c_scaled,true,5951,1297,0,0,0.000000,5951,1297,4,PASS,PASS,PASS,false,record/replay complete
v2,core,stack_corruption_bug,failing,4,medium,MEASURED,compiler_c_scaled,true,5951,1297,0,0,0.000000,5951,1297,4,PASS,PASS,PASS,false,record/replay complete
v2,core,stack_corruption_bug,failing,5,medium,MEASURED,compiler_c_scaled,true,5951,1297,0,0,0.000000,5951,1297,4,PASS,PASS,PASS,false,record/replay complete
v2,core,stack_corruption_bug,failing,1,long,MEASURED,compiler_c_scaled,true,23615,5137,0,0,0.000000,23615,5137,4,PASS,PASS,PASS,false,record/replay complete
v2,core,stack_corruption_bug,failing,2,long,MEASURED,compiler_c_scaled,true,23615,5137,0,0,0.000000,23615,5137,4,PASS,PASS,PASS,false,record/replay complete
v2,core,stack_corruption_bug,failing,3,long,MEASURED,compiler_c_scaled,true,23615,5137,0,0,0.000000,23615,5137,4,PASS,PASS,PASS,false,record/replay complete
v2,core,stack_corruption_bug,failing,4,long,MEASURED,compiler_c_scaled,true,23615,5137,0,0,0.000000,23615,5137,4,PASS,PASS,PASS,false,record/replay complete
v2,core,stack_corruption_bug,failing,5,long,MEASURED,compiler_c_scaled,true,23615,5137,0,0,0.000000,23615,5137,4,PASS,PASS,PASS,false,record/replay complete
v2,core,stack_corruption_bug,failing,1,stress,MEASURED,compiler_c_scaled,true,94271,20497,0,0,0.000000,94271,20497,4,PASS,PASS,PASS,false,record/replay complete
v2,core,stack_corruption_bug,failing,2,stress,MEASURED,compiler_c_scaled,true,94271,20497,0,0,0.000000,94271,20497,4,PASS,PASS,PASS,false,record/replay complete
v2,core,stack_corruption_bug,failing,3,stress,MEASURED,compiler_c_scaled,true,94271,20497,0,0,0.000000,94271,20497,4,PASS,PASS,PASS,false,record/replay complete
v2,core,stack_corruption_bug,failing,4,stress,MEASURED,compiler_c_scaled,true,94271,20497,0,0,0.000000,94271,20497,4,PASS,PASS,PASS,false,record/replay complete
v2,core,stack_corruption_bug,failing,5,stress,MEASURED,compiler_c_scaled,true,94271,20497,0,0,0.000000,94271,20497,4,PASS,PASS,PASS,false,record/replay complete
v2,core,stack_corruption_bug,fixed,1,smoke,MEASURED,compiler_c_scaled,true,5000,1660,1,8,0.602410,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,core,stack_corruption_bug,fixed,2,smoke,MEASURED,compiler_c_scaled,true,5000,1660,1,8,0.602410,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,core,stack_corruption_bug,fixed,3,smoke,MEASURED,compiler_c_scaled,true,5000,1660,1,8,0.602410,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,core,stack_corruption_bug,fixed,4,smoke,MEASURED,compiler_c_scaled,true,5000,1660,1,8,0.602410,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,core,stack_corruption_bug,fixed,5,smoke,MEASURED,compiler_c_scaled,true,5000,1660,1,8,0.602410,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,core,stack_corruption_bug,fixed,1,short,MEASURED,compiler_c_scaled,true,10000,3157,1,8,0.316756,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,core,stack_corruption_bug,fixed,2,short,MEASURED,compiler_c_scaled,true,10000,3157,1,8,0.316756,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,core,stack_corruption_bug,fixed,3,short,MEASURED,compiler_c_scaled,true,10000,3157,1,8,0.316756,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,core,stack_corruption_bug,fixed,4,short,MEASURED,compiler_c_scaled,true,10000,3157,1,8,0.316756,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,core,stack_corruption_bug,fixed,5,short,MEASURED,compiler_c_scaled,true,10000,3157,1,8,0.316756,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,core,stack_corruption_bug,fixed,1,medium,MEASURED,compiler_c_scaled,true,50000,15978,1,8,0.062586,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,core,stack_corruption_bug,fixed,2,medium,MEASURED,compiler_c_scaled,true,50000,15978,1,8,0.062586,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,core,stack_corruption_bug,fixed,3,medium,MEASURED,compiler_c_scaled,true,50000,15978,1,8,0.062586,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,core,stack_corruption_bug,fixed,4,medium,MEASURED,compiler_c_scaled,true,50000,15978,1,8,0.062586,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,core,stack_corruption_bug,fixed,5,medium,MEASURED,compiler_c_scaled,true,50000,15978,1,8,0.062586,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,core,stack_corruption_bug,fixed,1,long,MEASURED,compiler_c_scaled,true,100000,30597,1,8,0.032683,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,core,stack_corruption_bug,fixed,2,long,MEASURED,compiler_c_scaled,true,100000,30597,1,8,0.032683,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,core,stack_corruption_bug,fixed,3,long,MEASURED,compiler_c_scaled,true,100000,30597,1,8,0.032683,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,core,stack_corruption_bug,fixed,4,long,MEASURED,compiler_c_scaled,true,100000,30597,1,8,0.032683,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,core,stack_corruption_bug,fixed,5,long,MEASURED,compiler_c_scaled,true,100000,30597,1,8,0.032683,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,core,stack_corruption_bug,fixed,1,stress,MEASURED,compiler_c_scaled,true,200000,55738,1,8,0.017941,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,core,stack_corruption_bug,fixed,2,stress,MEASURED,compiler_c_scaled,true,200000,55738,1,8,0.017941,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,core,stack_corruption_bug,fixed,3,stress,MEASURED,compiler_c_scaled,true,200000,55738,1,8,0.017941,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,core,stack_corruption_bug,fixed,4,stress,MEASURED,compiler_c_scaled,true,200000,55738,1,8,0.017941,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,core,stack_corruption_bug,fixed,5,stress,MEASURED,compiler_c_scaled,true,200000,55738,1,8,0.017941,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,core,uart_command_bug,failing,1,smoke,MEASURED,compiler_c_scaled,true,67,17,2,16,117.647059,67,17,1,PASS,PASS,PASS,false,record/replay complete
v2,core,uart_command_bug,failing,2,smoke,MEASURED,compiler_c_scaled,true,67,17,2,16,117.647059,67,17,1,PASS,PASS,PASS,false,record/replay complete
v2,core,uart_command_bug,failing,3,smoke,MEASURED,compiler_c_scaled,true,67,17,2,16,117.647059,67,17,1,PASS,PASS,PASS,false,record/replay complete
v2,core,uart_command_bug,failing,4,smoke,MEASURED,compiler_c_scaled,true,67,17,2,16,117.647059,67,17,1,PASS,PASS,PASS,false,record/replay complete
v2,core,uart_command_bug,failing,5,smoke,MEASURED,compiler_c_scaled,true,67,17,2,16,117.647059,67,17,1,PASS,PASS,PASS,false,record/replay complete
v2,core,uart_command_bug,failing,1,short,MEASURED,compiler_c_scaled,true,1543,339,2,16,5.899705,1543,339,1,PASS,PASS,PASS,false,record/replay complete
v2,core,uart_command_bug,failing,2,short,MEASURED,compiler_c_scaled,true,1543,339,2,16,5.899705,1543,339,1,PASS,PASS,PASS,false,record/replay complete
v2,core,uart_command_bug,failing,3,short,MEASURED,compiler_c_scaled,true,1543,339,2,16,5.899705,1543,339,1,PASS,PASS,PASS,false,record/replay complete
v2,core,uart_command_bug,failing,4,short,MEASURED,compiler_c_scaled,true,1543,339,2,16,5.899705,1543,339,1,PASS,PASS,PASS,false,record/replay complete
v2,core,uart_command_bug,failing,5,short,MEASURED,compiler_c_scaled,true,1543,339,2,16,5.899705,1543,339,1,PASS,PASS,PASS,false,record/replay complete
v2,core,uart_command_bug,failing,1,medium,MEASURED,compiler_c_scaled,true,5959,1299,2,16,1.539646,5959,1299,1,PASS,PASS,PASS,false,record/replay complete
v2,core,uart_command_bug,failing,2,medium,MEASURED,compiler_c_scaled,true,5959,1299,2,16,1.539646,5959,1299,1,PASS,PASS,PASS,false,record/replay complete
v2,core,uart_command_bug,failing,3,medium,MEASURED,compiler_c_scaled,true,5959,1299,2,16,1.539646,5959,1299,1,PASS,PASS,PASS,false,record/replay complete
v2,core,uart_command_bug,failing,4,medium,MEASURED,compiler_c_scaled,true,5959,1299,2,16,1.539646,5959,1299,1,PASS,PASS,PASS,false,record/replay complete
v2,core,uart_command_bug,failing,5,medium,MEASURED,compiler_c_scaled,true,5959,1299,2,16,1.539646,5959,1299,1,PASS,PASS,PASS,false,record/replay complete
v2,core,uart_command_bug,failing,1,long,MEASURED,compiler_c_scaled,true,23623,5139,2,16,0.389181,23623,5139,1,PASS,PASS,PASS,false,record/replay complete
v2,core,uart_command_bug,failing,2,long,MEASURED,compiler_c_scaled,true,23623,5139,2,16,0.389181,23623,5139,1,PASS,PASS,PASS,false,record/replay complete
v2,core,uart_command_bug,failing,3,long,MEASURED,compiler_c_scaled,true,23623,5139,2,16,0.389181,23623,5139,1,PASS,PASS,PASS,false,record/replay complete
v2,core,uart_command_bug,failing,4,long,MEASURED,compiler_c_scaled,true,23623,5139,2,16,0.389181,23623,5139,1,PASS,PASS,PASS,false,record/replay complete
v2,core,uart_command_bug,failing,5,long,MEASURED,compiler_c_scaled,true,23623,5139,2,16,0.389181,23623,5139,1,PASS,PASS,PASS,false,record/replay complete
v2,core,uart_command_bug,failing,1,stress,MEASURED,compiler_c_scaled,true,94279,20499,2,16,0.097566,94279,20499,1,PASS,PASS,PASS,false,record/replay complete
v2,core,uart_command_bug,failing,2,stress,MEASURED,compiler_c_scaled,true,94279,20499,2,16,0.097566,94279,20499,1,PASS,PASS,PASS,false,record/replay complete
v2,core,uart_command_bug,failing,3,stress,MEASURED,compiler_c_scaled,true,94279,20499,2,16,0.097566,94279,20499,1,PASS,PASS,PASS,false,record/replay complete
v2,core,uart_command_bug,failing,4,stress,MEASURED,compiler_c_scaled,true,94279,20499,2,16,0.097566,94279,20499,1,PASS,PASS,PASS,false,record/replay complete
v2,core,uart_command_bug,failing,5,stress,MEASURED,compiler_c_scaled,true,94279,20499,2,16,0.097566,94279,20499,1,PASS,PASS,PASS,false,record/replay complete
v2,core,uart_command_bug,fixed,1,smoke,MEASURED,compiler_c_scaled,true,5000,1661,1,8,0.602047,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,core,uart_command_bug,fixed,2,smoke,MEASURED,compiler_c_scaled,true,5000,1661,1,8,0.602047,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,core,uart_command_bug,fixed,3,smoke,MEASURED,compiler_c_scaled,true,5000,1661,1,8,0.602047,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,core,uart_command_bug,fixed,4,smoke,MEASURED,compiler_c_scaled,true,5000,1661,1,8,0.602047,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,core,uart_command_bug,fixed,5,smoke,MEASURED,compiler_c_scaled,true,5000,1661,1,8,0.602047,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,core,uart_command_bug,fixed,1,short,MEASURED,compiler_c_scaled,true,10000,3158,1,8,0.316656,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,core,uart_command_bug,fixed,2,short,MEASURED,compiler_c_scaled,true,10000,3158,1,8,0.316656,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,core,uart_command_bug,fixed,3,short,MEASURED,compiler_c_scaled,true,10000,3158,1,8,0.316656,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,core,uart_command_bug,fixed,4,short,MEASURED,compiler_c_scaled,true,10000,3158,1,8,0.316656,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,core,uart_command_bug,fixed,5,short,MEASURED,compiler_c_scaled,true,10000,3158,1,8,0.316656,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,core,uart_command_bug,fixed,1,medium,MEASURED,compiler_c_scaled,true,50000,15979,1,8,0.062582,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,core,uart_command_bug,fixed,2,medium,MEASURED,compiler_c_scaled,true,50000,15979,1,8,0.062582,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,core,uart_command_bug,fixed,3,medium,MEASURED,compiler_c_scaled,true,50000,15979,1,8,0.062582,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,core,uart_command_bug,fixed,4,medium,MEASURED,compiler_c_scaled,true,50000,15979,1,8,0.062582,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,core,uart_command_bug,fixed,5,medium,MEASURED,compiler_c_scaled,true,50000,15979,1,8,0.062582,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,core,uart_command_bug,fixed,1,long,MEASURED,compiler_c_scaled,true,100000,30598,1,8,0.032682,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,core,uart_command_bug,fixed,2,long,MEASURED,compiler_c_scaled,true,100000,30598,1,8,0.032682,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,core,uart_command_bug,fixed,3,long,MEASURED,compiler_c_scaled,true,100000,30598,1,8,0.032682,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,core,uart_command_bug,fixed,4,long,MEASURED,compiler_c_scaled,true,100000,30598,1,8,0.032682,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,core,uart_command_bug,fixed,5,long,MEASURED,compiler_c_scaled,true,100000,30598,1,8,0.032682,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,core,uart_command_bug,fixed,1,stress,MEASURED,compiler_c_scaled,true,200000,55739,1,8,0.017941,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,core,uart_command_bug,fixed,2,stress,MEASURED,compiler_c_scaled,true,200000,55739,1,8,0.017941,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,core,uart_command_bug,fixed,3,stress,MEASURED,compiler_c_scaled,true,200000,55739,1,8,0.017941,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,core,uart_command_bug,fixed,4,stress,MEASURED,compiler_c_scaled,true,200000,55739,1,8,0.017941,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,core,uart_command_bug,fixed,5,stress,MEASURED,compiler_c_scaled,true,200000,55739,1,8,0.017941,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,core,uart_command_bug,no_failure_edge,1,smoke,MEASURED,compiler_c_scaled,true,5000,1661,1,8,0.602047,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,core,uart_command_bug,no_failure_edge,2,smoke,MEASURED,compiler_c_scaled,true,5000,1661,1,8,0.602047,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,core,uart_command_bug,no_failure_edge,3,smoke,MEASURED,compiler_c_scaled,true,5000,1661,1,8,0.602047,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,core,uart_command_bug,no_failure_edge,4,smoke,MEASURED,compiler_c_scaled,true,5000,1661,1,8,0.602047,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,core,uart_command_bug,no_failure_edge,5,smoke,MEASURED,compiler_c_scaled,true,5000,1661,1,8,0.602047,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,core,uart_command_bug,no_failure_edge,1,short,MEASURED,compiler_c_scaled,true,10000,3158,1,8,0.316656,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,core,uart_command_bug,no_failure_edge,2,short,MEASURED,compiler_c_scaled,true,10000,3158,1,8,0.316656,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,core,uart_command_bug,no_failure_edge,3,short,MEASURED,compiler_c_scaled,true,10000,3158,1,8,0.316656,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,core,uart_command_bug,no_failure_edge,4,short,MEASURED,compiler_c_scaled,true,10000,3158,1,8,0.316656,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,core,uart_command_bug,no_failure_edge,5,short,MEASURED,compiler_c_scaled,true,10000,3158,1,8,0.316656,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,core,uart_command_bug,no_failure_edge,1,medium,MEASURED,compiler_c_scaled,true,50000,15979,1,8,0.062582,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,core,uart_command_bug,no_failure_edge,2,medium,MEASURED,compiler_c_scaled,true,50000,15979,1,8,0.062582,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,core,uart_command_bug,no_failure_edge,3,medium,MEASURED,compiler_c_scaled,true,50000,15979,1,8,0.062582,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,core,uart_command_bug,no_failure_edge,4,medium,MEASURED,compiler_c_scaled,true,50000,15979,1,8,0.062582,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,core,uart_command_bug,no_failure_edge,5,medium,MEASURED,compiler_c_scaled,true,50000,15979,1,8,0.062582,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,core,uart_command_bug,no_failure_edge,1,long,MEASURED,compiler_c_scaled,true,100000,30598,1,8,0.032682,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,core,uart_command_bug,no_failure_edge,2,long,MEASURED,compiler_c_scaled,true,100000,30598,1,8,0.032682,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,core,uart_command_bug,no_failure_edge,3,long,MEASURED,compiler_c_scaled,true,100000,30598,1,8,0.032682,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,core,uart_command_bug,no_failure_edge,4,long,MEASURED,compiler_c_scaled,true,100000,30598,1,8,0.032682,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,core,uart_command_bug,no_failure_edge,5,long,MEASURED,compiler_c_scaled,true,100000,30598,1,8,0.032682,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,core,uart_command_bug,no_failure_edge,1,stress,MEASURED,compiler_c_scaled,true,200000,55739,1,8,0.017941,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,core,uart_command_bug,no_failure_edge,2,stress,MEASURED,compiler_c_scaled,true,200000,55739,1,8,0.017941,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,core,uart_command_bug,no_failure_edge,3,stress,MEASURED,compiler_c_scaled,true,200000,55739,1,8,0.017941,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,core,uart_command_bug,no_failure_edge,4,stress,MEASURED,compiler_c_scaled,true,200000,55739,1,8,0.017941,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,core,uart_command_bug,no_failure_edge,5,stress,MEASURED,compiler_c_scaled,true,200000,55739,1,8,0.017941,NA,NA,0,PASS,PASS,PASS,false,record/replay complete
v2,core,watchdog_timeout_bug,failing,1,smoke,MEASURED,compiler_c_scaled,true,105,26,1,8,38.461538,105,26,6,PASS,PASS,PASS,false,record/replay complete
v2,core,watchdog_timeout_bug,failing,2,smoke,MEASURED,compiler_c_scaled,true,105,26,1,8,38.461538,105,26,6,PASS,PASS,PASS,false,record/replay complete
v2,core,watchdog_timeout_bug,failing,3,smoke,MEASURED,compiler_c_scaled,true,105,26,1,8,38.461538,105,26,6,PASS,PASS,PASS,false,record/replay complete
v2,core,watchdog_timeout_bug,failing,4,smoke,MEASURED,compiler_c_scaled,true,105,26,1,8,38.461538,105,26,6,PASS,PASS,PASS,false,record/replay complete
v2,core,watchdog_timeout_bug,failing,5,smoke,MEASURED,compiler_c_scaled,true,105,26,1,8,38.461538,105,26,6,PASS,PASS,PASS,false,record/replay complete
v2,core,watchdog_timeout_bug,failing,1,short,MEASURED,compiler_c_scaled,true,1581,348,1,8,2.873563,1581,348,6,PASS,PASS,PASS,false,record/replay complete
v2,core,watchdog_timeout_bug,failing,2,short,MEASURED,compiler_c_scaled,true,1581,348,1,8,2.873563,1581,348,6,PASS,PASS,PASS,false,record/replay complete
v2,core,watchdog_timeout_bug,failing,3,short,MEASURED,compiler_c_scaled,true,1581,348,1,8,2.873563,1581,348,6,PASS,PASS,PASS,false,record/replay complete
v2,core,watchdog_timeout_bug,failing,4,short,MEASURED,compiler_c_scaled,true,1581,348,1,8,2.873563,1581,348,6,PASS,PASS,PASS,false,record/replay complete
v2,core,watchdog_timeout_bug,failing,5,short,MEASURED,compiler_c_scaled,true,1581,348,1,8,2.873563,1581,348,6,PASS,PASS,PASS,false,record/replay complete
v2,core,watchdog_timeout_bug,failing,1,medium,MEASURED,compiler_c_scaled,true,5997,1308,1,8,0.764526,5997,1308,6,PASS,PASS,PASS,false,record/replay complete
v2,core,watchdog_timeout_bug,failing,2,medium,MEASURED,compiler_c_scaled,true,5997,1308,1,8,0.764526,5997,1308,6,PASS,PASS,PASS,false,record/replay complete
v2,core,watchdog_timeout_bug,failing,3,medium,MEASURED,compiler_c_scaled,true,5997,1308,1,8,0.764526,5997,1308,6,PASS,PASS,PASS,false,record/replay complete
v2,core,watchdog_timeout_bug,failing,4,medium,MEASURED,compiler_c_scaled,true,5997,1308,1,8,0.764526,5997,1308,6,PASS,PASS,PASS,false,record/replay complete
v2,core,watchdog_timeout_bug,failing,5,medium,MEASURED,compiler_c_scaled,true,5997,1308,1,8,0.764526,5997,1308,6,PASS,PASS,PASS,false,record/replay complete
