architecture,recorder_config,benchmark,variant,seed,rtl_record_status,capsule_export_status,replay_status,property_id_record,property_id_replay,commit_match,event_match,final_signature_match,capsule_bytes,cycles_to_failure,commits_to_failure,firmware_source,firmware_sha256,compiler_backed,notes
v2,core,sensor_threshold_bug,failing,1,PASS,PASS,PASS,3,3,PASS,PASS,PASS,8,128,31,compiler_c,4b1fe5a61c08b99a6e9ae73c6e6c92a53e4bfeb716c0d5c9dacbb1f4b86c9b4a,true,"PASS replay benchmark=sensor_threshold_bug variant=failing seed=1 arch=v2 recorder_config=core property=3 events=1 cycles=128 commits=31 notes=""record/replay capsule packets match"""
