benchmark,variant,seed,workload_scale,baseline,bytes,events,replay_success,property_match,final_signature_match,event_match,reduction_vs_full_instruction_pct,reduction_vs_full_commit_pct,reduction_vs_snapshot_pct,diagnostic_context_available,notes
sensor_threshold_bug,failing,1,smoke,full_instruction_trace,248,31,false,NA,NA,NA,0.00,50.00,93.95,false,ESTIMATED formula=commits*(pc+instruction=8B)
sensor_threshold_bug,failing,1,smoke,full_commit_trace,496,31,false,NA,NA,NA,-100.00,0.00,87.89,false,ESTIMATED formula=commits*(pc+instruction+register-digest=16B)
sensor_threshold_bug,failing,1,smoke,pc_only_trace,124,31,false,NA,NA,NA,50.00,75.00,96.97,false,ESTIMATED formula=commits*pc32
sensor_threshold_bug,failing,1,smoke,branch_trace,48,4,false,NA,NA,NA,80.65,90.32,98.83,false,ESTIMATED formula=branch/jump events*(type+pc+target=12B)
sensor_threshold_bug,failing,1,smoke,load_store_trace,60,5,false,NA,NA,NA,75.81,87.90,98.54,false,ESTIMATED formula=load/store/MMIO events*(type+addr+data=12B)
sensor_threshold_bug,failing,1,smoke,mmio_only_trace,12,1,false,NA,NA,NA,95.16,97.58,99.71,false,ESTIMATED formula=MMIO read/write events*(type+addr+data=12B)
sensor_threshold_bug,failing,1,smoke,interrupt_only_trace,0,0,false,NA,NA,NA,100.00,100.00,100.00,false,ESTIMATED formula=interrupt events*(type+pc+commit=12B)
sensor_threshold_bug,failing,1,smoke,interrupt_plus_mmio_trace,12,1,false,NA,NA,NA,95.16,97.58,99.71,false,ESTIMATED formula=(interrupt+MMIO events)*12B
sensor_threshold_bug,failing,1,smoke,snapshot_at_failure,4096,1,false,NA,NA,NA,-1551.61,-725.81,0.00,true,ESTIMATED fixed 4KiB state snapshot at failure
sensor_threshold_bug,failing,1,smoke,replaycapsule_core,189,9,true,PASS,PASS,PASS,23.79,61.90,95.39,true,MEASURED from workload_scaling capsule_bytes
sensor_threshold_bug,failing,1,smoke,replaycapsule_with_diagnostics,261,9,true,PASS,PASS,PASS,-5.24,47.38,93.63,true,ESTIMATED measured capsule plus 8B/event diagnostic context
sensor_threshold_bug,failing,1,smoke,replaycapsule_with_payload_hashes,225,9,true,PASS,PASS,PASS,9.27,54.64,94.51,true,ESTIMATED measured capsule plus 4B/event payload hash
sensor_threshold_bug,failing,2,smoke,full_instruction_trace,248,31,false,NA,NA,NA,0.00,50.00,93.95,false,ESTIMATED formula=commits*(pc+instruction=8B)
sensor_threshold_bug,failing,2,smoke,full_commit_trace,496,31,false,NA,NA,NA,-100.00,0.00,87.89,false,ESTIMATED formula=commits*(pc+instruction+register-digest=16B)
sensor_threshold_bug,failing,2,smoke,pc_only_trace,124,31,false,NA,NA,NA,50.00,75.00,96.97,false,ESTIMATED formula=commits*pc32
sensor_threshold_bug,failing,2,smoke,branch_trace,48,4,false,NA,NA,NA,80.65,90.32,98.83,false,ESTIMATED formula=branch/jump events*(type+pc+target=12B)
sensor_threshold_bug,failing,2,smoke,load_store_trace,60,5,false,NA,NA,NA,75.81,87.90,98.54,false,ESTIMATED formula=load/store/MMIO events*(type+addr+data=12B)
sensor_threshold_bug,failing,2,smoke,mmio_only_trace,12,1,false,NA,NA,NA,95.16,97.58,99.71,false,ESTIMATED formula=MMIO read/write events*(type+addr+data=12B)
sensor_threshold_bug,failing,2,smoke,interrupt_only_trace,0,0,false,NA,NA,NA,100.00,100.00,100.00,false,ESTIMATED formula=interrupt events*(type+pc+commit=12B)
sensor_threshold_bug,failing,2,smoke,interrupt_plus_mmio_trace,12,1,false,NA,NA,NA,95.16,97.58,99.71,false,ESTIMATED formula=(interrupt+MMIO events)*12B
sensor_threshold_bug,failing,2,smoke,snapshot_at_failure,4096,1,false,NA,NA,NA,-1551.61,-725.81,0.00,true,ESTIMATED fixed 4KiB state snapshot at failure
sensor_threshold_bug,failing,2,smoke,replaycapsule_core,189,9,true,PASS,PASS,PASS,23.79,61.90,95.39,true,MEASURED from workload_scaling capsule_bytes
sensor_threshold_bug,failing,2,smoke,replaycapsule_with_diagnostics,261,9,true,PASS,PASS,PASS,-5.24,47.38,93.63,true,ESTIMATED measured capsule plus 8B/event diagnostic context
sensor_threshold_bug,failing,2,smoke,replaycapsule_with_payload_hashes,225,9,true,PASS,PASS,PASS,9.27,54.64,94.51,true,ESTIMATED measured capsule plus 4B/event payload hash
sensor_threshold_bug,failing,3,smoke,full_instruction_trace,248,31,false,NA,NA,NA,0.00,50.00,93.95,false,ESTIMATED formula=commits*(pc+instruction=8B)
sensor_threshold_bug,failing,3,smoke,full_commit_trace,496,31,false,NA,NA,NA,-100.00,0.00,87.89,false,ESTIMATED formula=commits*(pc+instruction+register-digest=16B)
sensor_threshold_bug,failing,3,smoke,pc_only_trace,124,31,false,NA,NA,NA,50.00,75.00,96.97,false,ESTIMATED formula=commits*pc32
sensor_threshold_bug,failing,3,smoke,branch_trace,48,4,false,NA,NA,NA,80.65,90.32,98.83,false,ESTIMATED formula=branch/jump events*(type+pc+target=12B)
sensor_threshold_bug,failing,3,smoke,load_store_trace,60,5,false,NA,NA,NA,75.81,87.90,98.54,false,ESTIMATED formula=load/store/MMIO events*(type+addr+data=12B)
sensor_threshold_bug,failing,3,smoke,mmio_only_trace,12,1,false,NA,NA,NA,95.16,97.58,99.71,false,ESTIMATED formula=MMIO read/write events*(type+addr+data=12B)
sensor_threshold_bug,failing,3,smoke,interrupt_only_trace,0,0,false,NA,NA,NA,100.00,100.00,100.00,false,ESTIMATED formula=interrupt events*(type+pc+commit=12B)
sensor_threshold_bug,failing,3,smoke,interrupt_plus_mmio_trace,12,1,false,NA,NA,NA,95.16,97.58,99.71,false,ESTIMATED formula=(interrupt+MMIO events)*12B
sensor_threshold_bug,failing,3,smoke,snapshot_at_failure,4096,1,false,NA,NA,NA,-1551.61,-725.81,0.00,true,ESTIMATED fixed 4KiB state snapshot at failure
sensor_threshold_bug,failing,3,smoke,replaycapsule_core,189,9,true,PASS,PASS,PASS,23.79,61.90,95.39,true,MEASURED from workload_scaling capsule_bytes
sensor_threshold_bug,failing,3,smoke,replaycapsule_with_diagnostics,261,9,true,PASS,PASS,PASS,-5.24,47.38,93.63,true,ESTIMATED measured capsule plus 8B/event diagnostic context
sensor_threshold_bug,failing,3,smoke,replaycapsule_with_payload_hashes,225,9,true,PASS,PASS,PASS,9.27,54.64,94.51,true,ESTIMATED measured capsule plus 4B/event payload hash
sensor_threshold_bug,failing,4,smoke,full_instruction_trace,248,31,false,NA,NA,NA,0.00,50.00,93.95,false,ESTIMATED formula=commits*(pc+instruction=8B)
sensor_threshold_bug,failing,4,smoke,full_commit_trace,496,31,false,NA,NA,NA,-100.00,0.00,87.89,false,ESTIMATED formula=commits*(pc+instruction+register-digest=16B)
sensor_threshold_bug,failing,4,smoke,pc_only_trace,124,31,false,NA,NA,NA,50.00,75.00,96.97,false,ESTIMATED formula=commits*pc32
sensor_threshold_bug,failing,4,smoke,branch_trace,48,4,false,NA,NA,NA,80.65,90.32,98.83,false,ESTIMATED formula=branch/jump events*(type+pc+target=12B)
sensor_threshold_bug,failing,4,smoke,load_store_trace,60,5,false,NA,NA,NA,75.81,87.90,98.54,false,ESTIMATED formula=load/store/MMIO events*(type+addr+data=12B)
sensor_threshold_bug,failing,4,smoke,mmio_only_trace,12,1,false,NA,NA,NA,95.16,97.58,99.71,false,ESTIMATED formula=MMIO read/write events*(type+addr+data=12B)
sensor_threshold_bug,failing,4,smoke,interrupt_only_trace,0,0,false,NA,NA,NA,100.00,100.00,100.00,false,ESTIMATED formula=interrupt events*(type+pc+commit=12B)
sensor_threshold_bug,failing,4,smoke,interrupt_plus_mmio_trace,12,1,false,NA,NA,NA,95.16,97.58,99.71,false,ESTIMATED formula=(interrupt+MMIO events)*12B
sensor_threshold_bug,failing,4,smoke,snapshot_at_failure,4096,1,false,NA,NA,NA,-1551.61,-725.81,0.00,true,ESTIMATED fixed 4KiB state snapshot at failure
sensor_threshold_bug,failing,4,smoke,replaycapsule_core,189,9,true,PASS,PASS,PASS,23.79,61.90,95.39,true,MEASURED from workload_scaling capsule_bytes
sensor_threshold_bug,failing,4,smoke,replaycapsule_with_diagnostics,261,9,true,PASS,PASS,PASS,-5.24,47.38,93.63,true,ESTIMATED measured capsule plus 8B/event diagnostic context
sensor_threshold_bug,failing,4,smoke,replaycapsule_with_payload_hashes,225,9,true,PASS,PASS,PASS,9.27,54.64,94.51,true,ESTIMATED measured capsule plus 4B/event payload hash
sensor_threshold_bug,failing,5,smoke,full_instruction_trace,248,31,false,NA,NA,NA,0.00,50.00,93.95,false,ESTIMATED formula=commits*(pc+instruction=8B)
sensor_threshold_bug,failing,5,smoke,full_commit_trace,496,31,false,NA,NA,NA,-100.00,0.00,87.89,false,ESTIMATED formula=commits*(pc+instruction+register-digest=16B)
sensor_threshold_bug,failing,5,smoke,pc_only_trace,124,31,false,NA,NA,NA,50.00,75.00,96.97,false,ESTIMATED formula=commits*pc32
sensor_threshold_bug,failing,5,smoke,branch_trace,48,4,false,NA,NA,NA,80.65,90.32,98.83,false,ESTIMATED formula=branch/jump events*(type+pc+target=12B)
sensor_threshold_bug,failing,5,smoke,load_store_trace,60,5,false,NA,NA,NA,75.81,87.90,98.54,false,ESTIMATED formula=load/store/MMIO events*(type+addr+data=12B)
sensor_threshold_bug,failing,5,smoke,mmio_only_trace,12,1,false,NA,NA,NA,95.16,97.58,99.71,false,ESTIMATED formula=MMIO read/write events*(type+addr+data=12B)
sensor_threshold_bug,failing,5,smoke,interrupt_only_trace,0,0,false,NA,NA,NA,100.00,100.00,100.00,false,ESTIMATED formula=interrupt events*(type+pc+commit=12B)
sensor_threshold_bug,failing,5,smoke,interrupt_plus_mmio_trace,12,1,false,NA,NA,NA,95.16,97.58,99.71,false,ESTIMATED formula=(interrupt+MMIO events)*12B
sensor_threshold_bug,failing,5,smoke,snapshot_at_failure,4096,1,false,NA,NA,NA,-1551.61,-725.81,0.00,true,ESTIMATED fixed 4KiB state snapshot at failure
sensor_threshold_bug,failing,5,smoke,replaycapsule_core,189,9,true,PASS,PASS,PASS,23.79,61.90,95.39,true,MEASURED from workload_scaling capsule_bytes
sensor_threshold_bug,failing,5,smoke,replaycapsule_with_diagnostics,261,9,true,PASS,PASS,PASS,-5.24,47.38,93.63,true,ESTIMATED measured capsule plus 8B/event diagnostic context
sensor_threshold_bug,failing,5,smoke,replaycapsule_with_payload_hashes,225,9,true,PASS,PASS,PASS,9.27,54.64,94.51,true,ESTIMATED measured capsule plus 4B/event payload hash
sensor_threshold_bug,failing,1,short,full_instruction_trace,2832,354,false,NA,NA,NA,0.00,50.00,30.86,false,ESTIMATED formula=commits*(pc+instruction=8B)
sensor_threshold_bug,failing,1,short,full_commit_trace,5664,354,false,NA,NA,NA,-100.00,0.00,-38.28,false,ESTIMATED formula=commits*(pc+instruction+register-digest=16B)
sensor_threshold_bug,failing,1,short,pc_only_trace,1416,354,false,NA,NA,NA,50.00,75.00,65.43,false,ESTIMATED formula=commits*pc32
sensor_threshold_bug,failing,1,short,branch_trace,804,67,false,NA,NA,NA,71.61,85.81,80.37,false,ESTIMATED formula=branch/jump events*(type+pc+target=12B)
sensor_threshold_bug,failing,1,short,load_store_trace,828,69,false,NA,NA,NA,70.76,85.38,79.79,false,ESTIMATED formula=load/store/MMIO events*(type+addr+data=12B)
sensor_threshold_bug,failing,1,short,mmio_only_trace,12,1,false,NA,NA,NA,99.58,99.79,99.71,false,ESTIMATED formula=MMIO read/write events*(type+addr+data=12B)
sensor_threshold_bug,failing,1,short,interrupt_only_trace,0,0,false,NA,NA,NA,100.00,100.00,100.00,false,ESTIMATED formula=interrupt events*(type+pc+commit=12B)
sensor_threshold_bug,failing,1,short,interrupt_plus_mmio_trace,12,1,false,NA,NA,NA,99.58,99.79,99.71,false,ESTIMATED formula=(interrupt+MMIO events)*12B
sensor_threshold_bug,failing,1,short,snapshot_at_failure,4096,1,false,NA,NA,NA,-44.63,27.68,0.00,true,ESTIMATED fixed 4KiB state snapshot at failure
sensor_threshold_bug,failing,1,short,replaycapsule_core,2856,136,true,PASS,PASS,PASS,-0.85,49.58,30.27,true,MEASURED from workload_scaling capsule_bytes
sensor_threshold_bug,failing,1,short,replaycapsule_with_diagnostics,3944,136,true,PASS,PASS,PASS,-39.27,30.37,3.71,true,ESTIMATED measured capsule plus 8B/event diagnostic context
sensor_threshold_bug,failing,1,short,replaycapsule_with_payload_hashes,3400,136,true,PASS,PASS,PASS,-20.06,39.97,16.99,true,ESTIMATED measured capsule plus 4B/event payload hash
sensor_threshold_bug,failing,2,short,full_instruction_trace,2832,354,false,NA,NA,NA,0.00,50.00,30.86,false,ESTIMATED formula=commits*(pc+instruction=8B)
sensor_threshold_bug,failing,2,short,full_commit_trace,5664,354,false,NA,NA,NA,-100.00,0.00,-38.28,false,ESTIMATED formula=commits*(pc+instruction+register-digest=16B)
sensor_threshold_bug,failing,2,short,pc_only_trace,1416,354,false,NA,NA,NA,50.00,75.00,65.43,false,ESTIMATED formula=commits*pc32
sensor_threshold_bug,failing,2,short,branch_trace,804,67,false,NA,NA,NA,71.61,85.81,80.37,false,ESTIMATED formula=branch/jump events*(type+pc+target=12B)
sensor_threshold_bug,failing,2,short,load_store_trace,828,69,false,NA,NA,NA,70.76,85.38,79.79,false,ESTIMATED formula=load/store/MMIO events*(type+addr+data=12B)
sensor_threshold_bug,failing,2,short,mmio_only_trace,12,1,false,NA,NA,NA,99.58,99.79,99.71,false,ESTIMATED formula=MMIO read/write events*(type+addr+data=12B)
sensor_threshold_bug,failing,2,short,interrupt_only_trace,0,0,false,NA,NA,NA,100.00,100.00,100.00,false,ESTIMATED formula=interrupt events*(type+pc+commit=12B)
sensor_threshold_bug,failing,2,short,interrupt_plus_mmio_trace,12,1,false,NA,NA,NA,99.58,99.79,99.71,false,ESTIMATED formula=(interrupt+MMIO events)*12B
sensor_threshold_bug,failing,2,short,snapshot_at_failure,4096,1,false,NA,NA,NA,-44.63,27.68,0.00,true,ESTIMATED fixed 4KiB state snapshot at failure
sensor_threshold_bug,failing,2,short,replaycapsule_core,2856,136,true,PASS,PASS,PASS,-0.85,49.58,30.27,true,MEASURED from workload_scaling capsule_bytes
sensor_threshold_bug,failing,2,short,replaycapsule_with_diagnostics,3944,136,true,PASS,PASS,PASS,-39.27,30.37,3.71,true,ESTIMATED measured capsule plus 8B/event diagnostic context
sensor_threshold_bug,failing,2,short,replaycapsule_with_payload_hashes,3400,136,true,PASS,PASS,PASS,-20.06,39.97,16.99,true,ESTIMATED measured capsule plus 4B/event payload hash
sensor_threshold_bug,failing,3,short,full_instruction_trace,2832,354,false,NA,NA,NA,0.00,50.00,30.86,false,ESTIMATED formula=commits*(pc+instruction=8B)
sensor_threshold_bug,failing,3,short,full_commit_trace,5664,354,false,NA,NA,NA,-100.00,0.00,-38.28,false,ESTIMATED formula=commits*(pc+instruction+register-digest=16B)
sensor_threshold_bug,failing,3,short,pc_only_trace,1416,354,false,NA,NA,NA,50.00,75.00,65.43,false,ESTIMATED formula=commits*pc32
sensor_threshold_bug,failing,3,short,branch_trace,804,67,false,NA,NA,NA,71.61,85.81,80.37,false,ESTIMATED formula=branch/jump events*(type+pc+target=12B)
sensor_threshold_bug,failing,3,short,load_store_trace,828,69,false,NA,NA,NA,70.76,85.38,79.79,false,ESTIMATED formula=load/store/MMIO events*(type+addr+data=12B)
sensor_threshold_bug,failing,3,short,mmio_only_trace,12,1,false,NA,NA,NA,99.58,99.79,99.71,false,ESTIMATED formula=MMIO read/write events*(type+addr+data=12B)
sensor_threshold_bug,failing,3,short,interrupt_only_trace,0,0,false,NA,NA,NA,100.00,100.00,100.00,false,ESTIMATED formula=interrupt events*(type+pc+commit=12B)
sensor_threshold_bug,failing,3,short,interrupt_plus_mmio_trace,12,1,false,NA,NA,NA,99.58,99.79,99.71,false,ESTIMATED formula=(interrupt+MMIO events)*12B
sensor_threshold_bug,failing,3,short,snapshot_at_failure,4096,1,false,NA,NA,NA,-44.63,27.68,0.00,true,ESTIMATED fixed 4KiB state snapshot at failure
sensor_threshold_bug,failing,3,short,replaycapsule_core,2856,136,true,PASS,PASS,PASS,-0.85,49.58,30.27,true,MEASURED from workload_scaling capsule_bytes
sensor_threshold_bug,failing,3,short,replaycapsule_with_diagnostics,3944,136,true,PASS,PASS,PASS,-39.27,30.37,3.71,true,ESTIMATED measured capsule plus 8B/event diagnostic context
sensor_threshold_bug,failing,3,short,replaycapsule_with_payload_hashes,3400,136,true,PASS,PASS,PASS,-20.06,39.97,16.99,true,ESTIMATED measured capsule plus 4B/event payload hash
sensor_threshold_bug,failing,4,short,full_instruction_trace,2832,354,false,NA,NA,NA,0.00,50.00,30.86,false,ESTIMATED formula=commits*(pc+instruction=8B)
sensor_threshold_bug,failing,4,short,full_commit_trace,5664,354,false,NA,NA,NA,-100.00,0.00,-38.28,false,ESTIMATED formula=commits*(pc+instruction+register-digest=16B)
sensor_threshold_bug,failing,4,short,pc_only_trace,1416,354,false,NA,NA,NA,50.00,75.00,65.43,false,ESTIMATED formula=commits*pc32
sensor_threshold_bug,failing,4,short,branch_trace,804,67,false,NA,NA,NA,71.61,85.81,80.37,false,ESTIMATED formula=branch/jump events*(type+pc+target=12B)
sensor_threshold_bug,failing,4,short,load_store_trace,828,69,false,NA,NA,NA,70.76,85.38,79.79,false,ESTIMATED formula=load/store/MMIO events*(type+addr+data=12B)
sensor_threshold_bug,failing,4,short,mmio_only_trace,12,1,false,NA,NA,NA,99.58,99.79,99.71,false,ESTIMATED formula=MMIO read/write events*(type+addr+data=12B)
sensor_threshold_bug,failing,4,short,interrupt_only_trace,0,0,false,NA,NA,NA,100.00,100.00,100.00,false,ESTIMATED formula=interrupt events*(type+pc+commit=12B)
sensor_threshold_bug,failing,4,short,interrupt_plus_mmio_trace,12,1,false,NA,NA,NA,99.58,99.79,99.71,false,ESTIMATED formula=(interrupt+MMIO events)*12B
sensor_threshold_bug,failing,4,short,snapshot_at_failure,4096,1,false,NA,NA,NA,-44.63,27.68,0.00,true,ESTIMATED fixed 4KiB state snapshot at failure
sensor_threshold_bug,failing,4,short,replaycapsule_core,2856,136,true,PASS,PASS,PASS,-0.85,49.58,30.27,true,MEASURED from workload_scaling capsule_bytes
sensor_threshold_bug,failing,4,short,replaycapsule_with_diagnostics,3944,136,true,PASS,PASS,PASS,-39.27,30.37,3.71,true,ESTIMATED measured capsule plus 8B/event diagnostic context
sensor_threshold_bug,failing,4,short,replaycapsule_with_payload_hashes,3400,136,true,PASS,PASS,PASS,-20.06,39.97,16.99,true,ESTIMATED measured capsule plus 4B/event payload hash
sensor_threshold_bug,failing,5,short,full_instruction_trace,2832,354,false,NA,NA,NA,0.00,50.00,30.86,false,ESTIMATED formula=commits*(pc+instruction=8B)
sensor_threshold_bug,failing,5,short,full_commit_trace,5664,354,false,NA,NA,NA,-100.00,0.00,-38.28,false,ESTIMATED formula=commits*(pc+instruction+register-digest=16B)
sensor_threshold_bug,failing,5,short,pc_only_trace,1416,354,false,NA,NA,NA,50.00,75.00,65.43,false,ESTIMATED formula=commits*pc32
sensor_threshold_bug,failing,5,short,branch_trace,804,67,false,NA,NA,NA,71.61,85.81,80.37,false,ESTIMATED formula=branch/jump events*(type+pc+target=12B)
sensor_threshold_bug,failing,5,short,load_store_trace,828,69,false,NA,NA,NA,70.76,85.38,79.79,false,ESTIMATED formula=load/store/MMIO events*(type+addr+data=12B)
sensor_threshold_bug,failing,5,short,mmio_only_trace,12,1,false,NA,NA,NA,99.58,99.79,99.71,false,ESTIMATED formula=MMIO read/write events*(type+addr+data=12B)
sensor_threshold_bug,failing,5,short,interrupt_only_trace,0,0,false,NA,NA,NA,100.00,100.00,100.00,false,ESTIMATED formula=interrupt events*(type+pc+commit=12B)
sensor_threshold_bug,failing,5,short,interrupt_plus_mmio_trace,12,1,false,NA,NA,NA,99.58,99.79,99.71,false,ESTIMATED formula=(interrupt+MMIO events)*12B
sensor_threshold_bug,failing,5,short,snapshot_at_failure,4096,1,false,NA,NA,NA,-44.63,27.68,0.00,true,ESTIMATED fixed 4KiB state snapshot at failure
sensor_threshold_bug,failing,5,short,replaycapsule_core,2856,136,true,PASS,PASS,PASS,-0.85,49.58,30.27,true,MEASURED from workload_scaling capsule_bytes
sensor_threshold_bug,failing,5,short,replaycapsule_with_diagnostics,3944,136,true,PASS,PASS,PASS,-39.27,30.37,3.71,true,ESTIMATED measured capsule plus 8B/event diagnostic context
sensor_threshold_bug,failing,5,short,replaycapsule_with_payload_hashes,3400,136,true,PASS,PASS,PASS,-20.06,39.97,16.99,true,ESTIMATED measured capsule plus 4B/event payload hash
sensor_threshold_bug,failing,1,medium,full_instruction_trace,10512,1314,false,NA,NA,NA,0.00,50.00,-156.64,false,ESTIMATED formula=commits*(pc+instruction=8B)
sensor_threshold_bug,failing,1,medium,full_commit_trace,21024,1314,false,NA,NA,NA,-100.00,0.00,-413.28,false,ESTIMATED formula=commits*(pc+instruction+register-digest=16B)
sensor_threshold_bug,failing,1,medium,pc_only_trace,5256,1314,false,NA,NA,NA,50.00,75.00,-28.32,false,ESTIMATED formula=commits*pc32
sensor_threshold_bug,failing,1,medium,branch_trace,1536,128,false,NA,NA,NA,85.39,92.69,62.50,false,ESTIMATED formula=branch/jump events*(type+pc+target=12B)
sensor_threshold_bug,failing,1,medium,load_store_trace,1536,128,false,NA,NA,NA,85.39,92.69,62.50,false,ESTIMATED formula=load/store/MMIO events*(type+addr+data=12B)
sensor_threshold_bug,failing,1,medium,mmio_only_trace,0,0,false,NA,NA,NA,100.00,100.00,100.00,false,ESTIMATED formula=MMIO read/write events*(type+addr+data=12B)
sensor_threshold_bug,failing,1,medium,interrupt_only_trace,0,0,false,NA,NA,NA,100.00,100.00,100.00,false,ESTIMATED formula=interrupt events*(type+pc+commit=12B)
sensor_threshold_bug,failing,1,medium,interrupt_plus_mmio_trace,0,0,false,NA,NA,NA,100.00,100.00,100.00,false,ESTIMATED formula=(interrupt+MMIO events)*12B
sensor_threshold_bug,failing,1,medium,snapshot_at_failure,4096,1,false,NA,NA,NA,61.04,80.52,0.00,true,ESTIMATED fixed 4KiB state snapshot at failure
sensor_threshold_bug,failing,1,medium,replaycapsule_core,5376,256,false,FAIL,FAIL,FAIL,48.86,74.43,-31.25,true,MEASURED from workload_scaling capsule_bytes
sensor_threshold_bug,failing,1,medium,replaycapsule_with_diagnostics,7424,256,false,FAIL,FAIL,FAIL,29.38,64.69,-81.25,true,ESTIMATED measured capsule plus 8B/event diagnostic context
sensor_threshold_bug,failing,1,medium,replaycapsule_with_payload_hashes,6400,256,false,FAIL,FAIL,FAIL,39.12,69.56,-56.25,true,ESTIMATED measured capsule plus 4B/event payload hash
sensor_threshold_bug,failing,2,medium,full_instruction_trace,10512,1314,false,NA,NA,NA,0.00,50.00,-156.64,false,ESTIMATED formula=commits*(pc+instruction=8B)
sensor_threshold_bug,failing,2,medium,full_commit_trace,21024,1314,false,NA,NA,NA,-100.00,0.00,-413.28,false,ESTIMATED formula=commits*(pc+instruction+register-digest=16B)
sensor_threshold_bug,failing,2,medium,pc_only_trace,5256,1314,false,NA,NA,NA,50.00,75.00,-28.32,false,ESTIMATED formula=commits*pc32
sensor_threshold_bug,failing,2,medium,branch_trace,1536,128,false,NA,NA,NA,85.39,92.69,62.50,false,ESTIMATED formula=branch/jump events*(type+pc+target=12B)
sensor_threshold_bug,failing,2,medium,load_store_trace,1536,128,false,NA,NA,NA,85.39,92.69,62.50,false,ESTIMATED formula=load/store/MMIO events*(type+addr+data=12B)
sensor_threshold_bug,failing,2,medium,mmio_only_trace,0,0,false,NA,NA,NA,100.00,100.00,100.00,false,ESTIMATED formula=MMIO read/write events*(type+addr+data=12B)
sensor_threshold_bug,failing,2,medium,interrupt_only_trace,0,0,false,NA,NA,NA,100.00,100.00,100.00,false,ESTIMATED formula=interrupt events*(type+pc+commit=12B)
sensor_threshold_bug,failing,2,medium,interrupt_plus_mmio_trace,0,0,false,NA,NA,NA,100.00,100.00,100.00,false,ESTIMATED formula=(interrupt+MMIO events)*12B
sensor_threshold_bug,failing,2,medium,snapshot_at_failure,4096,1,false,NA,NA,NA,61.04,80.52,0.00,true,ESTIMATED fixed 4KiB state snapshot at failure
sensor_threshold_bug,failing,2,medium,replaycapsule_core,5376,256,false,FAIL,FAIL,FAIL,48.86,74.43,-31.25,true,MEASURED from workload_scaling capsule_bytes
sensor_threshold_bug,failing,2,medium,replaycapsule_with_diagnostics,7424,256,false,FAIL,FAIL,FAIL,29.38,64.69,-81.25,true,ESTIMATED measured capsule plus 8B/event diagnostic context
sensor_threshold_bug,failing,2,medium,replaycapsule_with_payload_hashes,6400,256,false,FAIL,FAIL,FAIL,39.12,69.56,-56.25,true,ESTIMATED measured capsule plus 4B/event payload hash
sensor_threshold_bug,failing,3,medium,full_instruction_trace,10512,1314,false,NA,NA,NA,0.00,50.00,-156.64,false,ESTIMATED formula=commits*(pc+instruction=8B)
sensor_threshold_bug,failing,3,medium,full_commit_trace,21024,1314,false,NA,NA,NA,-100.00,0.00,-413.28,false,ESTIMATED formula=commits*(pc+instruction+register-digest=16B)
sensor_threshold_bug,failing,3,medium,pc_only_trace,5256,1314,false,NA,NA,NA,50.00,75.00,-28.32,false,ESTIMATED formula=commits*pc32
sensor_threshold_bug,failing,3,medium,branch_trace,1536,128,false,NA,NA,NA,85.39,92.69,62.50,false,ESTIMATED formula=branch/jump events*(type+pc+target=12B)
sensor_threshold_bug,failing,3,medium,load_store_trace,1536,128,false,NA,NA,NA,85.39,92.69,62.50,false,ESTIMATED formula=load/store/MMIO events*(type+addr+data=12B)
sensor_threshold_bug,failing,3,medium,mmio_only_trace,0,0,false,NA,NA,NA,100.00,100.00,100.00,false,ESTIMATED formula=MMIO read/write events*(type+addr+data=12B)
sensor_threshold_bug,failing,3,medium,interrupt_only_trace,0,0,false,NA,NA,NA,100.00,100.00,100.00,false,ESTIMATED formula=interrupt events*(type+pc+commit=12B)
sensor_threshold_bug,failing,3,medium,interrupt_plus_mmio_trace,0,0,false,NA,NA,NA,100.00,100.00,100.00,false,ESTIMATED formula=(interrupt+MMIO events)*12B
sensor_threshold_bug,failing,3,medium,snapshot_at_failure,4096,1,false,NA,NA,NA,61.04,80.52,0.00,true,ESTIMATED fixed 4KiB state snapshot at failure
sensor_threshold_bug,failing,3,medium,replaycapsule_core,5376,256,false,FAIL,FAIL,FAIL,48.86,74.43,-31.25,true,MEASURED from workload_scaling capsule_bytes
sensor_threshold_bug,failing,3,medium,replaycapsule_with_diagnostics,7424,256,false,FAIL,FAIL,FAIL,29.38,64.69,-81.25,true,ESTIMATED measured capsule plus 8B/event diagnostic context
sensor_threshold_bug,failing,3,medium,replaycapsule_with_payload_hashes,6400,256,false,FAIL,FAIL,FAIL,39.12,69.56,-56.25,true,ESTIMATED measured capsule plus 4B/event payload hash
sensor_threshold_bug,failing,4,medium,full_instruction_trace,10512,1314,false,NA,NA,NA,0.00,50.00,-156.64,false,ESTIMATED formula=commits*(pc+instruction=8B)
sensor_threshold_bug,failing,4,medium,full_commit_trace,21024,1314,false,NA,NA,NA,-100.00,0.00,-413.28,false,ESTIMATED formula=commits*(pc+instruction+register-digest=16B)
sensor_threshold_bug,failing,4,medium,pc_only_trace,5256,1314,false,NA,NA,NA,50.00,75.00,-28.32,false,ESTIMATED formula=commits*pc32
sensor_threshold_bug,failing,4,medium,branch_trace,1536,128,false,NA,NA,NA,85.39,92.69,62.50,false,ESTIMATED formula=branch/jump events*(type+pc+target=12B)
sensor_threshold_bug,failing,4,medium,load_store_trace,1536,128,false,NA,NA,NA,85.39,92.69,62.50,false,ESTIMATED formula=load/store/MMIO events*(type+addr+data=12B)
