status,target,flow,total_rows,pass_rows,fail_rows,blocked_rows,claim_allowed_points,valid_memory_words,valid_buffer_depths,valid_recorder_configs,lut_overhead_min_pct,lut_overhead_max_pct,ff_overhead_min_pct,ff_overhead_max_pct,bram_overhead_min_pct,bram_overhead_max_pct,fmax_overhead_min_pct,fmax_overhead_max_pct,first_blocker,notes
PASS,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,12,11,1,0,5,512;1024;2048;4096,8;16;32,core;full,123.95,209.88,180.69,653.11,0.00,0.00,-30.93,-20.52,P&R_FAIL: TIMEOUT after 240 seconds,same-target ECP5 mapped scaling; timing-miss routed rows keep achieved fmax; failed/timeout rows remain in mapped_scaling.csv
