architecture,recorder_config,buffer_depth,workload_scale,overflow_rate_pct,replay_success_rate_pct,median_capsule_bytes,median_events,n,notes
v2,hashed,4,smoke,60.000000,NA,736.000000,90.000000,75,v2 replay_success_rate_pct is NA because v2 full-core replay is not integrated/measured
v2,hashed,4,stress,100.000000,NA,45896.000000,5735.000000,75,v2 replay_success_rate_pct is NA because v2 full-core replay is not integrated/measured
v2,hashed,8,long,100.000000,NA,11488.000000,1434.000000,75,v2 replay_success_rate_pct is NA because v2 full-core replay is not integrated/measured
v2,hashed,8,medium,100.000000,NA,2888.000000,359.000000,75,v2 replay_success_rate_pct is NA because v2 full-core replay is not integrated/measured
v2,hashed,8,short,100.000000,NA,736.000000,90.000000,75,v2 replay_success_rate_pct is NA because v2 full-core replay is not integrated/measured
v2,hashed,8,smoke,60.000000,NA,736.000000,90.000000,75,v2 replay_success_rate_pct is NA because v2 full-core replay is not integrated/measured
v2,hashed,8,stress,100.000000,NA,45896.000000,5735.000000,75,v2 replay_success_rate_pct is NA because v2 full-core replay is not integrated/measured
v2,hashed,16,long,100.000000,NA,11488.000000,1434.000000,75,v2 replay_success_rate_pct is NA because v2 full-core replay is not integrated/measured
v2,hashed,16,medium,100.000000,NA,2888.000000,359.000000,75,v2 replay_success_rate_pct is NA because v2 full-core replay is not integrated/measured
v2,hashed,16,short,100.000000,NA,736.000000,90.000000,75,v2 replay_success_rate_pct is NA because v2 full-core replay is not integrated/measured
v2,hashed,16,smoke,60.000000,NA,736.000000,90.000000,75,v2 replay_success_rate_pct is NA because v2 full-core replay is not integrated/measured
v2,hashed,16,stress,100.000000,NA,45896.000000,5735.000000,75,v2 replay_success_rate_pct is NA because v2 full-core replay is not integrated/measured
v2,hashed,32,long,100.000000,NA,11488.000000,1434.000000,75,v2 replay_success_rate_pct is NA because v2 full-core replay is not integrated/measured
v2,hashed,32,medium,100.000000,NA,2888.000000,359.000000,75,v2 replay_success_rate_pct is NA because v2 full-core replay is not integrated/measured
v2,hashed,32,short,100.000000,NA,736.000000,90.000000,75,v2 replay_success_rate_pct is NA because v2 full-core replay is not integrated/measured
v2,hashed,32,smoke,60.000000,NA,736.000000,90.000000,75,v2 replay_success_rate_pct is NA because v2 full-core replay is not integrated/measured
v2,hashed,32,stress,100.000000,NA,45896.000000,5735.000000,75,v2 replay_success_rate_pct is NA because v2 full-core replay is not integrated/measured
v2,hashed,64,long,100.000000,NA,11488.000000,1434.000000,75,v2 replay_success_rate_pct is NA because v2 full-core replay is not integrated/measured
v2,hashed,64,medium,100.000000,NA,2888.000000,359.000000,75,v2 replay_success_rate_pct is NA because v2 full-core replay is not integrated/measured
v2,hashed,64,short,60.000000,NA,736.000000,90.000000,75,v2 replay_success_rate_pct is NA because v2 full-core replay is not integrated/measured
v2,hashed,64,smoke,60.000000,NA,736.000000,90.000000,75,v2 replay_success_rate_pct is NA because v2 full-core replay is not integrated/measured
v2,hashed,64,stress,100.000000,NA,45896.000000,5735.000000,75,v2 replay_success_rate_pct is NA because v2 full-core replay is not integrated/measured
v2,hashed,128,long,100.000000,NA,11488.000000,1434.000000,75,v2 replay_success_rate_pct is NA because v2 full-core replay is not integrated/measured
v2,hashed,128,medium,100.000000,NA,2888.000000,359.000000,75,v2 replay_success_rate_pct is NA because v2 full-core replay is not integrated/measured
v2,hashed,128,short,0.000000,NA,736.000000,90.000000,75,v2 replay_success_rate_pct is NA because v2 full-core replay is not integrated/measured
v2,hashed,128,smoke,0.000000,NA,736.000000,90.000000,75,v2 replay_success_rate_pct is NA because v2 full-core replay is not integrated/measured
v2,hashed,128,stress,100.000000,NA,45896.000000,5735.000000,75,v2 replay_success_rate_pct is NA because v2 full-core replay is not integrated/measured
v2,hashed,256,long,100.000000,NA,11488.000000,1434.000000,75,v2 replay_success_rate_pct is NA because v2 full-core replay is not integrated/measured
v2,hashed,256,medium,60.000000,NA,2888.000000,359.000000,75,v2 replay_success_rate_pct is NA because v2 full-core replay is not integrated/measured
v2,hashed,256,short,0.000000,NA,736.000000,90.000000,75,v2 replay_success_rate_pct is NA because v2 full-core replay is not integrated/measured
v2,hashed,256,smoke,0.000000,NA,736.000000,90.000000,75,v2 replay_success_rate_pct is NA because v2 full-core replay is not integrated/measured
v2,hashed,256,stress,100.000000,NA,45896.000000,5735.000000,75,v2 replay_success_rate_pct is NA because v2 full-core replay is not integrated/measured
v2,hashed,512,long,100.000000,NA,11488.000000,1434.000000,75,v2 replay_success_rate_pct is NA because v2 full-core replay is not integrated/measured
v2,hashed,512,medium,0.000000,NA,2888.000000,359.000000,75,v2 replay_success_rate_pct is NA because v2 full-core replay is not integrated/measured
v2,hashed,512,short,0.000000,NA,736.000000,90.000000,75,v2 replay_success_rate_pct is NA because v2 full-core replay is not integrated/measured
v2,hashed,512,smoke,0.000000,NA,736.000000,90.000000,75,v2 replay_success_rate_pct is NA because v2 full-core replay is not integrated/measured
v2,hashed,512,stress,100.000000,NA,45896.000000,5735.000000,75,v2 replay_success_rate_pct is NA because v2 full-core replay is not integrated/measured
v2,hashed,1024,long,60.000000,NA,11488.000000,1434.000000,75,v2 replay_success_rate_pct is NA because v2 full-core replay is not integrated/measured
v2,hashed,1024,medium,0.000000,NA,2888.000000,359.000000,75,v2 replay_success_rate_pct is NA because v2 full-core replay is not integrated/measured
v2,hashed,1024,short,0.000000,NA,736.000000,90.000000,75,v2 replay_success_rate_pct is NA because v2 full-core replay is not integrated/measured
v2,hashed,1024,smoke,0.000000,NA,736.000000,90.000000,75,v2 replay_success_rate_pct is NA because v2 full-core replay is not integrated/measured
v2,hashed,1024,stress,100.000000,NA,45896.000000,5735.000000,75,v2 replay_success_rate_pct is NA because v2 full-core replay is not integrated/measured
v2,hashed,2048,long,0.000000,NA,11488.000000,1434.000000,75,v2 replay_success_rate_pct is NA because v2 full-core replay is not integrated/measured
v2,hashed,2048,medium,0.000000,NA,2888.000000,359.000000,75,v2 replay_success_rate_pct is NA because v2 full-core replay is not integrated/measured
v2,hashed,2048,short,0.000000,NA,736.000000,90.000000,75,v2 replay_success_rate_pct is NA because v2 full-core replay is not integrated/measured
v2,hashed,2048,smoke,0.000000,NA,736.000000,90.000000,75,v2 replay_success_rate_pct is NA because v2 full-core replay is not integrated/measured
v2,hashed,2048,stress,100.000000,NA,45896.000000,5735.000000,75,v2 replay_success_rate_pct is NA because v2 full-core replay is not integrated/measured
v2,minimal,4,long,100.000000,NA,3952.000000,492.000000,75,v2 replay_success_rate_pct is NA because v2 full-core replay is not integrated/measured
v2,minimal,4,medium,100.000000,NA,1000.000000,123.000000,75,v2 replay_success_rate_pct is NA because v2 full-core replay is not integrated/measured
v2,minimal,4,short,100.000000,NA,264.000000,31.000000,75,v2 replay_success_rate_pct is NA because v2 full-core replay is not integrated/measured
v2,minimal,4,smoke,60.000000,NA,264.000000,31.000000,75,v2 replay_success_rate_pct is NA because v2 full-core replay is not integrated/measured
v2,minimal,4,stress,100.000000,NA,15752.000000,1967.000000,75,v2 replay_success_rate_pct is NA because v2 full-core replay is not integrated/measured
v2,minimal,8,long,100.000000,NA,3952.000000,492.000000,75,v2 replay_success_rate_pct is NA because v2 full-core replay is not integrated/measured
v2,minimal,8,medium,100.000000,NA,1000.000000,123.000000,75,v2 replay_success_rate_pct is NA because v2 full-core replay is not integrated/measured
v2,minimal,8,short,100.000000,NA,264.000000,31.000000,75,v2 replay_success_rate_pct is NA because v2 full-core replay is not integrated/measured
v2,minimal,8,smoke,60.000000,NA,264.000000,31.000000,75,v2 replay_success_rate_pct is NA because v2 full-core replay is not integrated/measured
v2,minimal,8,stress,100.000000,NA,15752.000000,1967.000000,75,v2 replay_success_rate_pct is NA because v2 full-core replay is not integrated/measured
v2,minimal,16,long,100.000000,NA,3952.000000,492.000000,75,v2 replay_success_rate_pct is NA because v2 full-core replay is not integrated/measured
v2,minimal,16,medium,100.000000,NA,1000.000000,123.000000,75,v2 replay_success_rate_pct is NA because v2 full-core replay is not integrated/measured
v2,minimal,16,short,73.333333,NA,264.000000,31.000000,75,v2 replay_success_rate_pct is NA because v2 full-core replay is not integrated/measured
v2,minimal,16,smoke,60.000000,NA,264.000000,31.000000,75,v2 replay_success_rate_pct is NA because v2 full-core replay is not integrated/measured
v2,minimal,16,stress,100.000000,NA,15752.000000,1967.000000,75,v2 replay_success_rate_pct is NA because v2 full-core replay is not integrated/measured
v2,minimal,32,long,100.000000,NA,3952.000000,492.000000,75,v2 replay_success_rate_pct is NA because v2 full-core replay is not integrated/measured
v2,minimal,32,medium,100.000000,NA,1000.000000,123.000000,75,v2 replay_success_rate_pct is NA because v2 full-core replay is not integrated/measured
v2,minimal,32,short,0.000000,NA,264.000000,31.000000,75,v2 replay_success_rate_pct is NA because v2 full-core replay is not integrated/measured
v2,minimal,32,smoke,0.000000,NA,264.000000,31.000000,75,v2 replay_success_rate_pct is NA because v2 full-core replay is not integrated/measured
v2,minimal,32,stress,100.000000,NA,15752.000000,1967.000000,75,v2 replay_success_rate_pct is NA because v2 full-core replay is not integrated/measured
v2,minimal,64,long,100.000000,NA,3952.000000,492.000000,75,v2 replay_success_rate_pct is NA because v2 full-core replay is not integrated/measured
v2,minimal,64,medium,60.000000,NA,1000.000000,123.000000,75,v2 replay_success_rate_pct is NA because v2 full-core replay is not integrated/measured
v2,minimal,64,short,0.000000,NA,264.000000,31.000000,75,v2 replay_success_rate_pct is NA because v2 full-core replay is not integrated/measured
v2,minimal,64,smoke,0.000000,NA,264.000000,31.000000,75,v2 replay_success_rate_pct is NA because v2 full-core replay is not integrated/measured
v2,minimal,64,stress,100.000000,NA,15752.000000,1967.000000,75,v2 replay_success_rate_pct is NA because v2 full-core replay is not integrated/measured
v2,minimal,128,long,100.000000,NA,3952.000000,492.000000,75,v2 replay_success_rate_pct is NA because v2 full-core replay is not integrated/measured
v2,minimal,128,medium,0.000000,NA,1000.000000,123.000000,75,v2 replay_success_rate_pct is NA because v2 full-core replay is not integrated/measured
v2,minimal,128,short,0.000000,NA,264.000000,31.000000,75,v2 replay_success_rate_pct is NA because v2 full-core replay is not integrated/measured
v2,minimal,128,smoke,0.000000,NA,264.000000,31.000000,75,v2 replay_success_rate_pct is NA because v2 full-core replay is not integrated/measured
v2,minimal,128,stress,100.000000,NA,15752.000000,1967.000000,75,v2 replay_success_rate_pct is NA because v2 full-core replay is not integrated/measured
v2,minimal,256,long,60.000000,NA,3952.000000,492.000000,75,v2 replay_success_rate_pct is NA because v2 full-core replay is not integrated/measured
v2,minimal,256,medium,0.000000,NA,1000.000000,123.000000,75,v2 replay_success_rate_pct is NA because v2 full-core replay is not integrated/measured
v2,minimal,256,short,0.000000,NA,264.000000,31.000000,75,v2 replay_success_rate_pct is NA because v2 full-core replay is not integrated/measured
v2,minimal,256,smoke,0.000000,NA,264.000000,31.000000,75,v2 replay_success_rate_pct is NA because v2 full-core replay is not integrated/measured
v2,minimal,256,stress,100.000000,NA,15752.000000,1967.000000,75,v2 replay_success_rate_pct is NA because v2 full-core replay is not integrated/measured
v2,minimal,512,long,0.000000,NA,3952.000000,492.000000,75,v2 replay_success_rate_pct is NA because v2 full-core replay is not integrated/measured
v2,minimal,512,medium,0.000000,NA,1000.000000,123.000000,75,v2 replay_success_rate_pct is NA because v2 full-core replay is not integrated/measured
v2,minimal,512,short,0.000000,NA,264.000000,31.000000,75,v2 replay_success_rate_pct is NA because v2 full-core replay is not integrated/measured
v2,minimal,512,smoke,0.000000,NA,264.000000,31.000000,75,v2 replay_success_rate_pct is NA because v2 full-core replay is not integrated/measured
v2,minimal,512,stress,100.000000,NA,15752.000000,1967.000000,75,v2 replay_success_rate_pct is NA because v2 full-core replay is not integrated/measured
v2,minimal,1024,long,0.000000,NA,3952.000000,492.000000,75,v2 replay_success_rate_pct is NA because v2 full-core replay is not integrated/measured
v2,minimal,1024,medium,0.000000,NA,1000.000000,123.000000,75,v2 replay_success_rate_pct is NA because v2 full-core replay is not integrated/measured
v2,minimal,1024,short,0.000000,NA,264.000000,31.000000,75,v2 replay_success_rate_pct is NA because v2 full-core replay is not integrated/measured
v2,minimal,1024,smoke,0.000000,NA,264.000000,31.000000,75,v2 replay_success_rate_pct is NA because v2 full-core replay is not integrated/measured
v2,minimal,1024,stress,60.000000,NA,15752.000000,1967.000000,75,v2 replay_success_rate_pct is NA because v2 full-core replay is not integrated/measured
v2,minimal,2048,long,0.000000,NA,3952.000000,492.000000,75,v2 replay_success_rate_pct is NA because v2 full-core replay is not integrated/measured
v2,minimal,2048,medium,0.000000,NA,1000.000000,123.000000,75,v2 replay_success_rate_pct is NA because v2 full-core replay is not integrated/measured
v2,minimal,2048,short,0.000000,NA,264.000000,31.000000,75,v2 replay_success_rate_pct is NA because v2 full-core replay is not integrated/measured
v2,minimal,2048,smoke,0.000000,NA,264.000000,31.000000,75,v2 replay_success_rate_pct is NA because v2 full-core replay is not integrated/measured
v2,minimal,2048,stress,0.000000,NA,15752.000000,1967.000000,75,v2 replay_success_rate_pct is NA because v2 full-core replay is not integrated/measured
