gate,script_or_command,exit_code,root_cause,evidence_file,fix_needed,status,notes
Evaluate top-conference CI gates,python3 scripts/evaluate_topconf_ci_gates.py,0,previous run had mapped_scaling_summary claim_allowed_points=0 because nextpnr routed a replaycapsule point but returned nonzero for a 50 MHz timing miss,results/processed/mapped_scaling_summary.csv; results/processed/mapped_scaling.csv,"fixed: routed timing-miss rows are labeled ROUTED_TIMING_MISS and are claimable only when bitstream, metrics, and recorder-presence evidence exist",PASS,private marker scan passed separately; top-conference gate exits 0
