architecture,recorder_config,benchmark,variant,seed,firmware_source,compiler_backed,firmware_sha256,rtl_record_status,capsule_export_status,replay_status,property_id_record,property_id_replay,commit_match,event_match,final_signature_match,capsule_bytes,cycles_to_failure,commits_to_failure,overflow,replay_consumer_status,replay_consumer_checked,replay_consumer_consumed,replay_consumer_expected,replay_consumer_error_code,replay_stimulus_source,stream_event_count,stream_event_sent_count,replay_critical_event_count,stream_stall_count,dropped_diagnostic_count,replay_critical_overflow_count,notes
v2,core,platform2_config_order_bug,failing,1,compiler_c,true,7a23af3c004fe8bf4a364c2fac48bae7bed22b577919d9093bf23eac324f423d,PASS,PASS,PASS,5,5,PASS,PASS,PASS,16,59,16,false,PASS,true,2,2,0,rtl_capsule_source_mmio_irq,2,2,2,0,0,0,"PASS replay benchmark=platform2_config_order_bug variant=failing seed=1 arch=v2 recorder_config=core property=5 events=2 cycles=58 commits=16 notes=""record/replay replay-critical events match; rtl capsule source streamed 2/2 and replay consumer consumed 2/2 while driving MMIO/IRQ replay"""
v2,core,platform2_status_window_bug,failing,1,compiler_c,true,2de832b1795171e414aa37a595639b9609ba8d26fa8a11dca85ec5aad68a87ae,PASS,PASS,PASS,1,1,PASS,PASS,PASS,32,77,20,false,PASS,true,4,4,0,rtl_capsule_source_mmio_irq,4,4,4,0,0,0,"PASS replay benchmark=platform2_status_window_bug variant=failing seed=1 arch=v2 recorder_config=core property=1 events=4 cycles=76 commits=20 notes=""record/replay replay-critical events match; rtl capsule source streamed 4/4 and replay consumer consumed 4/4 while driving MMIO/IRQ replay"""
