target,flow,architecture,recorder_config,design,memory_words,buffer_depth,lut,ff,bram,area_um2,fmax_mhz,status,report_path,notes
ecp5-45k,yosys+synth_ecp5+nextpnr-ecp5,v2,replay_consumer,rcv2_replay_consumer_pin_limited_wrapper,NA,NA,679,75,0,NA,98.10,PASS,results/raw/replay_consumer_mapping/rcv2_replay_consumer_pin_limited_wrapper_ecp5-45k_nextpnr.txt,"real ECP5-45k mapping of a pin-limited wrapper around the same replay-consume controller; package IO limits prevent direct wide-port top-level mapping; second target is prototype-only, not full-core evidence"
