benchmark,variant,seed,workload_scale,buffer_depth,baseline,bytes,events,replay_success,property_match,final_signature_match,event_match,reduction_vs_full_instruction_pct,reduction_vs_full_commit_pct,reduction_vs_snapshot_pct,diagnostic_context_available,notes
sensor_threshold_bug,failing,3,smoke,256,interrupt_only_trace,0,0,false,NA,NA,NA,100.00,100.00,100.00,false,ESTIMATED formula=interrupt events*(type+pc+commit=12B)
sensor_threshold_bug,failing,3,smoke,256,interrupt_plus_mmio_trace,12,1,false,NA,NA,NA,95.16,97.58,99.71,false,ESTIMATED formula=(interrupt+MMIO events)*12B
sensor_threshold_bug,failing,3,smoke,256,snapshot_at_failure,4096,1,false,NA,NA,NA,-1551.61,-725.81,0.00,true,ESTIMATED fixed 4KiB state snapshot at failure
sensor_threshold_bug,failing,3,smoke,256,replaycapsule_core,189,9,true,PASS,PASS,PASS,23.79,61.90,95.39,true,MEASURED from workload_scaling capsule_bytes
sensor_threshold_bug,failing,3,smoke,256,replaycapsule_with_diagnostics,261,9,true,PASS,PASS,PASS,-5.24,47.38,93.63,true,ESTIMATED measured capsule plus 8B/event diagnostic context
sensor_threshold_bug,failing,3,smoke,256,replaycapsule_with_payload_hashes,225,9,true,PASS,PASS,PASS,9.27,54.64,94.51,true,ESTIMATED measured capsule plus 4B/event payload hash
sensor_threshold_bug,failing,4,smoke,256,full_instruction_trace,248,31,false,NA,NA,NA,0.00,50.00,93.95,false,ESTIMATED formula=commits*(pc+instruction=8B)
sensor_threshold_bug,failing,4,smoke,256,full_commit_trace,496,31,false,NA,NA,NA,-100.00,0.00,87.89,false,ESTIMATED formula=commits*(pc+instruction+register-digest=16B)
sensor_threshold_bug,failing,4,smoke,256,pc_only_trace,124,31,false,NA,NA,NA,50.00,75.00,96.97,false,ESTIMATED formula=commits*pc32
sensor_threshold_bug,failing,4,smoke,256,branch_trace,48,4,false,NA,NA,NA,80.65,90.32,98.83,false,ESTIMATED formula=branch/jump events*(type+pc+target=12B)
sensor_threshold_bug,failing,4,smoke,256,riscv_etrace_branch_trace_estimate,24,4,false,NA,NA,NA,90.32,95.16,99.41,false,ESTIMATED RISC-V E-Trace/N-Trace-style branch stream; formula=branch/jump events*4B + 64-commit sync packets*8B
sensor_threshold_bug,failing,4,smoke,256,load_store_trace,60,5,false,NA,NA,NA,75.81,87.90,98.54,false,ESTIMATED formula=load/store/MMIO events*(type+addr+data=12B)
sensor_threshold_bug,failing,4,smoke,256,mmio_only_trace,12,1,false,NA,NA,NA,95.16,97.58,99.71,false,ESTIMATED formula=MMIO read/write events*(type+addr+data=12B)
sensor_threshold_bug,failing,4,smoke,256,interrupt_only_trace,0,0,false,NA,NA,NA,100.00,100.00,100.00,false,ESTIMATED formula=interrupt events*(type+pc+commit=12B)
sensor_threshold_bug,failing,4,smoke,256,interrupt_plus_mmio_trace,12,1,false,NA,NA,NA,95.16,97.58,99.71,false,ESTIMATED formula=(interrupt+MMIO events)*12B
sensor_threshold_bug,failing,4,smoke,256,snapshot_at_failure,4096,1,false,NA,NA,NA,-1551.61,-725.81,0.00,true,ESTIMATED fixed 4KiB state snapshot at failure
sensor_threshold_bug,failing,4,smoke,256,replaycapsule_core,189,9,true,PASS,PASS,PASS,23.79,61.90,95.39,true,MEASURED from workload_scaling capsule_bytes
sensor_threshold_bug,failing,4,smoke,256,replaycapsule_with_diagnostics,261,9,true,PASS,PASS,PASS,-5.24,47.38,93.63,true,ESTIMATED measured capsule plus 8B/event diagnostic context
sensor_threshold_bug,failing,4,smoke,256,replaycapsule_with_payload_hashes,225,9,true,PASS,PASS,PASS,9.27,54.64,94.51,true,ESTIMATED measured capsule plus 4B/event payload hash
sensor_threshold_bug,failing,5,smoke,256,full_instruction_trace,248,31,false,NA,NA,NA,0.00,50.00,93.95,false,ESTIMATED formula=commits*(pc+instruction=8B)
sensor_threshold_bug,failing,5,smoke,256,full_commit_trace,496,31,false,NA,NA,NA,-100.00,0.00,87.89,false,ESTIMATED formula=commits*(pc+instruction+register-digest=16B)
sensor_threshold_bug,failing,5,smoke,256,pc_only_trace,124,31,false,NA,NA,NA,50.00,75.00,96.97,false,ESTIMATED formula=commits*pc32
sensor_threshold_bug,failing,5,smoke,256,branch_trace,48,4,false,NA,NA,NA,80.65,90.32,98.83,false,ESTIMATED formula=branch/jump events*(type+pc+target=12B)
sensor_threshold_bug,failing,5,smoke,256,riscv_etrace_branch_trace_estimate,24,4,false,NA,NA,NA,90.32,95.16,99.41,false,ESTIMATED RISC-V E-Trace/N-Trace-style branch stream; formula=branch/jump events*4B + 64-commit sync packets*8B
sensor_threshold_bug,failing,5,smoke,256,load_store_trace,60,5,false,NA,NA,NA,75.81,87.90,98.54,false,ESTIMATED formula=load/store/MMIO events*(type+addr+data=12B)
sensor_threshold_bug,failing,5,smoke,256,mmio_only_trace,12,1,false,NA,NA,NA,95.16,97.58,99.71,false,ESTIMATED formula=MMIO read/write events*(type+addr+data=12B)
sensor_threshold_bug,failing,5,smoke,256,interrupt_only_trace,0,0,false,NA,NA,NA,100.00,100.00,100.00,false,ESTIMATED formula=interrupt events*(type+pc+commit=12B)
sensor_threshold_bug,failing,5,smoke,256,interrupt_plus_mmio_trace,12,1,false,NA,NA,NA,95.16,97.58,99.71,false,ESTIMATED formula=(interrupt+MMIO events)*12B
sensor_threshold_bug,failing,5,smoke,256,snapshot_at_failure,4096,1,false,NA,NA,NA,-1551.61,-725.81,0.00,true,ESTIMATED fixed 4KiB state snapshot at failure
sensor_threshold_bug,failing,5,smoke,256,replaycapsule_core,189,9,true,PASS,PASS,PASS,23.79,61.90,95.39,true,MEASURED from workload_scaling capsule_bytes
sensor_threshold_bug,failing,5,smoke,256,replaycapsule_with_diagnostics,261,9,true,PASS,PASS,PASS,-5.24,47.38,93.63,true,ESTIMATED measured capsule plus 8B/event diagnostic context
sensor_threshold_bug,failing,5,smoke,256,replaycapsule_with_payload_hashes,225,9,true,PASS,PASS,PASS,9.27,54.64,94.51,true,ESTIMATED measured capsule plus 4B/event payload hash
sensor_threshold_bug,failing,1,short,256,full_instruction_trace,2824,353,false,NA,NA,NA,0.00,50.00,31.05,false,ESTIMATED formula=commits*(pc+instruction=8B)
sensor_threshold_bug,failing,1,short,256,full_commit_trace,5648,353,false,NA,NA,NA,-100.00,0.00,-37.89,false,ESTIMATED formula=commits*(pc+instruction+register-digest=16B)
sensor_threshold_bug,failing,1,short,256,pc_only_trace,1412,353,false,NA,NA,NA,50.00,75.00,65.53,false,ESTIMATED formula=commits*pc32
sensor_threshold_bug,failing,1,short,256,branch_trace,804,67,false,NA,NA,NA,71.53,85.76,80.37,false,ESTIMATED formula=branch/jump events*(type+pc+target=12B)
sensor_threshold_bug,failing,1,short,256,riscv_etrace_branch_trace_estimate,316,67,false,NA,NA,NA,88.81,94.41,92.29,false,ESTIMATED RISC-V E-Trace/N-Trace-style branch stream; formula=branch/jump events*4B + 64-commit sync packets*8B
sensor_threshold_bug,failing,1,short,256,load_store_trace,828,69,false,NA,NA,NA,70.68,85.34,79.79,false,ESTIMATED formula=load/store/MMIO events*(type+addr+data=12B)
sensor_threshold_bug,failing,1,short,256,mmio_only_trace,12,1,false,NA,NA,NA,99.58,99.79,99.71,false,ESTIMATED formula=MMIO read/write events*(type+addr+data=12B)
sensor_threshold_bug,failing,1,short,256,interrupt_only_trace,0,0,false,NA,NA,NA,100.00,100.00,100.00,false,ESTIMATED formula=interrupt events*(type+pc+commit=12B)
sensor_threshold_bug,failing,1,short,256,interrupt_plus_mmio_trace,12,1,false,NA,NA,NA,99.58,99.79,99.71,false,ESTIMATED formula=(interrupt+MMIO events)*12B
sensor_threshold_bug,failing,1,short,256,snapshot_at_failure,4096,1,false,NA,NA,NA,-45.04,27.48,0.00,true,ESTIMATED fixed 4KiB state snapshot at failure
sensor_threshold_bug,failing,1,short,256,replaycapsule_core,2856,136,true,PASS,PASS,PASS,-1.13,49.43,30.27,true,MEASURED from workload_scaling capsule_bytes
sensor_threshold_bug,failing,1,short,256,replaycapsule_with_diagnostics,3944,136,true,PASS,PASS,PASS,-39.66,30.17,3.71,true,ESTIMATED measured capsule plus 8B/event diagnostic context
sensor_threshold_bug,failing,1,short,256,replaycapsule_with_payload_hashes,3400,136,true,PASS,PASS,PASS,-20.40,39.80,16.99,true,ESTIMATED measured capsule plus 4B/event payload hash
sensor_threshold_bug,failing,2,short,256,full_instruction_trace,2824,353,false,NA,NA,NA,0.00,50.00,31.05,false,ESTIMATED formula=commits*(pc+instruction=8B)
sensor_threshold_bug,failing,2,short,256,full_commit_trace,5648,353,false,NA,NA,NA,-100.00,0.00,-37.89,false,ESTIMATED formula=commits*(pc+instruction+register-digest=16B)
sensor_threshold_bug,failing,2,short,256,pc_only_trace,1412,353,false,NA,NA,NA,50.00,75.00,65.53,false,ESTIMATED formula=commits*pc32
sensor_threshold_bug,failing,2,short,256,branch_trace,804,67,false,NA,NA,NA,71.53,85.76,80.37,false,ESTIMATED formula=branch/jump events*(type+pc+target=12B)
sensor_threshold_bug,failing,2,short,256,riscv_etrace_branch_trace_estimate,316,67,false,NA,NA,NA,88.81,94.41,92.29,false,ESTIMATED RISC-V E-Trace/N-Trace-style branch stream; formula=branch/jump events*4B + 64-commit sync packets*8B
sensor_threshold_bug,failing,2,short,256,load_store_trace,828,69,false,NA,NA,NA,70.68,85.34,79.79,false,ESTIMATED formula=load/store/MMIO events*(type+addr+data=12B)
sensor_threshold_bug,failing,2,short,256,mmio_only_trace,12,1,false,NA,NA,NA,99.58,99.79,99.71,false,ESTIMATED formula=MMIO read/write events*(type+addr+data=12B)
sensor_threshold_bug,failing,2,short,256,interrupt_only_trace,0,0,false,NA,NA,NA,100.00,100.00,100.00,false,ESTIMATED formula=interrupt events*(type+pc+commit=12B)
sensor_threshold_bug,failing,2,short,256,interrupt_plus_mmio_trace,12,1,false,NA,NA,NA,99.58,99.79,99.71,false,ESTIMATED formula=(interrupt+MMIO events)*12B
sensor_threshold_bug,failing,2,short,256,snapshot_at_failure,4096,1,false,NA,NA,NA,-45.04,27.48,0.00,true,ESTIMATED fixed 4KiB state snapshot at failure
sensor_threshold_bug,failing,2,short,256,replaycapsule_core,2856,136,true,PASS,PASS,PASS,-1.13,49.43,30.27,true,MEASURED from workload_scaling capsule_bytes
sensor_threshold_bug,failing,2,short,256,replaycapsule_with_diagnostics,3944,136,true,PASS,PASS,PASS,-39.66,30.17,3.71,true,ESTIMATED measured capsule plus 8B/event diagnostic context
sensor_threshold_bug,failing,2,short,256,replaycapsule_with_payload_hashes,3400,136,true,PASS,PASS,PASS,-20.40,39.80,16.99,true,ESTIMATED measured capsule plus 4B/event payload hash
sensor_threshold_bug,failing,3,short,256,full_instruction_trace,2824,353,false,NA,NA,NA,0.00,50.00,31.05,false,ESTIMATED formula=commits*(pc+instruction=8B)
sensor_threshold_bug,failing,3,short,256,full_commit_trace,5648,353,false,NA,NA,NA,-100.00,0.00,-37.89,false,ESTIMATED formula=commits*(pc+instruction+register-digest=16B)
sensor_threshold_bug,failing,3,short,256,pc_only_trace,1412,353,false,NA,NA,NA,50.00,75.00,65.53,false,ESTIMATED formula=commits*pc32
sensor_threshold_bug,failing,3,short,256,branch_trace,804,67,false,NA,NA,NA,71.53,85.76,80.37,false,ESTIMATED formula=branch/jump events*(type+pc+target=12B)
sensor_threshold_bug,failing,3,short,256,riscv_etrace_branch_trace_estimate,316,67,false,NA,NA,NA,88.81,94.41,92.29,false,ESTIMATED RISC-V E-Trace/N-Trace-style branch stream; formula=branch/jump events*4B + 64-commit sync packets*8B
sensor_threshold_bug,failing,3,short,256,load_store_trace,828,69,false,NA,NA,NA,70.68,85.34,79.79,false,ESTIMATED formula=load/store/MMIO events*(type+addr+data=12B)
sensor_threshold_bug,failing,3,short,256,mmio_only_trace,12,1,false,NA,NA,NA,99.58,99.79,99.71,false,ESTIMATED formula=MMIO read/write events*(type+addr+data=12B)
sensor_threshold_bug,failing,3,short,256,interrupt_only_trace,0,0,false,NA,NA,NA,100.00,100.00,100.00,false,ESTIMATED formula=interrupt events*(type+pc+commit=12B)
sensor_threshold_bug,failing,3,short,256,interrupt_plus_mmio_trace,12,1,false,NA,NA,NA,99.58,99.79,99.71,false,ESTIMATED formula=(interrupt+MMIO events)*12B
sensor_threshold_bug,failing,3,short,256,snapshot_at_failure,4096,1,false,NA,NA,NA,-45.04,27.48,0.00,true,ESTIMATED fixed 4KiB state snapshot at failure
sensor_threshold_bug,failing,3,short,256,replaycapsule_core,2856,136,true,PASS,PASS,PASS,-1.13,49.43,30.27,true,MEASURED from workload_scaling capsule_bytes
sensor_threshold_bug,failing,3,short,256,replaycapsule_with_diagnostics,3944,136,true,PASS,PASS,PASS,-39.66,30.17,3.71,true,ESTIMATED measured capsule plus 8B/event diagnostic context
sensor_threshold_bug,failing,3,short,256,replaycapsule_with_payload_hashes,3400,136,true,PASS,PASS,PASS,-20.40,39.80,16.99,true,ESTIMATED measured capsule plus 4B/event payload hash
sensor_threshold_bug,failing,4,short,256,full_instruction_trace,2824,353,false,NA,NA,NA,0.00,50.00,31.05,false,ESTIMATED formula=commits*(pc+instruction=8B)
sensor_threshold_bug,failing,4,short,256,full_commit_trace,5648,353,false,NA,NA,NA,-100.00,0.00,-37.89,false,ESTIMATED formula=commits*(pc+instruction+register-digest=16B)
sensor_threshold_bug,failing,4,short,256,pc_only_trace,1412,353,false,NA,NA,NA,50.00,75.00,65.53,false,ESTIMATED formula=commits*pc32
sensor_threshold_bug,failing,4,short,256,branch_trace,804,67,false,NA,NA,NA,71.53,85.76,80.37,false,ESTIMATED formula=branch/jump events*(type+pc+target=12B)
sensor_threshold_bug,failing,4,short,256,riscv_etrace_branch_trace_estimate,316,67,false,NA,NA,NA,88.81,94.41,92.29,false,ESTIMATED RISC-V E-Trace/N-Trace-style branch stream; formula=branch/jump events*4B + 64-commit sync packets*8B
sensor_threshold_bug,failing,4,short,256,load_store_trace,828,69,false,NA,NA,NA,70.68,85.34,79.79,false,ESTIMATED formula=load/store/MMIO events*(type+addr+data=12B)
sensor_threshold_bug,failing,4,short,256,mmio_only_trace,12,1,false,NA,NA,NA,99.58,99.79,99.71,false,ESTIMATED formula=MMIO read/write events*(type+addr+data=12B)
sensor_threshold_bug,failing,4,short,256,interrupt_only_trace,0,0,false,NA,NA,NA,100.00,100.00,100.00,false,ESTIMATED formula=interrupt events*(type+pc+commit=12B)
sensor_threshold_bug,failing,4,short,256,interrupt_plus_mmio_trace,12,1,false,NA,NA,NA,99.58,99.79,99.71,false,ESTIMATED formula=(interrupt+MMIO events)*12B
sensor_threshold_bug,failing,4,short,256,snapshot_at_failure,4096,1,false,NA,NA,NA,-45.04,27.48,0.00,true,ESTIMATED fixed 4KiB state snapshot at failure
sensor_threshold_bug,failing,4,short,256,replaycapsule_core,2856,136,true,PASS,PASS,PASS,-1.13,49.43,30.27,true,MEASURED from workload_scaling capsule_bytes
sensor_threshold_bug,failing,4,short,256,replaycapsule_with_diagnostics,3944,136,true,PASS,PASS,PASS,-39.66,30.17,3.71,true,ESTIMATED measured capsule plus 8B/event diagnostic context
sensor_threshold_bug,failing,4,short,256,replaycapsule_with_payload_hashes,3400,136,true,PASS,PASS,PASS,-20.40,39.80,16.99,true,ESTIMATED measured capsule plus 4B/event payload hash
sensor_threshold_bug,failing,5,short,256,full_instruction_trace,2824,353,false,NA,NA,NA,0.00,50.00,31.05,false,ESTIMATED formula=commits*(pc+instruction=8B)
sensor_threshold_bug,failing,5,short,256,full_commit_trace,5648,353,false,NA,NA,NA,-100.00,0.00,-37.89,false,ESTIMATED formula=commits*(pc+instruction+register-digest=16B)
sensor_threshold_bug,failing,5,short,256,pc_only_trace,1412,353,false,NA,NA,NA,50.00,75.00,65.53,false,ESTIMATED formula=commits*pc32
sensor_threshold_bug,failing,5,short,256,branch_trace,804,67,false,NA,NA,NA,71.53,85.76,80.37,false,ESTIMATED formula=branch/jump events*(type+pc+target=12B)
sensor_threshold_bug,failing,5,short,256,riscv_etrace_branch_trace_estimate,316,67,false,NA,NA,NA,88.81,94.41,92.29,false,ESTIMATED RISC-V E-Trace/N-Trace-style branch stream; formula=branch/jump events*4B + 64-commit sync packets*8B
sensor_threshold_bug,failing,5,short,256,load_store_trace,828,69,false,NA,NA,NA,70.68,85.34,79.79,false,ESTIMATED formula=load/store/MMIO events*(type+addr+data=12B)
sensor_threshold_bug,failing,5,short,256,mmio_only_trace,12,1,false,NA,NA,NA,99.58,99.79,99.71,false,ESTIMATED formula=MMIO read/write events*(type+addr+data=12B)
sensor_threshold_bug,failing,5,short,256,interrupt_only_trace,0,0,false,NA,NA,NA,100.00,100.00,100.00,false,ESTIMATED formula=interrupt events*(type+pc+commit=12B)
sensor_threshold_bug,failing,5,short,256,interrupt_plus_mmio_trace,12,1,false,NA,NA,NA,99.58,99.79,99.71,false,ESTIMATED formula=(interrupt+MMIO events)*12B
sensor_threshold_bug,failing,5,short,256,snapshot_at_failure,4096,1,false,NA,NA,NA,-45.04,27.48,0.00,true,ESTIMATED fixed 4KiB state snapshot at failure
sensor_threshold_bug,failing,5,short,256,replaycapsule_core,2856,136,true,PASS,PASS,PASS,-1.13,49.43,30.27,true,MEASURED from workload_scaling capsule_bytes
sensor_threshold_bug,failing,5,short,256,replaycapsule_with_diagnostics,3944,136,true,PASS,PASS,PASS,-39.66,30.17,3.71,true,ESTIMATED measured capsule plus 8B/event diagnostic context
sensor_threshold_bug,failing,5,short,256,replaycapsule_with_payload_hashes,3400,136,true,PASS,PASS,PASS,-20.40,39.80,16.99,true,ESTIMATED measured capsule plus 4B/event payload hash
sensor_threshold_bug,fixed,1,smoke,256,full_instruction_trace,13280,1660,false,NA,NA,NA,0.00,50.00,-224.22,false,ESTIMATED formula=commits*(pc+instruction=8B)
sensor_threshold_bug,fixed,1,smoke,256,full_commit_trace,26560,1660,false,NA,NA,NA,-100.00,0.00,-548.44,false,ESTIMATED formula=commits*(pc+instruction+register-digest=16B)
sensor_threshold_bug,fixed,1,smoke,256,pc_only_trace,6640,1660,false,NA,NA,NA,50.00,75.00,-62.11,false,ESTIMATED formula=commits*pc32
sensor_threshold_bug,fixed,1,smoke,256,branch_trace,3024,252,false,NA,NA,NA,77.23,88.61,26.17,false,ESTIMATED formula=branch/jump events*(type+pc+target=12B)
sensor_threshold_bug,fixed,1,smoke,256,riscv_etrace_branch_trace_estimate,1216,252,false,NA,NA,NA,90.84,95.42,70.31,false,ESTIMATED RISC-V E-Trace/N-Trace-style branch stream; formula=branch/jump events*4B + 64-commit sync packets*8B
sensor_threshold_bug,fixed,1,smoke,256,load_store_trace,48,4,false,NA,NA,NA,99.64,99.82,98.83,false,ESTIMATED formula=load/store/MMIO events*(type+addr+data=12B)
sensor_threshold_bug,fixed,1,smoke,256,mmio_only_trace,36,3,false,NA,NA,NA,99.73,99.86,99.12,false,ESTIMATED formula=MMIO read/write events*(type+addr+data=12B)
sensor_threshold_bug,fixed,1,smoke,256,interrupt_only_trace,0,0,false,NA,NA,NA,100.00,100.00,100.00,false,ESTIMATED formula=interrupt events*(type+pc+commit=12B)
sensor_threshold_bug,fixed,1,smoke,256,interrupt_plus_mmio_trace,36,3,false,NA,NA,NA,99.73,99.86,99.12,false,ESTIMATED formula=(interrupt+MMIO events)*12B
sensor_threshold_bug,fixed,1,smoke,256,snapshot_at_failure,4096,1,false,NA,NA,NA,69.16,84.58,0.00,true,ESTIMATED fixed 4KiB state snapshot at failure
sensor_threshold_bug,fixed,1,smoke,256,replaycapsule_core,5376,256,true,PASS,PASS,PASS,59.52,79.76,-31.25,true,MEASURED from workload_scaling capsule_bytes
sensor_threshold_bug,fixed,1,smoke,256,replaycapsule_with_diagnostics,7424,256,true,PASS,PASS,PASS,44.10,72.05,-81.25,true,ESTIMATED measured capsule plus 8B/event diagnostic context
sensor_threshold_bug,fixed,1,smoke,256,replaycapsule_with_payload_hashes,6400,256,true,PASS,PASS,PASS,51.81,75.90,-56.25,true,ESTIMATED measured capsule plus 4B/event payload hash
sensor_threshold_bug,fixed,2,smoke,256,full_instruction_trace,13280,1660,false,NA,NA,NA,0.00,50.00,-224.22,false,ESTIMATED formula=commits*(pc+instruction=8B)
sensor_threshold_bug,fixed,2,smoke,256,full_commit_trace,26560,1660,false,NA,NA,NA,-100.00,0.00,-548.44,false,ESTIMATED formula=commits*(pc+instruction+register-digest=16B)
sensor_threshold_bug,fixed,2,smoke,256,pc_only_trace,6640,1660,false,NA,NA,NA,50.00,75.00,-62.11,false,ESTIMATED formula=commits*pc32
sensor_threshold_bug,fixed,2,smoke,256,branch_trace,3024,252,false,NA,NA,NA,77.23,88.61,26.17,false,ESTIMATED formula=branch/jump events*(type+pc+target=12B)
sensor_threshold_bug,fixed,2,smoke,256,riscv_etrace_branch_trace_estimate,1216,252,false,NA,NA,NA,90.84,95.42,70.31,false,ESTIMATED RISC-V E-Trace/N-Trace-style branch stream; formula=branch/jump events*4B + 64-commit sync packets*8B
sensor_threshold_bug,fixed,2,smoke,256,load_store_trace,48,4,false,NA,NA,NA,99.64,99.82,98.83,false,ESTIMATED formula=load/store/MMIO events*(type+addr+data=12B)
sensor_threshold_bug,fixed,2,smoke,256,mmio_only_trace,36,3,false,NA,NA,NA,99.73,99.86,99.12,false,ESTIMATED formula=MMIO read/write events*(type+addr+data=12B)
sensor_threshold_bug,fixed,2,smoke,256,interrupt_only_trace,0,0,false,NA,NA,NA,100.00,100.00,100.00,false,ESTIMATED formula=interrupt events*(type+pc+commit=12B)
