architecture,recorder_config,benchmark,variant,seed,workload_scale,buffer_depth,measured_or_estimated,events,capsule_bytes,overflow,replay_status,notes
v2,hashed,mmio_ordering_bug,fixed,2,stress,128,MEASURED,2,16,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,mmio_ordering_bug,fixed,3,stress,128,MEASURED,2,16,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,mmio_ordering_bug,fixed,4,stress,128,MEASURED,2,16,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,mmio_ordering_bug,fixed,5,stress,128,MEASURED,2,16,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,stack_corruption_bug,failing,1,smoke,128,MEASURED,0,0,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,stack_corruption_bug,failing,2,smoke,128,MEASURED,0,0,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,stack_corruption_bug,failing,3,smoke,128,MEASURED,0,0,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,stack_corruption_bug,failing,4,smoke,128,MEASURED,0,0,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,stack_corruption_bug,failing,5,smoke,128,MEASURED,0,0,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,stack_corruption_bug,failing,1,short,128,MEASURED,0,0,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,stack_corruption_bug,failing,2,short,128,MEASURED,0,0,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,stack_corruption_bug,failing,3,short,128,MEASURED,0,0,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,stack_corruption_bug,failing,4,short,128,MEASURED,0,0,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,stack_corruption_bug,failing,5,short,128,MEASURED,0,0,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,stack_corruption_bug,failing,1,medium,128,MEASURED,0,0,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,stack_corruption_bug,failing,2,medium,128,MEASURED,0,0,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,stack_corruption_bug,failing,3,medium,128,MEASURED,0,0,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,stack_corruption_bug,failing,4,medium,128,MEASURED,0,0,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,stack_corruption_bug,failing,5,medium,128,MEASURED,0,0,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,stack_corruption_bug,failing,1,long,128,MEASURED,0,0,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,stack_corruption_bug,failing,2,long,128,MEASURED,0,0,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,stack_corruption_bug,failing,3,long,128,MEASURED,0,0,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,stack_corruption_bug,failing,4,long,128,MEASURED,0,0,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,stack_corruption_bug,failing,5,long,128,MEASURED,0,0,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,stack_corruption_bug,failing,1,stress,128,MEASURED,0,0,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,stack_corruption_bug,failing,2,stress,128,MEASURED,0,0,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,stack_corruption_bug,failing,3,stress,128,MEASURED,0,0,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,stack_corruption_bug,failing,4,stress,128,MEASURED,0,0,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,stack_corruption_bug,failing,5,stress,128,MEASURED,0,0,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,stack_corruption_bug,fixed,1,smoke,128,MEASURED,1,8,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,stack_corruption_bug,fixed,2,smoke,128,MEASURED,1,8,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,stack_corruption_bug,fixed,3,smoke,128,MEASURED,1,8,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,stack_corruption_bug,fixed,4,smoke,128,MEASURED,1,8,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,stack_corruption_bug,fixed,5,smoke,128,MEASURED,1,8,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,stack_corruption_bug,fixed,1,short,128,MEASURED,1,8,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,stack_corruption_bug,fixed,2,short,128,MEASURED,1,8,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,stack_corruption_bug,fixed,3,short,128,MEASURED,1,8,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,stack_corruption_bug,fixed,4,short,128,MEASURED,1,8,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,stack_corruption_bug,fixed,5,short,128,MEASURED,1,8,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,stack_corruption_bug,fixed,1,medium,128,MEASURED,1,8,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,stack_corruption_bug,fixed,2,medium,128,MEASURED,1,8,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,stack_corruption_bug,fixed,3,medium,128,MEASURED,1,8,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,stack_corruption_bug,fixed,4,medium,128,MEASURED,1,8,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,stack_corruption_bug,fixed,5,medium,128,MEASURED,1,8,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,stack_corruption_bug,fixed,1,long,128,MEASURED,1,8,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,stack_corruption_bug,fixed,2,long,128,MEASURED,1,8,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,stack_corruption_bug,fixed,3,long,128,MEASURED,1,8,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,stack_corruption_bug,fixed,4,long,128,MEASURED,1,8,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,stack_corruption_bug,fixed,5,long,128,MEASURED,1,8,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,stack_corruption_bug,fixed,1,stress,128,MEASURED,1,8,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,stack_corruption_bug,fixed,2,stress,128,MEASURED,1,8,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,stack_corruption_bug,fixed,3,stress,128,MEASURED,1,8,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,stack_corruption_bug,fixed,4,stress,128,MEASURED,1,8,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,stack_corruption_bug,fixed,5,stress,128,MEASURED,1,8,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,uart_command_bug,failing,1,smoke,128,MEASURED,2,16,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,uart_command_bug,failing,2,smoke,128,MEASURED,2,16,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,uart_command_bug,failing,3,smoke,128,MEASURED,2,16,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,uart_command_bug,failing,4,smoke,128,MEASURED,2,16,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,uart_command_bug,failing,5,smoke,128,MEASURED,2,16,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,uart_command_bug,failing,1,short,128,MEASURED,2,16,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,uart_command_bug,failing,2,short,128,MEASURED,2,16,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,uart_command_bug,failing,3,short,128,MEASURED,2,16,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,uart_command_bug,failing,4,short,128,MEASURED,2,16,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,uart_command_bug,failing,5,short,128,MEASURED,2,16,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,uart_command_bug,failing,1,medium,128,MEASURED,2,16,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,uart_command_bug,failing,2,medium,128,MEASURED,2,16,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,uart_command_bug,failing,3,medium,128,MEASURED,2,16,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,uart_command_bug,failing,4,medium,128,MEASURED,2,16,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,uart_command_bug,failing,5,medium,128,MEASURED,2,16,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,uart_command_bug,failing,1,long,128,MEASURED,2,16,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,uart_command_bug,failing,2,long,128,MEASURED,2,16,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,uart_command_bug,failing,3,long,128,MEASURED,2,16,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,uart_command_bug,failing,4,long,128,MEASURED,2,16,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,uart_command_bug,failing,5,long,128,MEASURED,2,16,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,uart_command_bug,failing,1,stress,128,MEASURED,2,16,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,uart_command_bug,failing,2,stress,128,MEASURED,2,16,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,uart_command_bug,failing,3,stress,128,MEASURED,2,16,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,uart_command_bug,failing,4,stress,128,MEASURED,2,16,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,uart_command_bug,failing,5,stress,128,MEASURED,2,16,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,uart_command_bug,fixed,1,smoke,128,MEASURED,1,8,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,uart_command_bug,fixed,2,smoke,128,MEASURED,1,8,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,uart_command_bug,fixed,3,smoke,128,MEASURED,1,8,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,uart_command_bug,fixed,4,smoke,128,MEASURED,1,8,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,uart_command_bug,fixed,5,smoke,128,MEASURED,1,8,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,uart_command_bug,fixed,1,short,128,MEASURED,1,8,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,uart_command_bug,fixed,2,short,128,MEASURED,1,8,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,uart_command_bug,fixed,3,short,128,MEASURED,1,8,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,uart_command_bug,fixed,4,short,128,MEASURED,1,8,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,uart_command_bug,fixed,5,short,128,MEASURED,1,8,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,uart_command_bug,fixed,1,medium,128,MEASURED,1,8,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,uart_command_bug,fixed,2,medium,128,MEASURED,1,8,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,uart_command_bug,fixed,3,medium,128,MEASURED,1,8,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,uart_command_bug,fixed,4,medium,128,MEASURED,1,8,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,uart_command_bug,fixed,5,medium,128,MEASURED,1,8,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,uart_command_bug,fixed,1,long,128,MEASURED,1,8,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,uart_command_bug,fixed,2,long,128,MEASURED,1,8,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,uart_command_bug,fixed,3,long,128,MEASURED,1,8,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,uart_command_bug,fixed,4,long,128,MEASURED,1,8,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,uart_command_bug,fixed,5,long,128,MEASURED,1,8,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,uart_command_bug,fixed,1,stress,128,MEASURED,1,8,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,uart_command_bug,fixed,2,stress,128,MEASURED,1,8,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,uart_command_bug,fixed,3,stress,128,MEASURED,1,8,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,uart_command_bug,fixed,4,stress,128,MEASURED,1,8,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,uart_command_bug,fixed,5,stress,128,MEASURED,1,8,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,uart_command_bug,no_failure_edge,1,smoke,128,MEASURED,1,8,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,uart_command_bug,no_failure_edge,2,smoke,128,MEASURED,1,8,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,uart_command_bug,no_failure_edge,3,smoke,128,MEASURED,1,8,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,uart_command_bug,no_failure_edge,4,smoke,128,MEASURED,1,8,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,uart_command_bug,no_failure_edge,5,smoke,128,MEASURED,1,8,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,uart_command_bug,no_failure_edge,1,short,128,MEASURED,1,8,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,uart_command_bug,no_failure_edge,2,short,128,MEASURED,1,8,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,uart_command_bug,no_failure_edge,3,short,128,MEASURED,1,8,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,uart_command_bug,no_failure_edge,4,short,128,MEASURED,1,8,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,uart_command_bug,no_failure_edge,5,short,128,MEASURED,1,8,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,uart_command_bug,no_failure_edge,1,medium,128,MEASURED,1,8,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,uart_command_bug,no_failure_edge,2,medium,128,MEASURED,1,8,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,uart_command_bug,no_failure_edge,3,medium,128,MEASURED,1,8,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,uart_command_bug,no_failure_edge,4,medium,128,MEASURED,1,8,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,uart_command_bug,no_failure_edge,5,medium,128,MEASURED,1,8,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,uart_command_bug,no_failure_edge,1,long,128,MEASURED,1,8,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,uart_command_bug,no_failure_edge,2,long,128,MEASURED,1,8,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,uart_command_bug,no_failure_edge,3,long,128,MEASURED,1,8,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,uart_command_bug,no_failure_edge,4,long,128,MEASURED,1,8,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,uart_command_bug,no_failure_edge,5,long,128,MEASURED,1,8,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,uart_command_bug,no_failure_edge,1,stress,128,MEASURED,1,8,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,uart_command_bug,no_failure_edge,2,stress,128,MEASURED,1,8,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,uart_command_bug,no_failure_edge,3,stress,128,MEASURED,1,8,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,uart_command_bug,no_failure_edge,4,stress,128,MEASURED,1,8,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,uart_command_bug,no_failure_edge,5,stress,128,MEASURED,1,8,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,watchdog_timeout_bug,failing,1,smoke,128,MEASURED,1,8,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,watchdog_timeout_bug,failing,2,smoke,128,MEASURED,1,8,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,watchdog_timeout_bug,failing,3,smoke,128,MEASURED,1,8,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,watchdog_timeout_bug,failing,4,smoke,128,MEASURED,1,8,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,watchdog_timeout_bug,failing,5,smoke,128,MEASURED,1,8,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,watchdog_timeout_bug,failing,1,short,128,MEASURED,1,8,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,watchdog_timeout_bug,failing,2,short,128,MEASURED,1,8,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,watchdog_timeout_bug,failing,3,short,128,MEASURED,1,8,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,watchdog_timeout_bug,failing,4,short,128,MEASURED,1,8,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,watchdog_timeout_bug,failing,5,short,128,MEASURED,1,8,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,watchdog_timeout_bug,failing,1,medium,128,MEASURED,1,8,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,watchdog_timeout_bug,failing,2,medium,128,MEASURED,1,8,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,watchdog_timeout_bug,failing,3,medium,128,MEASURED,1,8,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,watchdog_timeout_bug,failing,4,medium,128,MEASURED,1,8,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,watchdog_timeout_bug,failing,5,medium,128,MEASURED,1,8,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,watchdog_timeout_bug,failing,1,long,128,MEASURED,1,8,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,watchdog_timeout_bug,failing,2,long,128,MEASURED,1,8,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,watchdog_timeout_bug,failing,3,long,128,MEASURED,1,8,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,watchdog_timeout_bug,failing,4,long,128,MEASURED,1,8,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,watchdog_timeout_bug,failing,5,long,128,MEASURED,1,8,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,watchdog_timeout_bug,failing,1,stress,128,MEASURED,1,8,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,watchdog_timeout_bug,failing,2,stress,128,MEASURED,1,8,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,watchdog_timeout_bug,failing,3,stress,128,MEASURED,1,8,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,watchdog_timeout_bug,failing,4,stress,128,MEASURED,1,8,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,watchdog_timeout_bug,failing,5,stress,128,MEASURED,1,8,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,watchdog_timeout_bug,fixed,1,smoke,128,MEASURED,8,64,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,watchdog_timeout_bug,fixed,2,smoke,128,MEASURED,8,64,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,watchdog_timeout_bug,fixed,3,smoke,128,MEASURED,8,64,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,watchdog_timeout_bug,fixed,4,smoke,128,MEASURED,8,64,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,watchdog_timeout_bug,fixed,5,smoke,128,MEASURED,8,64,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,watchdog_timeout_bug,fixed,1,short,128,MEASURED,8,64,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,watchdog_timeout_bug,fixed,2,short,128,MEASURED,8,64,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,watchdog_timeout_bug,fixed,3,short,128,MEASURED,8,64,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,watchdog_timeout_bug,fixed,4,short,128,MEASURED,8,64,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,watchdog_timeout_bug,fixed,5,short,128,MEASURED,8,64,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,watchdog_timeout_bug,fixed,1,medium,128,MEASURED,8,64,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,watchdog_timeout_bug,fixed,2,medium,128,MEASURED,8,64,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,watchdog_timeout_bug,fixed,3,medium,128,MEASURED,8,64,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,watchdog_timeout_bug,fixed,4,medium,128,MEASURED,8,64,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,watchdog_timeout_bug,fixed,5,medium,128,MEASURED,8,64,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,watchdog_timeout_bug,fixed,1,long,128,MEASURED,8,64,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,watchdog_timeout_bug,fixed,2,long,128,MEASURED,8,64,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,watchdog_timeout_bug,fixed,3,long,128,MEASURED,8,64,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,watchdog_timeout_bug,fixed,4,long,128,MEASURED,8,64,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,watchdog_timeout_bug,fixed,5,long,128,MEASURED,8,64,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,watchdog_timeout_bug,fixed,1,stress,128,MEASURED,8,64,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,watchdog_timeout_bug,fixed,2,stress,128,MEASURED,8,64,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,watchdog_timeout_bug,fixed,3,stress,128,MEASURED,8,64,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,watchdog_timeout_bug,fixed,4,stress,128,MEASURED,8,64,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,watchdog_timeout_bug,fixed,5,stress,128,MEASURED,8,64,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,watchdog_timeout_bug,no_failure_edge,1,smoke,128,MEASURED,2,16,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,watchdog_timeout_bug,no_failure_edge,2,smoke,128,MEASURED,2,16,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,watchdog_timeout_bug,no_failure_edge,3,smoke,128,MEASURED,2,16,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,watchdog_timeout_bug,no_failure_edge,4,smoke,128,MEASURED,2,16,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,watchdog_timeout_bug,no_failure_edge,5,smoke,128,MEASURED,2,16,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,watchdog_timeout_bug,no_failure_edge,1,short,128,MEASURED,2,16,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,watchdog_timeout_bug,no_failure_edge,2,short,128,MEASURED,2,16,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,watchdog_timeout_bug,no_failure_edge,3,short,128,MEASURED,2,16,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,watchdog_timeout_bug,no_failure_edge,4,short,128,MEASURED,2,16,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,watchdog_timeout_bug,no_failure_edge,5,short,128,MEASURED,2,16,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,watchdog_timeout_bug,no_failure_edge,1,medium,128,MEASURED,2,16,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,watchdog_timeout_bug,no_failure_edge,2,medium,128,MEASURED,2,16,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,watchdog_timeout_bug,no_failure_edge,3,medium,128,MEASURED,2,16,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,watchdog_timeout_bug,no_failure_edge,4,medium,128,MEASURED,2,16,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,watchdog_timeout_bug,no_failure_edge,5,medium,128,MEASURED,2,16,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,watchdog_timeout_bug,no_failure_edge,1,long,128,MEASURED,2,16,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,watchdog_timeout_bug,no_failure_edge,2,long,128,MEASURED,2,16,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,watchdog_timeout_bug,no_failure_edge,3,long,128,MEASURED,2,16,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,watchdog_timeout_bug,no_failure_edge,4,long,128,MEASURED,2,16,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,watchdog_timeout_bug,no_failure_edge,5,long,128,MEASURED,2,16,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,watchdog_timeout_bug,no_failure_edge,1,stress,128,MEASURED,2,16,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,watchdog_timeout_bug,no_failure_edge,2,stress,128,MEASURED,2,16,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,watchdog_timeout_bug,no_failure_edge,3,stress,128,MEASURED,2,16,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,watchdog_timeout_bug,no_failure_edge,4,stress,128,MEASURED,2,16,false,PASS,measured with current full-core simulator buffer depth 128
v2,hashed,watchdog_timeout_bug,no_failure_edge,5,stress,128,MEASURED,2,16,false,PASS,measured with current full-core simulator buffer depth 128
v2,full,sensor_threshold_bug,failing,1,smoke,128,MEASURED,43,344,false,PASS,measured with current full-core simulator buffer depth 128
v2,full,sensor_threshold_bug,failing,2,smoke,128,MEASURED,43,344,false,PASS,measured with current full-core simulator buffer depth 128
v2,full,sensor_threshold_bug,failing,3,smoke,128,MEASURED,43,344,false,PASS,measured with current full-core simulator buffer depth 128
v2,full,sensor_threshold_bug,failing,4,smoke,128,MEASURED,43,344,false,PASS,measured with current full-core simulator buffer depth 128
v2,full,sensor_threshold_bug,failing,5,smoke,128,MEASURED,43,344,false,PASS,measured with current full-core simulator buffer depth 128
v2,full,sensor_threshold_bug,failing,1,short,128,MEASURED,113,904,false,PASS,measured with current full-core simulator buffer depth 128
v2,full,sensor_threshold_bug,failing,2,short,128,MEASURED,113,904,false,PASS,measured with current full-core simulator buffer depth 128
v2,full,sensor_threshold_bug,failing,3,short,128,MEASURED,113,904,false,PASS,measured with current full-core simulator buffer depth 128
v2,full,sensor_threshold_bug,failing,4,short,128,MEASURED,113,904,false,PASS,measured with current full-core simulator buffer depth 128
v2,full,sensor_threshold_bug,failing,5,short,128,MEASURED,113,904,false,PASS,measured with current full-core simulator buffer depth 128
v2,full,sensor_threshold_bug,failing,1,medium,128,MEASURED,113,904,false,PASS,measured with current full-core simulator buffer depth 128
v2,full,sensor_threshold_bug,failing,2,medium,128,MEASURED,113,904,false,PASS,measured with current full-core simulator buffer depth 128
v2,full,sensor_threshold_bug,failing,3,medium,128,MEASURED,113,904,false,PASS,measured with current full-core simulator buffer depth 128
v2,full,sensor_threshold_bug,failing,4,medium,128,MEASURED,113,904,false,PASS,measured with current full-core simulator buffer depth 128
v2,full,sensor_threshold_bug,failing,5,medium,128,MEASURED,113,904,false,PASS,measured with current full-core simulator buffer depth 128
v2,full,sensor_threshold_bug,failing,1,long,128,MEASURED,113,904,false,PASS,measured with current full-core simulator buffer depth 128
v2,full,sensor_threshold_bug,failing,2,long,128,MEASURED,113,904,false,PASS,measured with current full-core simulator buffer depth 128
v2,full,sensor_threshold_bug,failing,3,long,128,MEASURED,113,904,false,PASS,measured with current full-core simulator buffer depth 128
v2,full,sensor_threshold_bug,failing,4,long,128,MEASURED,113,904,false,PASS,measured with current full-core simulator buffer depth 128
v2,full,sensor_threshold_bug,failing,5,long,128,MEASURED,113,904,false,PASS,measured with current full-core simulator buffer depth 128
