recorder_config,benchmark,variant,seed,workload_scale,cycles,commits,sim_wall_time_sec,cycle_overhead_pct,commit_overhead_pct,sim_wall_time_overhead_pct,notes
diagnostic,watchdog_timeout_bug,fixed,3,medium,50000,15975,0.054929,0.00,0.00,411.16,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=fixed seed=3 property=0 events=256 capsule_bytes=5376 cycles=50000 commits=15975 notes=""measured"""
full,watchdog_timeout_bug,fixed,3,medium,50000,15975,0.054745,0.00,0.00,409.45,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=fixed seed=3 property=0 events=256 capsule_bytes=5376 cycles=50000 commits=15975 notes=""measured"""
minimal,watchdog_timeout_bug,fixed,4,medium,50000,15975,0.053607,0.00,0.00,398.21,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=fixed seed=4 property=0 events=256 capsule_bytes=5376 cycles=50000 commits=15975 notes=""measured"""
core,watchdog_timeout_bug,fixed,4,medium,50000,15975,0.055330,0.00,0.00,414.22,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=fixed seed=4 property=0 events=256 capsule_bytes=5376 cycles=50000 commits=15975 notes=""measured"""
hashed,watchdog_timeout_bug,fixed,4,medium,50000,15975,0.054970,0.00,0.00,410.87,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=fixed seed=4 property=0 events=256 capsule_bytes=5376 cycles=50000 commits=15975 notes=""measured"""
diagnostic,watchdog_timeout_bug,fixed,4,medium,50000,15975,0.054797,0.00,0.00,409.27,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=fixed seed=4 property=0 events=256 capsule_bytes=5376 cycles=50000 commits=15975 notes=""measured"""
full,watchdog_timeout_bug,fixed,4,medium,50000,15975,0.054454,0.00,0.00,406.08,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=fixed seed=4 property=0 events=256 capsule_bytes=5376 cycles=50000 commits=15975 notes=""measured"""
minimal,watchdog_timeout_bug,fixed,5,medium,50000,15975,0.054022,0.00,0.00,400.11,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=fixed seed=5 property=0 events=256 capsule_bytes=5376 cycles=50000 commits=15975 notes=""measured"""
core,watchdog_timeout_bug,fixed,5,medium,50000,15975,0.054377,0.00,0.00,403.40,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=fixed seed=5 property=0 events=256 capsule_bytes=5376 cycles=50000 commits=15975 notes=""measured"""
hashed,watchdog_timeout_bug,fixed,5,medium,50000,15975,0.054652,0.00,0.00,405.94,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=fixed seed=5 property=0 events=256 capsule_bytes=5376 cycles=50000 commits=15975 notes=""measured"""
diagnostic,watchdog_timeout_bug,fixed,5,medium,50000,15975,0.055053,0.00,0.00,409.66,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=fixed seed=5 property=0 events=256 capsule_bytes=5376 cycles=50000 commits=15975 notes=""measured"""
full,watchdog_timeout_bug,fixed,5,medium,50000,15975,0.054146,0.00,0.00,401.26,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=fixed seed=5 property=0 events=256 capsule_bytes=5376 cycles=50000 commits=15975 notes=""measured"""
minimal,watchdog_timeout_bug,fixed,1,long,100000,30594,0.101004,0.00,0.00,554.59,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=fixed seed=1 property=0 events=256 capsule_bytes=5376 cycles=100000 commits=30594 notes=""measured"""
core,watchdog_timeout_bug,fixed,1,long,100000,30594,0.105436,0.00,0.00,583.32,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=fixed seed=1 property=0 events=256 capsule_bytes=5376 cycles=100000 commits=30594 notes=""measured"""
hashed,watchdog_timeout_bug,fixed,1,long,100000,30594,0.101317,0.00,0.00,556.62,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=fixed seed=1 property=0 events=256 capsule_bytes=5376 cycles=100000 commits=30594 notes=""measured"""
diagnostic,watchdog_timeout_bug,fixed,1,long,100000,30594,0.101409,0.00,0.00,557.22,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=fixed seed=1 property=0 events=256 capsule_bytes=5376 cycles=100000 commits=30594 notes=""measured"""
full,watchdog_timeout_bug,fixed,1,long,100000,30594,0.102786,0.00,0.00,566.14,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=fixed seed=1 property=0 events=256 capsule_bytes=5376 cycles=100000 commits=30594 notes=""measured"""
minimal,watchdog_timeout_bug,fixed,2,long,100000,30594,0.102183,0.00,0.00,589.45,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=fixed seed=2 property=0 events=256 capsule_bytes=5376 cycles=100000 commits=30594 notes=""measured"""
core,watchdog_timeout_bug,fixed,2,long,100000,30594,0.101186,0.00,0.00,582.72,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=fixed seed=2 property=0 events=256 capsule_bytes=5376 cycles=100000 commits=30594 notes=""measured"""
hashed,watchdog_timeout_bug,fixed,2,long,100000,30594,0.101816,0.00,0.00,586.97,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=fixed seed=2 property=0 events=256 capsule_bytes=5376 cycles=100000 commits=30594 notes=""measured"""
diagnostic,watchdog_timeout_bug,fixed,2,long,100000,30594,0.104824,0.00,0.00,607.27,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=fixed seed=2 property=0 events=256 capsule_bytes=5376 cycles=100000 commits=30594 notes=""measured"""
full,watchdog_timeout_bug,fixed,2,long,100000,30594,0.108781,0.00,0.00,633.97,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=fixed seed=2 property=0 events=256 capsule_bytes=5376 cycles=100000 commits=30594 notes=""measured"""
minimal,watchdog_timeout_bug,fixed,3,long,100000,30594,0.102365,0.00,0.00,565.57,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=fixed seed=3 property=0 events=256 capsule_bytes=5376 cycles=100000 commits=30594 notes=""measured"""
core,watchdog_timeout_bug,fixed,3,long,100000,30594,0.100680,0.00,0.00,554.62,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=fixed seed=3 property=0 events=256 capsule_bytes=5376 cycles=100000 commits=30594 notes=""measured"""
hashed,watchdog_timeout_bug,fixed,3,long,100000,30594,0.102125,0.00,0.00,564.01,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=fixed seed=3 property=0 events=256 capsule_bytes=5376 cycles=100000 commits=30594 notes=""measured"""
diagnostic,watchdog_timeout_bug,fixed,3,long,100000,30594,0.103121,0.00,0.00,570.49,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=fixed seed=3 property=0 events=256 capsule_bytes=5376 cycles=100000 commits=30594 notes=""measured"""
full,watchdog_timeout_bug,fixed,3,long,100000,30594,0.101177,0.00,0.00,557.85,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=fixed seed=3 property=0 events=256 capsule_bytes=5376 cycles=100000 commits=30594 notes=""measured"""
minimal,watchdog_timeout_bug,fixed,4,long,100000,30594,0.100419,0.00,0.00,594.12,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=fixed seed=4 property=0 events=256 capsule_bytes=5376 cycles=100000 commits=30594 notes=""measured"""
core,watchdog_timeout_bug,fixed,4,long,100000,30594,0.102864,0.00,0.00,611.03,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=fixed seed=4 property=0 events=256 capsule_bytes=5376 cycles=100000 commits=30594 notes=""measured"""
hashed,watchdog_timeout_bug,fixed,4,long,100000,30594,0.101551,0.00,0.00,601.95,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=fixed seed=4 property=0 events=256 capsule_bytes=5376 cycles=100000 commits=30594 notes=""measured"""
diagnostic,watchdog_timeout_bug,fixed,4,long,100000,30594,0.103400,0.00,0.00,614.73,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=fixed seed=4 property=0 events=256 capsule_bytes=5376 cycles=100000 commits=30594 notes=""measured"""
full,watchdog_timeout_bug,fixed,4,long,100000,30594,0.100714,0.00,0.00,596.16,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=fixed seed=4 property=0 events=256 capsule_bytes=5376 cycles=100000 commits=30594 notes=""measured"""
minimal,watchdog_timeout_bug,fixed,5,long,100000,30594,0.101200,0.00,0.00,583.23,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=fixed seed=5 property=0 events=256 capsule_bytes=5376 cycles=100000 commits=30594 notes=""measured"""
core,watchdog_timeout_bug,fixed,5,long,100000,30594,0.102525,0.00,0.00,592.18,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=fixed seed=5 property=0 events=256 capsule_bytes=5376 cycles=100000 commits=30594 notes=""measured"""
hashed,watchdog_timeout_bug,fixed,5,long,100000,30594,0.101781,0.00,0.00,587.15,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=fixed seed=5 property=0 events=256 capsule_bytes=5376 cycles=100000 commits=30594 notes=""measured"""
diagnostic,watchdog_timeout_bug,fixed,5,long,100000,30594,0.102251,0.00,0.00,590.33,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=fixed seed=5 property=0 events=256 capsule_bytes=5376 cycles=100000 commits=30594 notes=""measured"""
full,watchdog_timeout_bug,fixed,5,long,100000,30594,0.101248,0.00,0.00,583.55,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=fixed seed=5 property=0 events=256 capsule_bytes=5376 cycles=100000 commits=30594 notes=""measured"""
minimal,watchdog_timeout_bug,fixed,1,stress,200000,55735,0.194729,0.00,0.00,743.53,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=fixed seed=1 property=0 events=256 capsule_bytes=5376 cycles=200000 commits=55735 notes=""measured"""
core,watchdog_timeout_bug,fixed,1,stress,200000,55735,0.196617,0.00,0.00,751.71,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=fixed seed=1 property=0 events=256 capsule_bytes=5376 cycles=200000 commits=55735 notes=""measured"""
hashed,watchdog_timeout_bug,fixed,1,stress,200000,55735,0.200347,0.00,0.00,767.87,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=fixed seed=1 property=0 events=256 capsule_bytes=5376 cycles=200000 commits=55735 notes=""measured"""
diagnostic,watchdog_timeout_bug,fixed,1,stress,200000,55735,0.199266,0.00,0.00,763.18,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=fixed seed=1 property=0 events=256 capsule_bytes=5376 cycles=200000 commits=55735 notes=""measured"""
full,watchdog_timeout_bug,fixed,1,stress,200000,55735,0.195614,0.00,0.00,747.36,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=fixed seed=1 property=0 events=256 capsule_bytes=5376 cycles=200000 commits=55735 notes=""measured"""
minimal,watchdog_timeout_bug,fixed,2,stress,200000,55735,0.194967,0.00,0.00,744.23,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=fixed seed=2 property=0 events=256 capsule_bytes=5376 cycles=200000 commits=55735 notes=""measured"""
core,watchdog_timeout_bug,fixed,2,stress,200000,55735,0.194764,0.00,0.00,743.35,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=fixed seed=2 property=0 events=256 capsule_bytes=5376 cycles=200000 commits=55735 notes=""measured"""
hashed,watchdog_timeout_bug,fixed,2,stress,200000,55735,0.196641,0.00,0.00,751.48,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=fixed seed=2 property=0 events=256 capsule_bytes=5376 cycles=200000 commits=55735 notes=""measured"""
diagnostic,watchdog_timeout_bug,fixed,2,stress,200000,55735,0.200669,0.00,0.00,768.92,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=fixed seed=2 property=0 events=256 capsule_bytes=5376 cycles=200000 commits=55735 notes=""measured"""
full,watchdog_timeout_bug,fixed,2,stress,200000,55735,0.198302,0.00,0.00,758.67,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=fixed seed=2 property=0 events=256 capsule_bytes=5376 cycles=200000 commits=55735 notes=""measured"""
minimal,watchdog_timeout_bug,fixed,3,stress,200000,55735,0.196835,0.00,0.00,731.19,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=fixed seed=3 property=0 events=256 capsule_bytes=5376 cycles=200000 commits=55735 notes=""measured"""
core,watchdog_timeout_bug,fixed,3,stress,200000,55735,0.195623,0.00,0.00,726.08,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=fixed seed=3 property=0 events=256 capsule_bytes=5376 cycles=200000 commits=55735 notes=""measured"""
hashed,watchdog_timeout_bug,fixed,3,stress,200000,55735,0.194143,0.00,0.00,719.83,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=fixed seed=3 property=0 events=256 capsule_bytes=5376 cycles=200000 commits=55735 notes=""measured"""
diagnostic,watchdog_timeout_bug,fixed,3,stress,200000,55735,0.197004,0.00,0.00,731.91,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=fixed seed=3 property=0 events=256 capsule_bytes=5376 cycles=200000 commits=55735 notes=""measured"""
full,watchdog_timeout_bug,fixed,3,stress,200000,55735,0.195806,0.00,0.00,726.85,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=fixed seed=3 property=0 events=256 capsule_bytes=5376 cycles=200000 commits=55735 notes=""measured"""
minimal,watchdog_timeout_bug,fixed,4,stress,200000,55735,0.196578,0.00,0.00,769.58,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=fixed seed=4 property=0 events=256 capsule_bytes=5376 cycles=200000 commits=55735 notes=""measured"""
core,watchdog_timeout_bug,fixed,4,stress,200000,55735,0.193875,0.00,0.00,757.63,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=fixed seed=4 property=0 events=256 capsule_bytes=5376 cycles=200000 commits=55735 notes=""measured"""
hashed,watchdog_timeout_bug,fixed,4,stress,200000,55735,0.196576,0.00,0.00,769.57,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=fixed seed=4 property=0 events=256 capsule_bytes=5376 cycles=200000 commits=55735 notes=""measured"""
diagnostic,watchdog_timeout_bug,fixed,4,stress,200000,55735,0.197037,0.00,0.00,771.61,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=fixed seed=4 property=0 events=256 capsule_bytes=5376 cycles=200000 commits=55735 notes=""measured"""
full,watchdog_timeout_bug,fixed,4,stress,200000,55735,0.198259,0.00,0.00,777.02,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=fixed seed=4 property=0 events=256 capsule_bytes=5376 cycles=200000 commits=55735 notes=""measured"""
minimal,watchdog_timeout_bug,fixed,5,stress,200000,55735,0.195836,0.00,0.00,733.70,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=fixed seed=5 property=0 events=256 capsule_bytes=5376 cycles=200000 commits=55735 notes=""measured"""
core,watchdog_timeout_bug,fixed,5,stress,200000,55735,0.197191,0.00,0.00,739.47,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=fixed seed=5 property=0 events=256 capsule_bytes=5376 cycles=200000 commits=55735 notes=""measured"""
hashed,watchdog_timeout_bug,fixed,5,stress,200000,55735,0.202260,0.00,0.00,761.05,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=fixed seed=5 property=0 events=256 capsule_bytes=5376 cycles=200000 commits=55735 notes=""measured"""
diagnostic,watchdog_timeout_bug,fixed,5,stress,200000,55735,0.193703,0.00,0.00,724.62,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=fixed seed=5 property=0 events=256 capsule_bytes=5376 cycles=200000 commits=55735 notes=""measured"""
full,watchdog_timeout_bug,fixed,5,stress,200000,55735,0.195885,0.00,0.00,733.91,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=fixed seed=5 property=0 events=256 capsule_bytes=5376 cycles=200000 commits=55735 notes=""measured"""
minimal,watchdog_timeout_bug,no_failure_edge,1,smoke,5000,1660,0.011346,0.00,0.00,-18.86,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=no_failure_edge seed=1 property=0 events=256 capsule_bytes=5376 cycles=5000 commits=1660 notes=""measured"""
core,watchdog_timeout_bug,no_failure_edge,1,smoke,5000,1660,0.011591,0.00,0.00,-17.11,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=no_failure_edge seed=1 property=0 events=256 capsule_bytes=5376 cycles=5000 commits=1660 notes=""measured"""
hashed,watchdog_timeout_bug,no_failure_edge,1,smoke,5000,1660,0.012267,0.00,0.00,-12.28,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=no_failure_edge seed=1 property=0 events=256 capsule_bytes=5376 cycles=5000 commits=1660 notes=""measured"""
diagnostic,watchdog_timeout_bug,no_failure_edge,1,smoke,5000,1660,0.011714,0.00,0.00,-16.23,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=no_failure_edge seed=1 property=0 events=256 capsule_bytes=5376 cycles=5000 commits=1660 notes=""measured"""
full,watchdog_timeout_bug,no_failure_edge,1,smoke,5000,1660,0.012548,0.00,0.00,-10.27,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=no_failure_edge seed=1 property=0 events=256 capsule_bytes=5376 cycles=5000 commits=1660 notes=""measured"""
minimal,watchdog_timeout_bug,no_failure_edge,2,smoke,5000,1660,0.011116,0.00,0.00,48.47,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=no_failure_edge seed=2 property=0 events=256 capsule_bytes=5376 cycles=5000 commits=1660 notes=""measured"""
