architecture,recorder_config,benchmark,variant,seed,workload_scale,baseline,bytes,events,measured_or_estimated,replay_success,property_match,final_signature_match,event_match,reduction_vs_full_instruction_pct,reduction_vs_full_commit_pct,reduction_vs_snapshot_pct,diagnostic_context_available,notes
v1,full,interrupt_race_bug,failing,3,long,v1_replaycapsule_full,5376,256,measured,false,FAIL,FAIL,FAIL,86.92,93.46,-31.25,true,MEASURED from workload_scaling capsule_bytes
v2,minimal,interrupt_race_bug,failing,3,long,v2_minimal,264,31,estimated,NA,NA,NA,NA,99.36,99.68,93.55,false,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,core,interrupt_race_bug,failing,3,long,v2_core,736,90,estimated,NA,NA,NA,NA,98.21,99.10,82.03,false,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,hashed,interrupt_race_bug,failing,3,long,v2_hashed,736,90,estimated,NA,NA,NA,NA,98.21,99.10,82.03,false,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,diagnostic,interrupt_race_bug,failing,3,long,v2_diagnostic,2020,167,estimated,NA,NA,NA,NA,95.09,97.54,50.68,true,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,full,interrupt_race_bug,failing,3,long,v2_full,4112,256,estimated,NA,NA,NA,NA,90.00,95.00,-0.39,true,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
baseline,trace_or_snapshot,interrupt_race_bug,failing,4,long,full_instruction_trace,41104,5138,estimated,NA,NA,NA,NA,0.00,50.00,-903.52,false,ESTIMATED formula=commits*(pc+instruction=8B)
baseline,trace_or_snapshot,interrupt_race_bug,failing,4,long,full_commit_trace,82208,5138,estimated,NA,NA,NA,NA,-100.00,0.00,-1907.03,false,ESTIMATED formula=commits*(pc+instruction+digest=16B)
baseline,trace_or_snapshot,interrupt_race_bug,failing,4,long,pc_only_trace,20552,5138,estimated,NA,NA,NA,NA,50.00,75.00,-401.76,false,ESTIMATED formula=commits*pc32
baseline,trace_or_snapshot,interrupt_race_bug,failing,4,long,branch_trace,7704,642,estimated,NA,NA,NA,NA,81.26,90.63,-88.09,false,ESTIMATED branch trace proxy
baseline,trace_or_snapshot,interrupt_race_bug,failing,4,long,load_store_trace,1536,128,estimated,NA,NA,NA,NA,96.26,98.13,62.50,false,ESTIMATED load/store trace proxy
baseline,trace_or_snapshot,interrupt_race_bug,failing,4,long,mmio_only_trace,768,64,estimated,NA,NA,NA,NA,98.13,99.07,81.25,false,ESTIMATED MMIO-only trace proxy
baseline,trace_or_snapshot,interrupt_race_bug,failing,4,long,interrupt_only_trace,192,16,estimated,NA,NA,NA,NA,99.53,99.77,95.31,false,ESTIMATED interrupt-only trace proxy
baseline,trace_or_snapshot,interrupt_race_bug,failing,4,long,interrupt_plus_mmio_trace,1020,85,estimated,NA,NA,NA,NA,97.52,98.76,75.10,false,ESTIMATED interrupt+MMIO trace proxy
baseline,trace_or_snapshot,interrupt_race_bug,failing,4,long,snapshot_at_failure,4096,1,estimated,NA,NA,NA,NA,90.04,95.02,0.00,true,ESTIMATED fixed 4KiB state snapshot
v1,full,interrupt_race_bug,failing,4,long,v1_replaycapsule_full,5376,256,measured,false,FAIL,FAIL,FAIL,86.92,93.46,-31.25,true,MEASURED from workload_scaling capsule_bytes
v2,minimal,interrupt_race_bug,failing,4,long,v2_minimal,264,31,estimated,NA,NA,NA,NA,99.36,99.68,93.55,false,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,core,interrupt_race_bug,failing,4,long,v2_core,736,90,estimated,NA,NA,NA,NA,98.21,99.10,82.03,false,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,hashed,interrupt_race_bug,failing,4,long,v2_hashed,736,90,estimated,NA,NA,NA,NA,98.21,99.10,82.03,false,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,diagnostic,interrupt_race_bug,failing,4,long,v2_diagnostic,2020,167,estimated,NA,NA,NA,NA,95.09,97.54,50.68,true,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,full,interrupt_race_bug,failing,4,long,v2_full,4112,256,estimated,NA,NA,NA,NA,90.00,95.00,-0.39,true,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
baseline,trace_or_snapshot,interrupt_race_bug,failing,5,long,full_instruction_trace,41104,5138,estimated,NA,NA,NA,NA,0.00,50.00,-903.52,false,ESTIMATED formula=commits*(pc+instruction=8B)
baseline,trace_or_snapshot,interrupt_race_bug,failing,5,long,full_commit_trace,82208,5138,estimated,NA,NA,NA,NA,-100.00,0.00,-1907.03,false,ESTIMATED formula=commits*(pc+instruction+digest=16B)
baseline,trace_or_snapshot,interrupt_race_bug,failing,5,long,pc_only_trace,20552,5138,estimated,NA,NA,NA,NA,50.00,75.00,-401.76,false,ESTIMATED formula=commits*pc32
baseline,trace_or_snapshot,interrupt_race_bug,failing,5,long,branch_trace,7704,642,estimated,NA,NA,NA,NA,81.26,90.63,-88.09,false,ESTIMATED branch trace proxy
baseline,trace_or_snapshot,interrupt_race_bug,failing,5,long,load_store_trace,1536,128,estimated,NA,NA,NA,NA,96.26,98.13,62.50,false,ESTIMATED load/store trace proxy
baseline,trace_or_snapshot,interrupt_race_bug,failing,5,long,mmio_only_trace,768,64,estimated,NA,NA,NA,NA,98.13,99.07,81.25,false,ESTIMATED MMIO-only trace proxy
baseline,trace_or_snapshot,interrupt_race_bug,failing,5,long,interrupt_only_trace,192,16,estimated,NA,NA,NA,NA,99.53,99.77,95.31,false,ESTIMATED interrupt-only trace proxy
baseline,trace_or_snapshot,interrupt_race_bug,failing,5,long,interrupt_plus_mmio_trace,1020,85,estimated,NA,NA,NA,NA,97.52,98.76,75.10,false,ESTIMATED interrupt+MMIO trace proxy
baseline,trace_or_snapshot,interrupt_race_bug,failing,5,long,snapshot_at_failure,4096,1,estimated,NA,NA,NA,NA,90.04,95.02,0.00,true,ESTIMATED fixed 4KiB state snapshot
v1,full,interrupt_race_bug,failing,5,long,v1_replaycapsule_full,5376,256,measured,false,FAIL,FAIL,FAIL,86.92,93.46,-31.25,true,MEASURED from workload_scaling capsule_bytes
v2,minimal,interrupt_race_bug,failing,5,long,v2_minimal,264,31,estimated,NA,NA,NA,NA,99.36,99.68,93.55,false,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,core,interrupt_race_bug,failing,5,long,v2_core,736,90,estimated,NA,NA,NA,NA,98.21,99.10,82.03,false,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,hashed,interrupt_race_bug,failing,5,long,v2_hashed,736,90,estimated,NA,NA,NA,NA,98.21,99.10,82.03,false,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,diagnostic,interrupt_race_bug,failing,5,long,v2_diagnostic,2020,167,estimated,NA,NA,NA,NA,95.09,97.54,50.68,true,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,full,interrupt_race_bug,failing,5,long,v2_full,4112,256,estimated,NA,NA,NA,NA,90.00,95.00,-0.39,true,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
baseline,trace_or_snapshot,interrupt_race_bug,failing,1,stress,full_instruction_trace,163984,20498,estimated,NA,NA,NA,NA,0.00,50.00,-3903.52,false,ESTIMATED formula=commits*(pc+instruction=8B)
baseline,trace_or_snapshot,interrupt_race_bug,failing,1,stress,full_commit_trace,327968,20498,estimated,NA,NA,NA,NA,-100.00,0.00,-7907.03,false,ESTIMATED formula=commits*(pc+instruction+digest=16B)
baseline,trace_or_snapshot,interrupt_race_bug,failing,1,stress,pc_only_trace,81992,20498,estimated,NA,NA,NA,NA,50.00,75.00,-1901.76,false,ESTIMATED formula=commits*pc32
baseline,trace_or_snapshot,interrupt_race_bug,failing,1,stress,branch_trace,30744,2562,estimated,NA,NA,NA,NA,81.25,90.63,-650.59,false,ESTIMATED branch trace proxy
baseline,trace_or_snapshot,interrupt_race_bug,failing,1,stress,load_store_trace,1536,128,estimated,NA,NA,NA,NA,99.06,99.53,62.50,false,ESTIMATED load/store trace proxy
baseline,trace_or_snapshot,interrupt_race_bug,failing,1,stress,mmio_only_trace,768,64,estimated,NA,NA,NA,NA,99.53,99.77,81.25,false,ESTIMATED MMIO-only trace proxy
baseline,trace_or_snapshot,interrupt_race_bug,failing,1,stress,interrupt_only_trace,192,16,estimated,NA,NA,NA,NA,99.88,99.94,95.31,false,ESTIMATED interrupt-only trace proxy
baseline,trace_or_snapshot,interrupt_race_bug,failing,1,stress,interrupt_plus_mmio_trace,1020,85,estimated,NA,NA,NA,NA,99.38,99.69,75.10,false,ESTIMATED interrupt+MMIO trace proxy
baseline,trace_or_snapshot,interrupt_race_bug,failing,1,stress,snapshot_at_failure,4096,1,estimated,NA,NA,NA,NA,97.50,98.75,0.00,true,ESTIMATED fixed 4KiB state snapshot
v1,full,interrupt_race_bug,failing,1,stress,v1_replaycapsule_full,5376,256,measured,false,FAIL,FAIL,FAIL,96.72,98.36,-31.25,true,MEASURED from workload_scaling capsule_bytes
v2,minimal,interrupt_race_bug,failing,1,stress,v2_minimal,264,31,estimated,NA,NA,NA,NA,99.84,99.92,93.55,false,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,core,interrupt_race_bug,failing,1,stress,v2_core,736,90,estimated,NA,NA,NA,NA,99.55,99.78,82.03,false,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,hashed,interrupt_race_bug,failing,1,stress,v2_hashed,736,90,estimated,NA,NA,NA,NA,99.55,99.78,82.03,false,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,diagnostic,interrupt_race_bug,failing,1,stress,v2_diagnostic,2020,167,estimated,NA,NA,NA,NA,98.77,99.38,50.68,true,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,full,interrupt_race_bug,failing,1,stress,v2_full,4112,256,estimated,NA,NA,NA,NA,97.49,98.75,-0.39,true,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
baseline,trace_or_snapshot,interrupt_race_bug,failing,2,stress,full_instruction_trace,163984,20498,estimated,NA,NA,NA,NA,0.00,50.00,-3903.52,false,ESTIMATED formula=commits*(pc+instruction=8B)
baseline,trace_or_snapshot,interrupt_race_bug,failing,2,stress,full_commit_trace,327968,20498,estimated,NA,NA,NA,NA,-100.00,0.00,-7907.03,false,ESTIMATED formula=commits*(pc+instruction+digest=16B)
baseline,trace_or_snapshot,interrupt_race_bug,failing,2,stress,pc_only_trace,81992,20498,estimated,NA,NA,NA,NA,50.00,75.00,-1901.76,false,ESTIMATED formula=commits*pc32
baseline,trace_or_snapshot,interrupt_race_bug,failing,2,stress,branch_trace,30744,2562,estimated,NA,NA,NA,NA,81.25,90.63,-650.59,false,ESTIMATED branch trace proxy
baseline,trace_or_snapshot,interrupt_race_bug,failing,2,stress,load_store_trace,1536,128,estimated,NA,NA,NA,NA,99.06,99.53,62.50,false,ESTIMATED load/store trace proxy
baseline,trace_or_snapshot,interrupt_race_bug,failing,2,stress,mmio_only_trace,768,64,estimated,NA,NA,NA,NA,99.53,99.77,81.25,false,ESTIMATED MMIO-only trace proxy
baseline,trace_or_snapshot,interrupt_race_bug,failing,2,stress,interrupt_only_trace,192,16,estimated,NA,NA,NA,NA,99.88,99.94,95.31,false,ESTIMATED interrupt-only trace proxy
baseline,trace_or_snapshot,interrupt_race_bug,failing,2,stress,interrupt_plus_mmio_trace,1020,85,estimated,NA,NA,NA,NA,99.38,99.69,75.10,false,ESTIMATED interrupt+MMIO trace proxy
baseline,trace_or_snapshot,interrupt_race_bug,failing,2,stress,snapshot_at_failure,4096,1,estimated,NA,NA,NA,NA,97.50,98.75,0.00,true,ESTIMATED fixed 4KiB state snapshot
v1,full,interrupt_race_bug,failing,2,stress,v1_replaycapsule_full,5376,256,measured,false,FAIL,FAIL,FAIL,96.72,98.36,-31.25,true,MEASURED from workload_scaling capsule_bytes
v2,minimal,interrupt_race_bug,failing,2,stress,v2_minimal,264,31,estimated,NA,NA,NA,NA,99.84,99.92,93.55,false,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,core,interrupt_race_bug,failing,2,stress,v2_core,736,90,estimated,NA,NA,NA,NA,99.55,99.78,82.03,false,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,hashed,interrupt_race_bug,failing,2,stress,v2_hashed,736,90,estimated,NA,NA,NA,NA,99.55,99.78,82.03,false,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,diagnostic,interrupt_race_bug,failing,2,stress,v2_diagnostic,2020,167,estimated,NA,NA,NA,NA,98.77,99.38,50.68,true,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,full,interrupt_race_bug,failing,2,stress,v2_full,4112,256,estimated,NA,NA,NA,NA,97.49,98.75,-0.39,true,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
baseline,trace_or_snapshot,interrupt_race_bug,failing,3,stress,full_instruction_trace,163984,20498,estimated,NA,NA,NA,NA,0.00,50.00,-3903.52,false,ESTIMATED formula=commits*(pc+instruction=8B)
baseline,trace_or_snapshot,interrupt_race_bug,failing,3,stress,full_commit_trace,327968,20498,estimated,NA,NA,NA,NA,-100.00,0.00,-7907.03,false,ESTIMATED formula=commits*(pc+instruction+digest=16B)
baseline,trace_or_snapshot,interrupt_race_bug,failing,3,stress,pc_only_trace,81992,20498,estimated,NA,NA,NA,NA,50.00,75.00,-1901.76,false,ESTIMATED formula=commits*pc32
baseline,trace_or_snapshot,interrupt_race_bug,failing,3,stress,branch_trace,30744,2562,estimated,NA,NA,NA,NA,81.25,90.63,-650.59,false,ESTIMATED branch trace proxy
baseline,trace_or_snapshot,interrupt_race_bug,failing,3,stress,load_store_trace,1536,128,estimated,NA,NA,NA,NA,99.06,99.53,62.50,false,ESTIMATED load/store trace proxy
baseline,trace_or_snapshot,interrupt_race_bug,failing,3,stress,mmio_only_trace,768,64,estimated,NA,NA,NA,NA,99.53,99.77,81.25,false,ESTIMATED MMIO-only trace proxy
baseline,trace_or_snapshot,interrupt_race_bug,failing,3,stress,interrupt_only_trace,192,16,estimated,NA,NA,NA,NA,99.88,99.94,95.31,false,ESTIMATED interrupt-only trace proxy
baseline,trace_or_snapshot,interrupt_race_bug,failing,3,stress,interrupt_plus_mmio_trace,1020,85,estimated,NA,NA,NA,NA,99.38,99.69,75.10,false,ESTIMATED interrupt+MMIO trace proxy
baseline,trace_or_snapshot,interrupt_race_bug,failing,3,stress,snapshot_at_failure,4096,1,estimated,NA,NA,NA,NA,97.50,98.75,0.00,true,ESTIMATED fixed 4KiB state snapshot
v1,full,interrupt_race_bug,failing,3,stress,v1_replaycapsule_full,5376,256,measured,false,FAIL,FAIL,FAIL,96.72,98.36,-31.25,true,MEASURED from workload_scaling capsule_bytes
v2,minimal,interrupt_race_bug,failing,3,stress,v2_minimal,264,31,estimated,NA,NA,NA,NA,99.84,99.92,93.55,false,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,core,interrupt_race_bug,failing,3,stress,v2_core,736,90,estimated,NA,NA,NA,NA,99.55,99.78,82.03,false,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,hashed,interrupt_race_bug,failing,3,stress,v2_hashed,736,90,estimated,NA,NA,NA,NA,99.55,99.78,82.03,false,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,diagnostic,interrupt_race_bug,failing,3,stress,v2_diagnostic,2020,167,estimated,NA,NA,NA,NA,98.77,99.38,50.68,true,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,full,interrupt_race_bug,failing,3,stress,v2_full,4112,256,estimated,NA,NA,NA,NA,97.49,98.75,-0.39,true,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
baseline,trace_or_snapshot,interrupt_race_bug,failing,4,stress,full_instruction_trace,163984,20498,estimated,NA,NA,NA,NA,0.00,50.00,-3903.52,false,ESTIMATED formula=commits*(pc+instruction=8B)
baseline,trace_or_snapshot,interrupt_race_bug,failing,4,stress,full_commit_trace,327968,20498,estimated,NA,NA,NA,NA,-100.00,0.00,-7907.03,false,ESTIMATED formula=commits*(pc+instruction+digest=16B)
baseline,trace_or_snapshot,interrupt_race_bug,failing,4,stress,pc_only_trace,81992,20498,estimated,NA,NA,NA,NA,50.00,75.00,-1901.76,false,ESTIMATED formula=commits*pc32
baseline,trace_or_snapshot,interrupt_race_bug,failing,4,stress,branch_trace,30744,2562,estimated,NA,NA,NA,NA,81.25,90.63,-650.59,false,ESTIMATED branch trace proxy
baseline,trace_or_snapshot,interrupt_race_bug,failing,4,stress,load_store_trace,1536,128,estimated,NA,NA,NA,NA,99.06,99.53,62.50,false,ESTIMATED load/store trace proxy
baseline,trace_or_snapshot,interrupt_race_bug,failing,4,stress,mmio_only_trace,768,64,estimated,NA,NA,NA,NA,99.53,99.77,81.25,false,ESTIMATED MMIO-only trace proxy
baseline,trace_or_snapshot,interrupt_race_bug,failing,4,stress,interrupt_only_trace,192,16,estimated,NA,NA,NA,NA,99.88,99.94,95.31,false,ESTIMATED interrupt-only trace proxy
baseline,trace_or_snapshot,interrupt_race_bug,failing,4,stress,interrupt_plus_mmio_trace,1020,85,estimated,NA,NA,NA,NA,99.38,99.69,75.10,false,ESTIMATED interrupt+MMIO trace proxy
baseline,trace_or_snapshot,interrupt_race_bug,failing,4,stress,snapshot_at_failure,4096,1,estimated,NA,NA,NA,NA,97.50,98.75,0.00,true,ESTIMATED fixed 4KiB state snapshot
v1,full,interrupt_race_bug,failing,4,stress,v1_replaycapsule_full,5376,256,measured,false,FAIL,FAIL,FAIL,96.72,98.36,-31.25,true,MEASURED from workload_scaling capsule_bytes
v2,minimal,interrupt_race_bug,failing,4,stress,v2_minimal,264,31,estimated,NA,NA,NA,NA,99.84,99.92,93.55,false,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,core,interrupt_race_bug,failing,4,stress,v2_core,736,90,estimated,NA,NA,NA,NA,99.55,99.78,82.03,false,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,hashed,interrupt_race_bug,failing,4,stress,v2_hashed,736,90,estimated,NA,NA,NA,NA,99.55,99.78,82.03,false,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,diagnostic,interrupt_race_bug,failing,4,stress,v2_diagnostic,2020,167,estimated,NA,NA,NA,NA,98.77,99.38,50.68,true,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,full,interrupt_race_bug,failing,4,stress,v2_full,4112,256,estimated,NA,NA,NA,NA,97.49,98.75,-0.39,true,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
baseline,trace_or_snapshot,interrupt_race_bug,failing,5,stress,full_instruction_trace,163984,20498,estimated,NA,NA,NA,NA,0.00,50.00,-3903.52,false,ESTIMATED formula=commits*(pc+instruction=8B)
baseline,trace_or_snapshot,interrupt_race_bug,failing,5,stress,full_commit_trace,327968,20498,estimated,NA,NA,NA,NA,-100.00,0.00,-7907.03,false,ESTIMATED formula=commits*(pc+instruction+digest=16B)
baseline,trace_or_snapshot,interrupt_race_bug,failing,5,stress,pc_only_trace,81992,20498,estimated,NA,NA,NA,NA,50.00,75.00,-1901.76,false,ESTIMATED formula=commits*pc32
baseline,trace_or_snapshot,interrupt_race_bug,failing,5,stress,branch_trace,30744,2562,estimated,NA,NA,NA,NA,81.25,90.63,-650.59,false,ESTIMATED branch trace proxy
baseline,trace_or_snapshot,interrupt_race_bug,failing,5,stress,load_store_trace,1536,128,estimated,NA,NA,NA,NA,99.06,99.53,62.50,false,ESTIMATED load/store trace proxy
baseline,trace_or_snapshot,interrupt_race_bug,failing,5,stress,mmio_only_trace,768,64,estimated,NA,NA,NA,NA,99.53,99.77,81.25,false,ESTIMATED MMIO-only trace proxy
baseline,trace_or_snapshot,interrupt_race_bug,failing,5,stress,interrupt_only_trace,192,16,estimated,NA,NA,NA,NA,99.88,99.94,95.31,false,ESTIMATED interrupt-only trace proxy
baseline,trace_or_snapshot,interrupt_race_bug,failing,5,stress,interrupt_plus_mmio_trace,1020,85,estimated,NA,NA,NA,NA,99.38,99.69,75.10,false,ESTIMATED interrupt+MMIO trace proxy
baseline,trace_or_snapshot,interrupt_race_bug,failing,5,stress,snapshot_at_failure,4096,1,estimated,NA,NA,NA,NA,97.50,98.75,0.00,true,ESTIMATED fixed 4KiB state snapshot
v1,full,interrupt_race_bug,failing,5,stress,v1_replaycapsule_full,5376,256,measured,false,FAIL,FAIL,FAIL,96.72,98.36,-31.25,true,MEASURED from workload_scaling capsule_bytes
v2,minimal,interrupt_race_bug,failing,5,stress,v2_minimal,264,31,estimated,NA,NA,NA,NA,99.84,99.92,93.55,false,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,core,interrupt_race_bug,failing,5,stress,v2_core,736,90,estimated,NA,NA,NA,NA,99.55,99.78,82.03,false,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,hashed,interrupt_race_bug,failing,5,stress,v2_hashed,736,90,estimated,NA,NA,NA,NA,99.55,99.78,82.03,false,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,diagnostic,interrupt_race_bug,failing,5,stress,v2_diagnostic,2020,167,estimated,NA,NA,NA,NA,98.77,99.38,50.68,true,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,full,interrupt_race_bug,failing,5,stress,v2_full,4112,256,estimated,NA,NA,NA,NA,97.49,98.75,-0.39,true,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
baseline,trace_or_snapshot,interrupt_race_bug,fixed,1,smoke,full_instruction_trace,13280,1660,estimated,NA,NA,NA,NA,0.00,50.00,-224.22,false,ESTIMATED formula=commits*(pc+instruction=8B)
baseline,trace_or_snapshot,interrupt_race_bug,fixed,1,smoke,full_commit_trace,26560,1660,estimated,NA,NA,NA,NA,-100.00,0.00,-548.44,false,ESTIMATED formula=commits*(pc+instruction+digest=16B)
baseline,trace_or_snapshot,interrupt_race_bug,fixed,1,smoke,pc_only_trace,6640,1660,estimated,NA,NA,NA,NA,50.00,75.00,-62.11,false,ESTIMATED formula=commits*pc32
baseline,trace_or_snapshot,interrupt_race_bug,fixed,1,smoke,branch_trace,2484,207,estimated,NA,NA,NA,NA,81.30,90.65,39.36,false,ESTIMATED branch trace proxy
baseline,trace_or_snapshot,interrupt_race_bug,fixed,1,smoke,load_store_trace,1536,128,estimated,NA,NA,NA,NA,88.43,94.22,62.50,false,ESTIMATED load/store trace proxy
baseline,trace_or_snapshot,interrupt_race_bug,fixed,1,smoke,mmio_only_trace,768,64,estimated,NA,NA,NA,NA,94.22,97.11,81.25,false,ESTIMATED MMIO-only trace proxy
baseline,trace_or_snapshot,interrupt_race_bug,fixed,1,smoke,interrupt_only_trace,192,16,estimated,NA,NA,NA,NA,98.55,99.28,95.31,false,ESTIMATED interrupt-only trace proxy
baseline,trace_or_snapshot,interrupt_race_bug,fixed,1,smoke,interrupt_plus_mmio_trace,1020,85,estimated,NA,NA,NA,NA,92.32,96.16,75.10,false,ESTIMATED interrupt+MMIO trace proxy
baseline,trace_or_snapshot,interrupt_race_bug,fixed,1,smoke,snapshot_at_failure,4096,1,estimated,NA,NA,NA,NA,69.16,84.58,0.00,true,ESTIMATED fixed 4KiB state snapshot
v1,full,interrupt_race_bug,fixed,1,smoke,v1_replaycapsule_full,5376,256,measured,true,PASS,PASS,PASS,59.52,79.76,-31.25,true,MEASURED from workload_scaling capsule_bytes
v2,minimal,interrupt_race_bug,fixed,1,smoke,v2_minimal,264,31,estimated,NA,NA,NA,NA,98.01,99.01,93.55,false,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,core,interrupt_race_bug,fixed,1,smoke,v2_core,736,90,estimated,NA,NA,NA,NA,94.46,97.23,82.03,false,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,hashed,interrupt_race_bug,fixed,1,smoke,v2_hashed,736,90,estimated,NA,NA,NA,NA,94.46,97.23,82.03,false,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,diagnostic,interrupt_race_bug,fixed,1,smoke,v2_diagnostic,2020,167,estimated,NA,NA,NA,NA,84.79,92.39,50.68,true,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,full,interrupt_race_bug,fixed,1,smoke,v2_full,4112,256,estimated,NA,NA,NA,NA,69.04,84.52,-0.39,true,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
baseline,trace_or_snapshot,interrupt_race_bug,fixed,2,smoke,full_instruction_trace,13280,1660,estimated,NA,NA,NA,NA,0.00,50.00,-224.22,false,ESTIMATED formula=commits*(pc+instruction=8B)
baseline,trace_or_snapshot,interrupt_race_bug,fixed,2,smoke,full_commit_trace,26560,1660,estimated,NA,NA,NA,NA,-100.00,0.00,-548.44,false,ESTIMATED formula=commits*(pc+instruction+digest=16B)
baseline,trace_or_snapshot,interrupt_race_bug,fixed,2,smoke,pc_only_trace,6640,1660,estimated,NA,NA,NA,NA,50.00,75.00,-62.11,false,ESTIMATED formula=commits*pc32
baseline,trace_or_snapshot,interrupt_race_bug,fixed,2,smoke,branch_trace,2484,207,estimated,NA,NA,NA,NA,81.30,90.65,39.36,false,ESTIMATED branch trace proxy
baseline,trace_or_snapshot,interrupt_race_bug,fixed,2,smoke,load_store_trace,1536,128,estimated,NA,NA,NA,NA,88.43,94.22,62.50,false,ESTIMATED load/store trace proxy
baseline,trace_or_snapshot,interrupt_race_bug,fixed,2,smoke,mmio_only_trace,768,64,estimated,NA,NA,NA,NA,94.22,97.11,81.25,false,ESTIMATED MMIO-only trace proxy
baseline,trace_or_snapshot,interrupt_race_bug,fixed,2,smoke,interrupt_only_trace,192,16,estimated,NA,NA,NA,NA,98.55,99.28,95.31,false,ESTIMATED interrupt-only trace proxy
baseline,trace_or_snapshot,interrupt_race_bug,fixed,2,smoke,interrupt_plus_mmio_trace,1020,85,estimated,NA,NA,NA,NA,92.32,96.16,75.10,false,ESTIMATED interrupt+MMIO trace proxy
baseline,trace_or_snapshot,interrupt_race_bug,fixed,2,smoke,snapshot_at_failure,4096,1,estimated,NA,NA,NA,NA,69.16,84.58,0.00,true,ESTIMATED fixed 4KiB state snapshot
v1,full,interrupt_race_bug,fixed,2,smoke,v1_replaycapsule_full,5376,256,measured,true,PASS,PASS,PASS,59.52,79.76,-31.25,true,MEASURED from workload_scaling capsule_bytes
v2,minimal,interrupt_race_bug,fixed,2,smoke,v2_minimal,264,31,estimated,NA,NA,NA,NA,98.01,99.01,93.55,false,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,core,interrupt_race_bug,fixed,2,smoke,v2_core,736,90,estimated,NA,NA,NA,NA,94.46,97.23,82.03,false,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,hashed,interrupt_race_bug,fixed,2,smoke,v2_hashed,736,90,estimated,NA,NA,NA,NA,94.46,97.23,82.03,false,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,diagnostic,interrupt_race_bug,fixed,2,smoke,v2_diagnostic,2020,167,estimated,NA,NA,NA,NA,84.79,92.39,50.68,true,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,full,interrupt_race_bug,fixed,2,smoke,v2_full,4112,256,estimated,NA,NA,NA,NA,69.04,84.52,-0.39,true,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
baseline,trace_or_snapshot,interrupt_race_bug,fixed,3,smoke,full_instruction_trace,13280,1660,estimated,NA,NA,NA,NA,0.00,50.00,-224.22,false,ESTIMATED formula=commits*(pc+instruction=8B)
