architecture,recorder_config,benchmark,variant,seed,workload_scale,baseline,bytes,events,measured_or_estimated,replay_success,property_match,final_signature_match,event_match,reduction_vs_full_instruction_pct,reduction_vs_full_commit_pct,reduction_vs_snapshot_pct,diagnostic_context_available,notes
baseline,trace_or_snapshot,watchdog_timeout_bug,fixed,5,short,interrupt_only_trace,192,16,estimated,NA,NA,NA,NA,99.24,99.62,95.31,false,ESTIMATED interrupt-only trace proxy
baseline,trace_or_snapshot,watchdog_timeout_bug,fixed,5,short,interrupt_plus_mmio_trace,1020,85,estimated,NA,NA,NA,NA,95.96,97.98,75.10,false,ESTIMATED interrupt+MMIO trace proxy
baseline,trace_or_snapshot,watchdog_timeout_bug,fixed,5,short,snapshot_at_failure,4096,1,estimated,NA,NA,NA,NA,83.77,91.88,0.00,true,ESTIMATED fixed 4KiB state snapshot
v1,full,watchdog_timeout_bug,fixed,5,short,v1_replaycapsule_full,5376,256,measured,true,PASS,PASS,PASS,78.69,89.35,-31.25,true,MEASURED from workload_scaling capsule_bytes
v2,minimal,watchdog_timeout_bug,fixed,5,short,v2_minimal,264,31,estimated,NA,NA,NA,NA,98.95,99.48,93.55,false,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,core,watchdog_timeout_bug,fixed,5,short,v2_core,736,90,estimated,NA,NA,NA,NA,97.08,98.54,82.03,false,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,hashed,watchdog_timeout_bug,fixed,5,short,v2_hashed,736,90,estimated,NA,NA,NA,NA,97.08,98.54,82.03,false,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,diagnostic,watchdog_timeout_bug,fixed,5,short,v2_diagnostic,2020,167,estimated,NA,NA,NA,NA,91.99,96.00,50.68,true,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,full,watchdog_timeout_bug,fixed,5,short,v2_full,4112,256,estimated,NA,NA,NA,NA,83.70,91.85,-0.39,true,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
baseline,trace_or_snapshot,watchdog_timeout_bug,fixed,1,medium,full_instruction_trace,127800,15975,estimated,NA,NA,NA,NA,0.00,50.00,-3020.12,false,ESTIMATED formula=commits*(pc+instruction=8B)
baseline,trace_or_snapshot,watchdog_timeout_bug,fixed,1,medium,full_commit_trace,255600,15975,estimated,NA,NA,NA,NA,-100.00,0.00,-6140.23,false,ESTIMATED formula=commits*(pc+instruction+digest=16B)
baseline,trace_or_snapshot,watchdog_timeout_bug,fixed,1,medium,pc_only_trace,63900,15975,estimated,NA,NA,NA,NA,50.00,75.00,-1460.06,false,ESTIMATED formula=commits*pc32
baseline,trace_or_snapshot,watchdog_timeout_bug,fixed,1,medium,branch_trace,23952,1996,estimated,NA,NA,NA,NA,81.26,90.63,-484.77,false,ESTIMATED branch trace proxy
baseline,trace_or_snapshot,watchdog_timeout_bug,fixed,1,medium,load_store_trace,1536,128,estimated,NA,NA,NA,NA,98.80,99.40,62.50,false,ESTIMATED load/store trace proxy
baseline,trace_or_snapshot,watchdog_timeout_bug,fixed,1,medium,mmio_only_trace,768,64,estimated,NA,NA,NA,NA,99.40,99.70,81.25,false,ESTIMATED MMIO-only trace proxy
baseline,trace_or_snapshot,watchdog_timeout_bug,fixed,1,medium,interrupt_only_trace,192,16,estimated,NA,NA,NA,NA,99.85,99.92,95.31,false,ESTIMATED interrupt-only trace proxy
baseline,trace_or_snapshot,watchdog_timeout_bug,fixed,1,medium,interrupt_plus_mmio_trace,1020,85,estimated,NA,NA,NA,NA,99.20,99.60,75.10,false,ESTIMATED interrupt+MMIO trace proxy
baseline,trace_or_snapshot,watchdog_timeout_bug,fixed,1,medium,snapshot_at_failure,4096,1,estimated,NA,NA,NA,NA,96.79,98.40,0.00,true,ESTIMATED fixed 4KiB state snapshot
v1,full,watchdog_timeout_bug,fixed,1,medium,v1_replaycapsule_full,5376,256,measured,false,PASS,PASS,FAIL,95.79,97.90,-31.25,true,MEASURED from workload_scaling capsule_bytes
v2,minimal,watchdog_timeout_bug,fixed,1,medium,v2_minimal,264,31,estimated,NA,NA,NA,NA,99.79,99.90,93.55,false,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,core,watchdog_timeout_bug,fixed,1,medium,v2_core,736,90,estimated,NA,NA,NA,NA,99.42,99.71,82.03,false,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,hashed,watchdog_timeout_bug,fixed,1,medium,v2_hashed,736,90,estimated,NA,NA,NA,NA,99.42,99.71,82.03,false,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,diagnostic,watchdog_timeout_bug,fixed,1,medium,v2_diagnostic,2020,167,estimated,NA,NA,NA,NA,98.42,99.21,50.68,true,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,full,watchdog_timeout_bug,fixed,1,medium,v2_full,4112,256,estimated,NA,NA,NA,NA,96.78,98.39,-0.39,true,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
baseline,trace_or_snapshot,watchdog_timeout_bug,fixed,2,medium,full_instruction_trace,127800,15975,estimated,NA,NA,NA,NA,0.00,50.00,-3020.12,false,ESTIMATED formula=commits*(pc+instruction=8B)
baseline,trace_or_snapshot,watchdog_timeout_bug,fixed,2,medium,full_commit_trace,255600,15975,estimated,NA,NA,NA,NA,-100.00,0.00,-6140.23,false,ESTIMATED formula=commits*(pc+instruction+digest=16B)
baseline,trace_or_snapshot,watchdog_timeout_bug,fixed,2,medium,pc_only_trace,63900,15975,estimated,NA,NA,NA,NA,50.00,75.00,-1460.06,false,ESTIMATED formula=commits*pc32
baseline,trace_or_snapshot,watchdog_timeout_bug,fixed,2,medium,branch_trace,23952,1996,estimated,NA,NA,NA,NA,81.26,90.63,-484.77,false,ESTIMATED branch trace proxy
baseline,trace_or_snapshot,watchdog_timeout_bug,fixed,2,medium,load_store_trace,1536,128,estimated,NA,NA,NA,NA,98.80,99.40,62.50,false,ESTIMATED load/store trace proxy
baseline,trace_or_snapshot,watchdog_timeout_bug,fixed,2,medium,mmio_only_trace,768,64,estimated,NA,NA,NA,NA,99.40,99.70,81.25,false,ESTIMATED MMIO-only trace proxy
baseline,trace_or_snapshot,watchdog_timeout_bug,fixed,2,medium,interrupt_only_trace,192,16,estimated,NA,NA,NA,NA,99.85,99.92,95.31,false,ESTIMATED interrupt-only trace proxy
baseline,trace_or_snapshot,watchdog_timeout_bug,fixed,2,medium,interrupt_plus_mmio_trace,1020,85,estimated,NA,NA,NA,NA,99.20,99.60,75.10,false,ESTIMATED interrupt+MMIO trace proxy
baseline,trace_or_snapshot,watchdog_timeout_bug,fixed,2,medium,snapshot_at_failure,4096,1,estimated,NA,NA,NA,NA,96.79,98.40,0.00,true,ESTIMATED fixed 4KiB state snapshot
v1,full,watchdog_timeout_bug,fixed,2,medium,v1_replaycapsule_full,5376,256,measured,false,PASS,PASS,FAIL,95.79,97.90,-31.25,true,MEASURED from workload_scaling capsule_bytes
v2,minimal,watchdog_timeout_bug,fixed,2,medium,v2_minimal,264,31,estimated,NA,NA,NA,NA,99.79,99.90,93.55,false,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,core,watchdog_timeout_bug,fixed,2,medium,v2_core,736,90,estimated,NA,NA,NA,NA,99.42,99.71,82.03,false,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,hashed,watchdog_timeout_bug,fixed,2,medium,v2_hashed,736,90,estimated,NA,NA,NA,NA,99.42,99.71,82.03,false,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,diagnostic,watchdog_timeout_bug,fixed,2,medium,v2_diagnostic,2020,167,estimated,NA,NA,NA,NA,98.42,99.21,50.68,true,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,full,watchdog_timeout_bug,fixed,2,medium,v2_full,4112,256,estimated,NA,NA,NA,NA,96.78,98.39,-0.39,true,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
baseline,trace_or_snapshot,watchdog_timeout_bug,fixed,3,medium,full_instruction_trace,127800,15975,estimated,NA,NA,NA,NA,0.00,50.00,-3020.12,false,ESTIMATED formula=commits*(pc+instruction=8B)
baseline,trace_or_snapshot,watchdog_timeout_bug,fixed,3,medium,full_commit_trace,255600,15975,estimated,NA,NA,NA,NA,-100.00,0.00,-6140.23,false,ESTIMATED formula=commits*(pc+instruction+digest=16B)
baseline,trace_or_snapshot,watchdog_timeout_bug,fixed,3,medium,pc_only_trace,63900,15975,estimated,NA,NA,NA,NA,50.00,75.00,-1460.06,false,ESTIMATED formula=commits*pc32
baseline,trace_or_snapshot,watchdog_timeout_bug,fixed,3,medium,branch_trace,23952,1996,estimated,NA,NA,NA,NA,81.26,90.63,-484.77,false,ESTIMATED branch trace proxy
baseline,trace_or_snapshot,watchdog_timeout_bug,fixed,3,medium,load_store_trace,1536,128,estimated,NA,NA,NA,NA,98.80,99.40,62.50,false,ESTIMATED load/store trace proxy
baseline,trace_or_snapshot,watchdog_timeout_bug,fixed,3,medium,mmio_only_trace,768,64,estimated,NA,NA,NA,NA,99.40,99.70,81.25,false,ESTIMATED MMIO-only trace proxy
baseline,trace_or_snapshot,watchdog_timeout_bug,fixed,3,medium,interrupt_only_trace,192,16,estimated,NA,NA,NA,NA,99.85,99.92,95.31,false,ESTIMATED interrupt-only trace proxy
baseline,trace_or_snapshot,watchdog_timeout_bug,fixed,3,medium,interrupt_plus_mmio_trace,1020,85,estimated,NA,NA,NA,NA,99.20,99.60,75.10,false,ESTIMATED interrupt+MMIO trace proxy
baseline,trace_or_snapshot,watchdog_timeout_bug,fixed,3,medium,snapshot_at_failure,4096,1,estimated,NA,NA,NA,NA,96.79,98.40,0.00,true,ESTIMATED fixed 4KiB state snapshot
v1,full,watchdog_timeout_bug,fixed,3,medium,v1_replaycapsule_full,5376,256,measured,false,PASS,PASS,FAIL,95.79,97.90,-31.25,true,MEASURED from workload_scaling capsule_bytes
v2,minimal,watchdog_timeout_bug,fixed,3,medium,v2_minimal,264,31,estimated,NA,NA,NA,NA,99.79,99.90,93.55,false,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,core,watchdog_timeout_bug,fixed,3,medium,v2_core,736,90,estimated,NA,NA,NA,NA,99.42,99.71,82.03,false,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,hashed,watchdog_timeout_bug,fixed,3,medium,v2_hashed,736,90,estimated,NA,NA,NA,NA,99.42,99.71,82.03,false,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,diagnostic,watchdog_timeout_bug,fixed,3,medium,v2_diagnostic,2020,167,estimated,NA,NA,NA,NA,98.42,99.21,50.68,true,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,full,watchdog_timeout_bug,fixed,3,medium,v2_full,4112,256,estimated,NA,NA,NA,NA,96.78,98.39,-0.39,true,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
baseline,trace_or_snapshot,watchdog_timeout_bug,fixed,4,medium,full_instruction_trace,127800,15975,estimated,NA,NA,NA,NA,0.00,50.00,-3020.12,false,ESTIMATED formula=commits*(pc+instruction=8B)
baseline,trace_or_snapshot,watchdog_timeout_bug,fixed,4,medium,full_commit_trace,255600,15975,estimated,NA,NA,NA,NA,-100.00,0.00,-6140.23,false,ESTIMATED formula=commits*(pc+instruction+digest=16B)
baseline,trace_or_snapshot,watchdog_timeout_bug,fixed,4,medium,pc_only_trace,63900,15975,estimated,NA,NA,NA,NA,50.00,75.00,-1460.06,false,ESTIMATED formula=commits*pc32
baseline,trace_or_snapshot,watchdog_timeout_bug,fixed,4,medium,branch_trace,23952,1996,estimated,NA,NA,NA,NA,81.26,90.63,-484.77,false,ESTIMATED branch trace proxy
baseline,trace_or_snapshot,watchdog_timeout_bug,fixed,4,medium,load_store_trace,1536,128,estimated,NA,NA,NA,NA,98.80,99.40,62.50,false,ESTIMATED load/store trace proxy
baseline,trace_or_snapshot,watchdog_timeout_bug,fixed,4,medium,mmio_only_trace,768,64,estimated,NA,NA,NA,NA,99.40,99.70,81.25,false,ESTIMATED MMIO-only trace proxy
baseline,trace_or_snapshot,watchdog_timeout_bug,fixed,4,medium,interrupt_only_trace,192,16,estimated,NA,NA,NA,NA,99.85,99.92,95.31,false,ESTIMATED interrupt-only trace proxy
baseline,trace_or_snapshot,watchdog_timeout_bug,fixed,4,medium,interrupt_plus_mmio_trace,1020,85,estimated,NA,NA,NA,NA,99.20,99.60,75.10,false,ESTIMATED interrupt+MMIO trace proxy
baseline,trace_or_snapshot,watchdog_timeout_bug,fixed,4,medium,snapshot_at_failure,4096,1,estimated,NA,NA,NA,NA,96.79,98.40,0.00,true,ESTIMATED fixed 4KiB state snapshot
v1,full,watchdog_timeout_bug,fixed,4,medium,v1_replaycapsule_full,5376,256,measured,false,PASS,PASS,FAIL,95.79,97.90,-31.25,true,MEASURED from workload_scaling capsule_bytes
v2,minimal,watchdog_timeout_bug,fixed,4,medium,v2_minimal,264,31,estimated,NA,NA,NA,NA,99.79,99.90,93.55,false,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,core,watchdog_timeout_bug,fixed,4,medium,v2_core,736,90,estimated,NA,NA,NA,NA,99.42,99.71,82.03,false,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,hashed,watchdog_timeout_bug,fixed,4,medium,v2_hashed,736,90,estimated,NA,NA,NA,NA,99.42,99.71,82.03,false,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,diagnostic,watchdog_timeout_bug,fixed,4,medium,v2_diagnostic,2020,167,estimated,NA,NA,NA,NA,98.42,99.21,50.68,true,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,full,watchdog_timeout_bug,fixed,4,medium,v2_full,4112,256,estimated,NA,NA,NA,NA,96.78,98.39,-0.39,true,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
baseline,trace_or_snapshot,watchdog_timeout_bug,fixed,5,medium,full_instruction_trace,127800,15975,estimated,NA,NA,NA,NA,0.00,50.00,-3020.12,false,ESTIMATED formula=commits*(pc+instruction=8B)
baseline,trace_or_snapshot,watchdog_timeout_bug,fixed,5,medium,full_commit_trace,255600,15975,estimated,NA,NA,NA,NA,-100.00,0.00,-6140.23,false,ESTIMATED formula=commits*(pc+instruction+digest=16B)
baseline,trace_or_snapshot,watchdog_timeout_bug,fixed,5,medium,pc_only_trace,63900,15975,estimated,NA,NA,NA,NA,50.00,75.00,-1460.06,false,ESTIMATED formula=commits*pc32
baseline,trace_or_snapshot,watchdog_timeout_bug,fixed,5,medium,branch_trace,23952,1996,estimated,NA,NA,NA,NA,81.26,90.63,-484.77,false,ESTIMATED branch trace proxy
baseline,trace_or_snapshot,watchdog_timeout_bug,fixed,5,medium,load_store_trace,1536,128,estimated,NA,NA,NA,NA,98.80,99.40,62.50,false,ESTIMATED load/store trace proxy
baseline,trace_or_snapshot,watchdog_timeout_bug,fixed,5,medium,mmio_only_trace,768,64,estimated,NA,NA,NA,NA,99.40,99.70,81.25,false,ESTIMATED MMIO-only trace proxy
baseline,trace_or_snapshot,watchdog_timeout_bug,fixed,5,medium,interrupt_only_trace,192,16,estimated,NA,NA,NA,NA,99.85,99.92,95.31,false,ESTIMATED interrupt-only trace proxy
baseline,trace_or_snapshot,watchdog_timeout_bug,fixed,5,medium,interrupt_plus_mmio_trace,1020,85,estimated,NA,NA,NA,NA,99.20,99.60,75.10,false,ESTIMATED interrupt+MMIO trace proxy
baseline,trace_or_snapshot,watchdog_timeout_bug,fixed,5,medium,snapshot_at_failure,4096,1,estimated,NA,NA,NA,NA,96.79,98.40,0.00,true,ESTIMATED fixed 4KiB state snapshot
v1,full,watchdog_timeout_bug,fixed,5,medium,v1_replaycapsule_full,5376,256,measured,false,PASS,PASS,FAIL,95.79,97.90,-31.25,true,MEASURED from workload_scaling capsule_bytes
v2,minimal,watchdog_timeout_bug,fixed,5,medium,v2_minimal,264,31,estimated,NA,NA,NA,NA,99.79,99.90,93.55,false,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,core,watchdog_timeout_bug,fixed,5,medium,v2_core,736,90,estimated,NA,NA,NA,NA,99.42,99.71,82.03,false,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,hashed,watchdog_timeout_bug,fixed,5,medium,v2_hashed,736,90,estimated,NA,NA,NA,NA,99.42,99.71,82.03,false,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,diagnostic,watchdog_timeout_bug,fixed,5,medium,v2_diagnostic,2020,167,estimated,NA,NA,NA,NA,98.42,99.21,50.68,true,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,full,watchdog_timeout_bug,fixed,5,medium,v2_full,4112,256,estimated,NA,NA,NA,NA,96.78,98.39,-0.39,true,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
baseline,trace_or_snapshot,watchdog_timeout_bug,fixed,1,long,full_instruction_trace,244752,30594,estimated,NA,NA,NA,NA,0.00,50.00,-5875.39,false,ESTIMATED formula=commits*(pc+instruction=8B)
baseline,trace_or_snapshot,watchdog_timeout_bug,fixed,1,long,full_commit_trace,489504,30594,estimated,NA,NA,NA,NA,-100.00,0.00,-11850.78,false,ESTIMATED formula=commits*(pc+instruction+digest=16B)
baseline,trace_or_snapshot,watchdog_timeout_bug,fixed,1,long,pc_only_trace,122376,30594,estimated,NA,NA,NA,NA,50.00,75.00,-2887.70,false,ESTIMATED formula=commits*pc32
baseline,trace_or_snapshot,watchdog_timeout_bug,fixed,1,long,branch_trace,45888,3824,estimated,NA,NA,NA,NA,81.25,90.63,-1020.31,false,ESTIMATED branch trace proxy
baseline,trace_or_snapshot,watchdog_timeout_bug,fixed,1,long,load_store_trace,1536,128,estimated,NA,NA,NA,NA,99.37,99.69,62.50,false,ESTIMATED load/store trace proxy
baseline,trace_or_snapshot,watchdog_timeout_bug,fixed,1,long,mmio_only_trace,768,64,estimated,NA,NA,NA,NA,99.69,99.84,81.25,false,ESTIMATED MMIO-only trace proxy
baseline,trace_or_snapshot,watchdog_timeout_bug,fixed,1,long,interrupt_only_trace,192,16,estimated,NA,NA,NA,NA,99.92,99.96,95.31,false,ESTIMATED interrupt-only trace proxy
baseline,trace_or_snapshot,watchdog_timeout_bug,fixed,1,long,interrupt_plus_mmio_trace,1020,85,estimated,NA,NA,NA,NA,99.58,99.79,75.10,false,ESTIMATED interrupt+MMIO trace proxy
baseline,trace_or_snapshot,watchdog_timeout_bug,fixed,1,long,snapshot_at_failure,4096,1,estimated,NA,NA,NA,NA,98.33,99.16,0.00,true,ESTIMATED fixed 4KiB state snapshot
v1,full,watchdog_timeout_bug,fixed,1,long,v1_replaycapsule_full,5376,256,measured,false,PASS,PASS,FAIL,97.80,98.90,-31.25,true,MEASURED from workload_scaling capsule_bytes
v2,minimal,watchdog_timeout_bug,fixed,1,long,v2_minimal,264,31,estimated,NA,NA,NA,NA,99.89,99.95,93.55,false,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,core,watchdog_timeout_bug,fixed,1,long,v2_core,736,90,estimated,NA,NA,NA,NA,99.70,99.85,82.03,false,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,hashed,watchdog_timeout_bug,fixed,1,long,v2_hashed,736,90,estimated,NA,NA,NA,NA,99.70,99.85,82.03,false,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,diagnostic,watchdog_timeout_bug,fixed,1,long,v2_diagnostic,2020,167,estimated,NA,NA,NA,NA,99.17,99.59,50.68,true,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,full,watchdog_timeout_bug,fixed,1,long,v2_full,4112,256,estimated,NA,NA,NA,NA,98.32,99.16,-0.39,true,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
baseline,trace_or_snapshot,watchdog_timeout_bug,fixed,2,long,full_instruction_trace,244752,30594,estimated,NA,NA,NA,NA,0.00,50.00,-5875.39,false,ESTIMATED formula=commits*(pc+instruction=8B)
baseline,trace_or_snapshot,watchdog_timeout_bug,fixed,2,long,full_commit_trace,489504,30594,estimated,NA,NA,NA,NA,-100.00,0.00,-11850.78,false,ESTIMATED formula=commits*(pc+instruction+digest=16B)
baseline,trace_or_snapshot,watchdog_timeout_bug,fixed,2,long,pc_only_trace,122376,30594,estimated,NA,NA,NA,NA,50.00,75.00,-2887.70,false,ESTIMATED formula=commits*pc32
baseline,trace_or_snapshot,watchdog_timeout_bug,fixed,2,long,branch_trace,45888,3824,estimated,NA,NA,NA,NA,81.25,90.63,-1020.31,false,ESTIMATED branch trace proxy
baseline,trace_or_snapshot,watchdog_timeout_bug,fixed,2,long,load_store_trace,1536,128,estimated,NA,NA,NA,NA,99.37,99.69,62.50,false,ESTIMATED load/store trace proxy
baseline,trace_or_snapshot,watchdog_timeout_bug,fixed,2,long,mmio_only_trace,768,64,estimated,NA,NA,NA,NA,99.69,99.84,81.25,false,ESTIMATED MMIO-only trace proxy
baseline,trace_or_snapshot,watchdog_timeout_bug,fixed,2,long,interrupt_only_trace,192,16,estimated,NA,NA,NA,NA,99.92,99.96,95.31,false,ESTIMATED interrupt-only trace proxy
baseline,trace_or_snapshot,watchdog_timeout_bug,fixed,2,long,interrupt_plus_mmio_trace,1020,85,estimated,NA,NA,NA,NA,99.58,99.79,75.10,false,ESTIMATED interrupt+MMIO trace proxy
baseline,trace_or_snapshot,watchdog_timeout_bug,fixed,2,long,snapshot_at_failure,4096,1,estimated,NA,NA,NA,NA,98.33,99.16,0.00,true,ESTIMATED fixed 4KiB state snapshot
v1,full,watchdog_timeout_bug,fixed,2,long,v1_replaycapsule_full,5376,256,measured,false,PASS,PASS,FAIL,97.80,98.90,-31.25,true,MEASURED from workload_scaling capsule_bytes
v2,minimal,watchdog_timeout_bug,fixed,2,long,v2_minimal,264,31,estimated,NA,NA,NA,NA,99.89,99.95,93.55,false,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,core,watchdog_timeout_bug,fixed,2,long,v2_core,736,90,estimated,NA,NA,NA,NA,99.70,99.85,82.03,false,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,hashed,watchdog_timeout_bug,fixed,2,long,v2_hashed,736,90,estimated,NA,NA,NA,NA,99.70,99.85,82.03,false,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,diagnostic,watchdog_timeout_bug,fixed,2,long,v2_diagnostic,2020,167,estimated,NA,NA,NA,NA,99.17,99.59,50.68,true,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,full,watchdog_timeout_bug,fixed,2,long,v2_full,4112,256,estimated,NA,NA,NA,NA,98.32,99.16,-0.39,true,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
baseline,trace_or_snapshot,watchdog_timeout_bug,fixed,3,long,full_instruction_trace,244752,30594,estimated,NA,NA,NA,NA,0.00,50.00,-5875.39,false,ESTIMATED formula=commits*(pc+instruction=8B)
baseline,trace_or_snapshot,watchdog_timeout_bug,fixed,3,long,full_commit_trace,489504,30594,estimated,NA,NA,NA,NA,-100.00,0.00,-11850.78,false,ESTIMATED formula=commits*(pc+instruction+digest=16B)
baseline,trace_or_snapshot,watchdog_timeout_bug,fixed,3,long,pc_only_trace,122376,30594,estimated,NA,NA,NA,NA,50.00,75.00,-2887.70,false,ESTIMATED formula=commits*pc32
baseline,trace_or_snapshot,watchdog_timeout_bug,fixed,3,long,branch_trace,45888,3824,estimated,NA,NA,NA,NA,81.25,90.63,-1020.31,false,ESTIMATED branch trace proxy
baseline,trace_or_snapshot,watchdog_timeout_bug,fixed,3,long,load_store_trace,1536,128,estimated,NA,NA,NA,NA,99.37,99.69,62.50,false,ESTIMATED load/store trace proxy
baseline,trace_or_snapshot,watchdog_timeout_bug,fixed,3,long,mmio_only_trace,768,64,estimated,NA,NA,NA,NA,99.69,99.84,81.25,false,ESTIMATED MMIO-only trace proxy
baseline,trace_or_snapshot,watchdog_timeout_bug,fixed,3,long,interrupt_only_trace,192,16,estimated,NA,NA,NA,NA,99.92,99.96,95.31,false,ESTIMATED interrupt-only trace proxy
baseline,trace_or_snapshot,watchdog_timeout_bug,fixed,3,long,interrupt_plus_mmio_trace,1020,85,estimated,NA,NA,NA,NA,99.58,99.79,75.10,false,ESTIMATED interrupt+MMIO trace proxy
baseline,trace_or_snapshot,watchdog_timeout_bug,fixed,3,long,snapshot_at_failure,4096,1,estimated,NA,NA,NA,NA,98.33,99.16,0.00,true,ESTIMATED fixed 4KiB state snapshot
v1,full,watchdog_timeout_bug,fixed,3,long,v1_replaycapsule_full,5376,256,measured,false,PASS,PASS,FAIL,97.80,98.90,-31.25,true,MEASURED from workload_scaling capsule_bytes
v2,minimal,watchdog_timeout_bug,fixed,3,long,v2_minimal,264,31,estimated,NA,NA,NA,NA,99.89,99.95,93.55,false,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,core,watchdog_timeout_bug,fixed,3,long,v2_core,736,90,estimated,NA,NA,NA,NA,99.70,99.85,82.03,false,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,hashed,watchdog_timeout_bug,fixed,3,long,v2_hashed,736,90,estimated,NA,NA,NA,NA,99.70,99.85,82.03,false,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,diagnostic,watchdog_timeout_bug,fixed,3,long,v2_diagnostic,2020,167,estimated,NA,NA,NA,NA,99.17,99.59,50.68,true,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,full,watchdog_timeout_bug,fixed,3,long,v2_full,4112,256,estimated,NA,NA,NA,NA,98.32,99.16,-0.39,true,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
baseline,trace_or_snapshot,watchdog_timeout_bug,fixed,4,long,full_instruction_trace,244752,30594,estimated,NA,NA,NA,NA,0.00,50.00,-5875.39,false,ESTIMATED formula=commits*(pc+instruction=8B)
baseline,trace_or_snapshot,watchdog_timeout_bug,fixed,4,long,full_commit_trace,489504,30594,estimated,NA,NA,NA,NA,-100.00,0.00,-11850.78,false,ESTIMATED formula=commits*(pc+instruction+digest=16B)
baseline,trace_or_snapshot,watchdog_timeout_bug,fixed,4,long,pc_only_trace,122376,30594,estimated,NA,NA,NA,NA,50.00,75.00,-2887.70,false,ESTIMATED formula=commits*pc32
baseline,trace_or_snapshot,watchdog_timeout_bug,fixed,4,long,branch_trace,45888,3824,estimated,NA,NA,NA,NA,81.25,90.63,-1020.31,false,ESTIMATED branch trace proxy
baseline,trace_or_snapshot,watchdog_timeout_bug,fixed,4,long,load_store_trace,1536,128,estimated,NA,NA,NA,NA,99.37,99.69,62.50,false,ESTIMATED load/store trace proxy
baseline,trace_or_snapshot,watchdog_timeout_bug,fixed,4,long,mmio_only_trace,768,64,estimated,NA,NA,NA,NA,99.69,99.84,81.25,false,ESTIMATED MMIO-only trace proxy
baseline,trace_or_snapshot,watchdog_timeout_bug,fixed,4,long,interrupt_only_trace,192,16,estimated,NA,NA,NA,NA,99.92,99.96,95.31,false,ESTIMATED interrupt-only trace proxy
baseline,trace_or_snapshot,watchdog_timeout_bug,fixed,4,long,interrupt_plus_mmio_trace,1020,85,estimated,NA,NA,NA,NA,99.58,99.79,75.10,false,ESTIMATED interrupt+MMIO trace proxy
baseline,trace_or_snapshot,watchdog_timeout_bug,fixed,4,long,snapshot_at_failure,4096,1,estimated,NA,NA,NA,NA,98.33,99.16,0.00,true,ESTIMATED fixed 4KiB state snapshot
v1,full,watchdog_timeout_bug,fixed,4,long,v1_replaycapsule_full,5376,256,measured,false,PASS,PASS,FAIL,97.80,98.90,-31.25,true,MEASURED from workload_scaling capsule_bytes
