target,flow,design,lut,ff,bram,dsp,cells,area_um2,fmax_mhz,wns,tns,power_mw,status,report_path,notes
ice40-hx8k,yosys+synth_ice40+nextpnr-ice40,replaycapsule_recorder_tiny,372,205,NA,0,NA,NA,77.40,NA,NA,NA,PASS,results/raw/mapped_synthesis/replaycapsule_recorder_tiny_nextpnr_ice40.txt,real mapped iCE40 place-and-route completed
ice40-hx8k,yosys+synth_ice40+nextpnr-ice40,picorv32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FAIL,results/raw/mapped_synthesis/picorv32_nextpnr_ice40.txt,nextpnr-ice40 place-and-route failed: ERROR: Unable to find a placement location for cell 'pcpi_insn[7]$sb_io'
ice40-hx8k,yosys+synth_ice40+nextpnr-ice40,replay_capsule_top,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FAIL,results/raw/mapped_synthesis/replay_capsule_top_nextpnr_ice40.txt,"nextpnr-ice40 place-and-route failed: ERROR: Unable to place cell 'u_capsule_buffer.mem[47]_SB_DFFE_Q_92_DFFLC', no BELs remaining to implement cell type 'ICESTORM_LC'"
ice40-hx8k,yosys+synth_ice40+nextpnr-ice40,picorv32_replaycapsule_wrapper,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FAIL,results/raw/mapped_synthesis/picorv32_replaycapsule_wrapper_nextpnr_ice40.txt,"nextpnr-ice40 place-and-route failed: ERROR: Unable to place cell 'u_replay_capsule_top.u_capsule_buffer.mem[37]_SB_DFFE_Q_144_DFFLC', no BELs remaining to implement cell type 'ICESTORM_LC'"
